title,include1,include2,source,include_final
Mountain pine beetles colonizing historical and na��ve host trees are associated with a bacterial community highly enriched in genes contributing to terpene metabolism.,Yes,NA,cabpro,Yes
Hydrothermal assessment of temporal variability in seedbed microclimate.,Yes,NA,cabpro,Yes
"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA.",Yes,NA,cabpro,Yes
Faster growth in warmer winters for large trees in a Mediterranean-climate ecosystem.,NA,NA,cabpro,NA
"Legacy effects of fire size and severity on forest regeneration, recruitment, and wildlife activity in aspen forests.",NA,NA,cabpro,NA
Strong selection genome-wide enhances fitness trade-offs across environments and episodes of selection.,Yes,NA,cabpro,Yes
Exposure of U.S. National Parks to land use and climate change 1900-2100.,Yes,NA,cabpro,Yes
Estimation of soil carbon change from rotation cropping of rapeseed with wheat in the hydrotreated renewable jet life cycle.,NA,NA,cabpro,NA
Functional mismatch in a bumble bee pollination mutualism under climate change.,NA,NA,cabpro,NA
Lilies at the limit: variation in plant-pollinator interactions across an elevational range.,Yes,NA,cabpro,Yes
Forest disturbance across the conterminous United States from 1985-2012: the emerging dominance of forest decline.,NA,NA,cabpro,NA
Riparian vegetation recovery in Yellowstone: the first two decades after wolf reintroduction.,NA,NA,cabpro,NA
Pinyon and Juniper invasion in black sagebrush communities in east-central Nevada.,Maybe,NA,cabpro,Maybe
Climate change in Yellowstone National Park: is the drought-related risk of wildfires increasing?,Yes,NA,cabpro,Yes
"Invasion of subalpine meadows by lodgepole pine in Yellowstone National Park, Wyoming, USA.",Yes,NA,cabpro,Yes
Application of a land class hydrological model to climatic change.,Maybe,NA,cabpro,Maybe
Historical and anticipated changes in forest ecosystems of the Inland West of the United States.,Maybe,NA,cabpro,Maybe
Changes in sub-alpine tree distribution in western North America: a review of climatic and other causal factors.,Maybe,NA,cabpro,Maybe
"Forest dynamics, differential mortality and variable recruitment probabilities.",Maybe,NA,cabpro,Maybe
"Changes in glacier and alpine runoff in the North Cascade Range, Washington, USA 1985-1993.",Yes,NA,cabpro,Yes
Future climate in the Yellowstone National Park region and its potential impact on vegetation.,Yes,NA,cabpro,Yes
Demography of the Yellowstone grizzly bears.,Yes,NA,cabpro,Yes
Model analysis of mountain pine beetle (Coleoptera: Scolytidae) seasonality.,Yes,NA,cabpro,Yes
"Winter photosynthesis in red spruce (<i xmlns=""http://www.w3.org/1999/xhtml"">Picea rubens</i> Sarg.): limitations, potential benefits, and risks.",Maybe,NA,cabpro,Maybe
"Long-term soil temperature database, Reynolds Creek Experimental Watershed, Idaho, United States.",Yes,NA,cabpro,Yes
Physiology on a landscape scale: plant-animal interactions.,Yes,NA,cabpro,Yes
The impact of climate change on vadose zone pore waters and its implication for long-term monitoring.,Maybe,NA,cabpro,Maybe
The influence of fire interval and serotiny on postfire lodgepole pine density in Yellowstone National Park.,Yes,NA,cabpro,Yes
A technique for generating regional climate scenarios using a nearest-neighbor algorithm.,Maybe,NA,cabpro,Maybe
"Can ranchers slow climate change? Carbon credits can be created on rangelands at costs that are competitive with credits from cropland and forestry, revealing that ranchers could play a role in reducing climate change.",Maybe,NA,cabpro,Maybe
"Habitat-correlated variation in blackbrush (<i xmlns=""http://www.w3.org/1999/xhtml"">Coleogyne ramosissima</i>: Rosaceae) seed germination response.",Maybe,NA,cabpro,Maybe
Quantifying relationships between bird and butterfly community shifts and environmental change.,Yes,NA,cabpro,Yes
Carbon storage on landscapes with stand-replacing fires.,Yes,NA,cabpro,Yes
"Food for thought: lower-than-expected crop yield stimulation with rising CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> concentrations.",Maybe,NA,cabpro,Maybe
Hydrologic regime and herbivory stabilize an alternative state in Yellowstone National Park.,Yes,NA,cabpro,Yes
Recent changes in glacier area and volume within the southern Canadian Cordillera.,Yes,NA,cabpro,Yes
Contrasting relationships between precipitation and species richness in space and time.,Maybe,NA,cabpro,Maybe
Snow cover variability across central Canada (1978-2002) derived from satellite passive microwave data.,Yes,NA,cabpro,Yes
Drought effects on above- and belowground production of a grazed temperate grassland ecosystem.,Yes,NA,cabpro,Yes
Effects of grazing and soil micro-climate on decomposition rates in a spatio-temporally heterogeneous grassland.,Yes,NA,cabpro,Yes
Carbon dioxide enrichment alters plant community structure and accelerates shrub growth in the shortgrass steppe.,Maybe,NA,cabpro,Maybe
"Stream temperature surges under urbanization and climate change: data, models, and responses.",Maybe,NA,cabpro,Maybe
Relations of mineral-soil C and N to climate and texture: regional differences within the conterminous USA.,Maybe,NA,cabpro,Maybe
Recent climate extremes alter alpine lake ecosystems.,Maybe,NA,cabpro,Maybe
Declining summer flows of Rocky Mountain rivers: changing seasonal hydrology and probable impacts on floodplain forests.,Yes,NA,cabpro,Yes
Charcoal and carbon storage in forest soils of the Rocky Mountain West.,Maybe,NA,cabpro,Maybe
"Linkages between wolf presence and aspen recruitment in the Gallatin elk winter range of southwestern Montana, USA.",Yes,NA,cabpro,Yes
"Nesting lizards (<i xmlns=""http://www.w3.org/1999/xhtml"">Bassiana duperreyi</i>) compensate partly, but not completely, for climate change.",Maybe,NA,cabpro,Maybe
What drives long-distance dispersal? A test of theoretical predictions.,Maybe,NA,cabpro,Maybe
Melting alpine glaciers enrich high-elevation lakes with reactive nitrogen.,Maybe,NA,cabpro,Maybe
An examination of synchrony between insect emergence and flowering in Rocky Mountain meadows.,Maybe,NA,cabpro,Maybe
"Songbird response to increased willow (<i xmlns=""http://www.w3.org/1999/xhtml"">Salix</i> spp.) growth in Yellowstone's northern range.",Yes,NA,cabpro,Yes
Drought indices based on the climate forecast system reanalysis and ensemble NLDAS.,Maybe,NA,cabpro,Maybe
"Genetic architecture and phenotypic plasticity of thermally-regulated traits in an eruptive species, <i xmlns=""http://www.w3.org/1999/xhtml"">Dendroctonus ponderosae</i>.",Maybe,NA,cabpro,Maybe
Climate-induced changes in lake ecosystem structure inferred from coupled neo- and paleoecological approaches.,Maybe,NA,cabpro,Maybe
Climate-change-driven deterioration of water quality in a mineralized watershed.,Maybe,NA,cabpro,Maybe
North American vegetation model for land-use planning in a changing climate: a solution to large classification problems.,Maybe,NA,cabpro,Maybe
Temperature-driven range expansion of an irruptive insect heightened by weakly coevolved plant defenses.,Maybe,NA,cabpro,Maybe
"Postfire changes in forest carbon storage over a 300-year chronosequence of <i xmlns=""http://www.w3.org/1999/xhtml"">Pinus contorta</i>-dominated forests.",Yes,NA,cabpro,Yes
"Interactive effects of wildfire, forest management, and isolation on amphibian and parasite abundance.",Maybe,NA,cabpro,Maybe
Complementarity in the provision of ecosystem services reduces the cost of mitigating amplified natural disturbance events.,Maybe,NA,cabpro,Maybe
"Summer streamflow deficits from regenerating Douglas-fir forest in the Pacific Northwest, USA",Yes,Yes,cabpro,Yes
Quantifying the Relative Contributions of Forest Change and Climatic Variability to Hydrology in Large Watersheds: A Critical Review of Research Methods,Yes,No,cabpro,Yes
"Rural Nevada and climate change: vulnerability, beliefs, and risk perception.",Yes,NA,cabpro,Yes
"Climate change perception, observation and policy support in rural Nevada: a comparative analysis of Native Americans, non-native ranchers and farmers and mainstream America.",Yes,Yes,cabpro,Yes
Spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks.,Yes,Yes,cabpro,Yes
Ain't no mountain high enough: plant invasions reaching new elevations.,Maybe,Yes,cabpro,Yes
"Disturbance, equilibrium, and environmental variability: what is 'natural' vegetation in a changing environment?",Yes,Yes,cabpro,Yes
"Quantifying the contribution of glacier runoff to streamflow in the upper Columbia River Basin, Canada",NA,Yes,cabpro,Yes
"Fine-scale variability in growth-climate relationships of Douglas-fir, North Cascade Range, Washington.",Yes,Yes,cabpro,Yes
Sensitivity of juvenile salmonid growth to future climate trends,Yes,Yes,crossref,Yes
Human and climate impacts on Columbia River hydrology and salmonids,Yes,Yes,crossref,Yes
TIMING OF REDD CONSTRUCTION BY FALL CHINOOK SALMON IN THE HANFORD REACH OF THE COLUMBIA RIVER,Yes,Maybe,crossref,Yes
"PLANT SUCCESSION AFTER HYDROLOGIC DISTURBANCE: INFERENCES FROM CONTEMPORARY VEGETATION ON A CHRONOSEQUENCE OF BARS, WILLAMETTE RIVER, OREGON, USA",Yes,NA,crossref,Yes
"Summer Habitat Use by Columbia River Redband Trout in the Kootenai River Drainage, Montana",Maybe,NA,crossref,Maybe
Willamette River Basin surface water isoscape (δ18O and δ2H): temporal changes of source water within the river,Yes,NA,crossref,Yes
"Discontinuous headwater stream networks with stable flowheads, Salmon River basin, Idaho",Yes,No,crossref,Yes
"Stocking for rehabilitation of burbot in the Kootenai River, Idaho, USA and British Columbia, Canada",Yes,No,crossref,Yes
"Determination of bank erodibility for natural and anthropogenic bank materials using a model of lateral migration and observed erosion along the Willamette River, Oregon, USA",Yes,No,crossref,Yes
Valuation of fish production services in river basins: A case study of the Columbia River,Yes,Maybe,crossref,Yes
Benefits of Prescribed Flows for Salmon Smolt Survival Enhancement Vary Longitudinally in a Highly Managed River System,Yes,Yes,crossref,Yes
"Littoral benthic macroinvertebrate response to water-level fluctuations in three reservoirs of the Willamette River Basin, Oregon",Yes,Maybe,crossref,Yes
"Instream flows and the decline of riparian cottonwoods along the Yakima River, Washington, USA",Yes,Yes,crossref,Yes
"River connectivity and road crossing effects on floodplain vegetation of the upper Columbia River, Canada",Yes,No,crossref,Yes
"Distinguishing human and climate influences on hydrological disturbance processes in the Columbia River, USA",Yes,Yes,crossref,Yes
Distinguishing human and climate influences on the Columbia River: Changes in mean flow and sediment transport,Yes,Yes,crossref,Yes
"Reconstructions of Columbia River Streamflow from Tree-Ring Chronologies in the Pacific Northwest, USA",Yes,Yes,crossref,Yes
Petrophysical and geochemical properties of Columbia River flood basalt: Implications for carbon sequestration,Yes,Yes,crossref,Yes
What do stakeholders need to manage for climate change and variability? A document-based analysis from three mountain states in the Western USA,Yes,Yes,crossref,Yes
Evolutionary responses by native species to major anthropogenic changes to their ecosystems: Pacific salmon in the Columbia River hydropower system,Yes,Yes,crossref,Yes
Impacts of Projected Climate Changes on Streamflow and Sediment Transport for Three Snowmelt-Dominated Rivers in the Interior Pacific Northwest,Yes,Yes,crossref,Yes
"Stream Temperature Regimes and the Distribution of the Rocky Mountain Tailed Frog at Its Northern Range Limit, Southeastern British Columbia",Yes,Yes,crossref,Yes
A Columbia River Basalt Group Aquifer in Sustained Drought: Insight from Geophysical Methods,Yes,NA,crossref,Yes
Climate Change and Extremes in the Canadian Columbia Basin,Yes,NA,crossref,Yes
Estimation of Columbia River virgin flow: 1879 to 1928,Yes,NA,crossref,Yes
"Evaluation of bed load transport formulae using field evidence from the Vedder River, British Columbia",NA,NA,crossref,NA
Impact of climate change on Pacific Northwest hydropower,Yes,NA,crossref,Yes
The Columbia River Treaty: Fifty Years After the Handshake,Yes,NA,crossref,Yes
Using wavelet analysis to detect changes in water temperature regimes at multiple scales: effects of multi-purpose dams in the Willamette River basin,Yes,Yes,crossref,Yes
"“It's so different today”: Climate change and indigenous lifeways in British Columbia, Canada",Yes,NA,crossref,Yes
Accounting for downscaling and model uncertainty in fine-resolution seasonal climate projections over the Columbia River Basin,Yes,Yes,crossref,Yes
Are human values and community participation key to climate adaptation? The case of community forest organisations in British Columbia,Yes,Yes,crossref,Yes
Changing streamflow on Columbia basin tribal lands—climate change and salmon,Yes,Yes,crossref,Yes
Climate Change and Resource Management in the Columbia River Basin,Yes,NA,crossref,Yes
Climate Change Impacts on Western Pacific Northwest Prairies and Savannas,Yes,NA,crossref,Yes
"Community Adaptation to Climate Change: Environmental Planners' Knowledge and Experiences in British Columbia, Canada",Yes,NA,crossref,Yes
EFFECTS OF CLIMATE CHANGE ON HYDROLOGY AND WATER RESOURCES IN THE COLUMBIA RIVER BASIN,Yes,NA,crossref,Yes
Effects of land cover change on streamflow in the interior Columbia River Basin (USA and Canada),Yes,NA,crossref,Yes
Evaluating presentation formats of local climate change in community planning with regard to process and outcomes,Yes,NA,crossref,Yes
Opportunity costs of a transbasin diversion: 2. The Columbia River Basin,Maybe,NA,crossref,Maybe
PACIFIC NORTHWEST REGIONAL ASSESSMENT: THE IMPACTS OF CLIMATE VARIABILITY AND CLIMATE CHANGE ON THE WATER RESOURCES OF THE COLUMBIA RIVER BASIN1,Yes,NA,crossref,Yes
Seasonal climate signals from multiple tree ring metrics: A case study ofPinus ponderosain the upper Columbia River Basin,Yes,NA,crossref,Yes
Seasonal Climate Variability and Change in the Pacific Northwest of the United States,Yes,NA,crossref,Yes
Seasonal hydrologic responses to climate change in the Pacific Northwest,Yes,NA,crossref,Yes
Simulating Columbia River flows with data from regional-scale climate models,Yes,NA,crossref,Yes
"Spatial, temporal and frequency based climate change assessment in Columbia River Basin using multi downscaled-scenarios",Yes,NA,crossref,Yes
Strategic planning for instream flow restoration: a case study of potential climate change impacts in the central Columbia River basin,Yes,NA,crossref,Yes
The Spirit of Place: The Columbia River Watershed Letter and the Meaning of Community.,Maybe,NA,crossref,Maybe
"Watershed Response to Climate Change and Fire-Burns in the Upper Umatilla River Basin, USA",Yes,NA,crossref,Yes
"Role of large- and fine-scale variables in predicting catch rates of larval Pacific lamprey in the Willamette Basin, Oregon",Yes,No,crossref,Yes
Climate change and dryland wheat systems in the US Pacific Northwest,Yes,Yes,crossref,Yes
"Climate change, food security, and sustainable development: a study on community-based responses and adaptations in British Columbia, Canada",Yes,Maybe,crossref,Yes
"Impact of Climate Change on North Cascade Alpine Glaciers, and Alpine Runoff",Yes,Yes,crossref,Yes
The mountain forests of british columbia and the american northwest: Floristic patterns and syntaxonomy,Yes,No,crossref,Yes
Methods to assess between-system adaptations to climate change: Dryland wheat systems in the Pacific Northwest United States,Yes,No,crossref,Yes
Impacts of climate change on electric power supply in the Western United States,Yes,Yes,crossref,Yes
Quantifying the Extent of and Factors Associated with the Temporal Variability of Physical Stream Habitat in Headwater Streams in the Interior Columbia River Basin,Yes,Yes,crossref,Yes
A hierarchical approach to fisheries planning and modeling in the Columbia River Basin,Yes,NA,crossref,Yes
"A stochastic, compartmental model of the migration of juvenile anadromous salmonids in the Columbia River Basin",Yes,NA,crossref,Yes
A TWO-STAGE INFORMATION-THEORETIC APPROACH TO MODELING LANDSCAPE-LEVEL ATTRIBUTES AND MAXIMUM RECRUITMENT OF CHINOOK SALMON IN THE COLUMBIA RIVER BASIN,Yes,NA,crossref,Yes
"Assessing climate-change risks to cultural and natural resources in the Yakima River Basin, Washington, USA",Yes,NA,crossref,Yes
Carbon-14 dating of ground water in the Palouse Basin of the Columbia river basalts,Yes,NA,crossref,Yes
Comparison of Contemporary and Heritage Fish Consumption Rates in the Columbia River Basin,Maybe,NA,crossref,Maybe
Comparison of mainstem spawning habitats for two populations of fall chinook salmon in the Columbia River basin,Yes,NA,crossref,Yes
Comparison of SNPs and microsatellites for fine-scale application of genetic stock identification of Chinook salmon in the Columbia River Basin,Yes,NA,crossref,Yes
"Development of a Phenology Model for Predicting Western Cherry Fruit Fly, Rhagoletis indifferens Curran (Diptera: Tephritidae), Emergence in the Mid Columbia Area of the Western United States",Maybe,NA,crossref,Maybe
Distinguishing water conservation from water savings in the western USA,Maybe,NA,crossref,Maybe
Economic and biological analysis to aid system planning for salmon recovery in the Columbia River Basin,Yes,NA,crossref,Yes
Effects of land-cover changes on the hydrological response of interior Columbia River basin forested catchments,Yes,NA,crossref,Yes
Emerging Institutions for Bilateral Management of the Columbia River Basin,Yes,NA,crossref,Yes
Estimating ecological integrity in the interior Columbia River basin,Yes,NA,crossref,Yes
Evaluation of persistent hydrophobic organic compounds in the Columbia River Basin using semipermeable-membrane devices,Maybe,NA,crossref,Maybe
Extirpation and Tribal Reintroduction of Coho Salmon to the Interior Columbia River Basin,Yes,NA,crossref,Yes
From salmon to shad: Shifting sources of marine-derived nutrients in the Columbia River Basin,Yes,NA,crossref,Yes
"Generalized Regression Neural Network Based Approach as a New Tool for Predicting Total Dissolved Gas (TDG) Downstream of Spillways of Dams: a Case Study of Columbia River Basin Dams, USA",Yes,NA,crossref,Yes
"Landscape-level constraints on recruitment of chinook salmon (Oncorhynchus tshawytscha) in the Columbia River basin, USA",Yes,NA,crossref,Yes
"Linkages between hydrological drought, climate indices and human activities: a case study in the Columbia River basin",Yes,NA,crossref,Yes
Morphology and Aging Precision of Statoliths from Larvae of Columbia River Basin Lampreys,Maybe,NA,crossref,Maybe
Morphometric discrimination of early life stageLampetra tridentata andL. richardsoni (Petromyzonidae) from the Columbia River Basin,Maybe,NA,crossref,Maybe
Perturbation study of climate change impacts in a snow-fed river basin,NA,NA,crossref,NA
Population Structure of Columbia River Basin Chinook Salmon and Steelhead Trout,Maybe,NA,crossref,Maybe
"Projected climate change impacts on forest land cover and land use over the Willamette River Basin, Oregon, USA",Yes,NA,crossref,Yes
Projections of 21st century climate of the Columbia River Basin,Yes,NA,crossref,Yes
Reductions in Instream Wood in Streams near Roads in the Interior Columbia River Basin,Yes,NA,crossref,Yes
Restoration of degraded lands in the interior Columbia River basin: passive vs. active approaches,Yes,NA,crossref,Yes
Riparian Wetland Plant Response to Livestock Exclusion in the Lower Columbia River Basin,Maybe,NA,crossref,Maybe
The best available science for the management of anadromous salmonids in the Columbia River Basin,Yes,NA,crossref,Yes
The effects of increased stream temperatures on juvenile steelhead growth in the Yakima River Basin based on projected climate change scenarios,Yes,NA,crossref,Yes
