,authors,title,journal,language,type,keywords,keywords2 (assigned by web of science),abstract,year,doi,disciplines,wos_id,Assignment Round 1,Round 1: CRB headwaters?,Round 1: Topically appropriate?,Round 1: Include?,Round 1: Geographic scale,Round 1 Notes,Round 2: Assignment,Round 2: CRB headwaters?,Round 2: Topically appropriate?,Round 2: Include?,Round 2: Geographic scale,Round 2: Notes,Round 3: Assignment,Round 3: Mountainous CRB headwaters?,Round 3: Topically appropriate? ,Round 3: Include?,Round 3: Notes,Round 4: Assignment,Round 4: Mountainous CRB headwaters?,Round 4: Topically appropriate?,Round 4: Inlude?,Round 4: Notes,Mountainous quality questionable?
1204,"Gomez Ortiz, Antonio; Salvador Franch, Ferran; Schulte, Lothar; Sanjose Blasco, Jose Juan; Atkinson Gordo, Alan; Palacios Estremera, David","Morphodynamic evolution in recent deglaciated high mountain areas: The case of the Veleta Cirque, Sierra Nevada. Consequence of climate change?",SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,Spanish,Article,Degradation; Spain; rock glacier; dead ice; permafrost; Sierra Nevada subsidence,PERMAFROST,"Dead ice and alpine permafrost in the Veleta cirque are remnants of the environmental conditions during the Little Ice Age (15th to 19th century). Topographic control and thermal monitoring of the Veleta cirque rock glacier indicate the degradation of dead ice and discontinuous permafrost since 2001. This degradation triggers the subsidence of the overlying detritus cover. Snow cover, thawing water and propagation of external radiation are the main factors of the subsidence of the detritus and may be related to climate variability, especially to the global warming after the Little Ice Age.",2008,,Geography,WOS:000267809300024,Courtney,No,Yes,No,,"Spain, Sierra Nevada",Micah,No,Yes,No,,Spain,NA,,,,,Adrienne,No,Maybe,International,,
817,"Garcia-Jurado, Fatima; de Vicente, Inmaculada; Galotti, Andrea; Reul, Andreas; Jimenez-Gomez, Francisco; Guerrero, Francisco",Effect of Drought Conditions on Plankton Community and on Nutrient Availability in an Oligotrophic High Mountain Lake,ARCTIC ANTARCTIC AND ALPINE RESEARCH,English,Article,,NORTH-ATLANTIC OSCILLATION; WATER-LEVEL FLUCTUATIONS; SIERRA-NEVADA; SOLAR-RADIATION; ALPINE LAKE; PHYTOPLANKTON COMMUNITY; BIOMASS DISTRIBUTION; HEXARTHRA-BULGARICA; PLANT-COMMUNITIES; ALGAL CONTROL,"Natural water level fluctuations (WLFs) are an inherent characteristic of Mediterranean inland waters, which are projected to be amplified by global climate change. La Caldera (Sierra Nevada National Park, Spain) is an oligotrophic high mountain lake (3050 m a.s.l.) that has experienced large fluctuations in water volume (13-100%) during the past 20 years due to irregular annual precipitation patterns (371-1816 mm). Because of the lake's cold and dilute abiotic environment, it is likely susceptible to projected increases in global temperature and represents an ideal sentinel of global change. We analyze the effect of WLFs on water quality and on plankton community in La Caldera to better understand the potential effects of recurrent droughts (3 droughts in a 20-year period) on lake ecology. We have found significantly positive effects of WLFs on total phosphorus (TP) concentrations. There was extreme variability in TP concentrations during three recurrent droughts (1995, 1999, and 2005) reflecting sediment resuspension. However, the data also suggest that this was not the only source of phosphorus. Extremely high P-enriched atmospheric dust inputs could have maintained the abnormally high TP in-lake concentrations measured during 2005. The data indicate that recurrent droughts have reduced lake resistance to TP changes but have increased lake resistance to total nitrogen (TN) changes, which supports the idea that a P-enriched atmospheric dust inputs during 2005. An increase in dissolved inorganic nitrogen (DIN):TP mass ratio after 2005 was observed, revealing a higher ecosystem homeostasis of this ratio.",2012,10.1657/1938-4246-44.1.50,Environmental Sciences & Ecology; Physical Geography,WOS:000302271600006,Danny,No,No,No,Global/International,,NA,,,,,,Becky,No,Yes,No,"Sierra Nevada National Park, Spain",Adrienne,No,Maybe,International,spain,
900,"Moreira, Pedro L.; Diamantino, Jacinto L.; Conde, Jose C.; Martins, Filipe A. F.",Smooth snakes at an Iberian mountain isolate and the relationship with competing southern smooth snakes,HERPETOLOGICAL JOURNAL,English,Article,abundance; conservation; Coronella austriaca; Coronella girondica; distribution,CORONELLA-AUSTRIACA LAURENTI; ELEVATIONAL RANGE SHIFTS; CLIMATE-CHANGE; REPRODUCTION; EXTINCTIONS; POPULATION; ECOLOGY; ENGLAND; SYSTEMS; LIZARD,"Smooth snakes (Coronella austriaca) confined to cold-humid environments in Iberian high mountains may be threatened by the effects of climate warming, such as the expansion uphill of competing southern smooth snakes (C. girondica), but demographic studies allowing the assessment of population tendencies are lacking. Here, we determined the distributions and abundances of both species at Serra da Estrela based on records over 18 years (1993-2010). Smooth snakes comprised an isolated population at altitudes above 800 m. Abundances were highest above 1300 m, with densities of about one smooth snake per hectare above 1580 m. The distributions of the two species overlapped at altitudes of about 800-1600 m. We did not find any evidence for range shifts, or changes in smooth snake abundance over the past 18 years. Sex ratios were even, and high dietary specialization may contribute to the species' vulnerability. Efforts to conserve the smooth snake at Serra da Estrela should encompass studies aiming to improve knowledge of the species' demography, as well as continued monitoring to evaluate potential threats posed by climate warming. Our study may provide a baseline tool for future research on this poorly known snake.",2011,,Zoology,WOS:000297967100002,Danny,No,No,No,Ecosystem/Municipal,Iberian Pennisula,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,,
1002,"Chen, Yaning; Xu, Changchun; Chen, Yapeng; Li, Weihong; Liu, Jingshi","Response of glacial-lake outburst floods to climate change in the Yarkant River basin on northern slope of Karakoram Mountains, China",QUATERNARY INTERNATIONAL,English,Article,,MORAINE-DAMMED LAKES; BRITISH-COLUMBIA; SWISS ALPS; EXPANSION; DRAINAGE; HAZARDS; NEPAL,"Based on the glacial flood events and climate change in the Yarkant River basin during the past 50 years, the study investigated the long-term change of temperature and precipitation, the characteristics of glacial floods, the origin of sudden flood release, the suggested flood mechanism of glacial lakes and the relationship between glacial floods and climate change. Results showed that there was an obvious increase in the temperature of the basin since 1987. Specifically in the mountainous area, the significantly increasing temperature in the summer and autumn seasons accelerated the melting rate of glaciers and caused glacial-lake burst. Sudden flood release occurred frequently. The frequency of glacial-lake outburst floods was 0.4 times/a during the period 1959-1986 and increased to 0.7 times/a during 1997-2006. Peak discharge also increased. There were seven floods with peak discharge over 4000 m(3)/s from 1959-2006, and three occurred after 1997. The increasing frequency and magnitude of glacial outburst floods mirrored the effect of climate warming on glaciers. (C) 2010 Elsevier Ltd and INQUA. All rights reserved.",2010,10.1016/j.quaint.2010.01.003,Physical Geography; Geology,WOS:000283815300011,Danny,No,Maybe,No,Landscape/State-Province,China,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,,
1270,"Slaymaker, Av",Potential contribution of geomorphology to tropical mountain development: The case of the MANRECUR project,GEOMORPHOLOGY,English,Article,sustainable management; Ecuadorean Andes; panarchy; watershed response; scale,SEDIMENT YIELD; HIGHLAND ECUADOR; BRITISH-COLUMBIA; DRAINAGE-BASIN; CLIMATE-CHANGE; VULNERABILITY; LANDSCAPES; PATTERNS; IMPACTS; EROSION,"A comprehensive interdisciplinary study of a small Andean watershed in Ecuador [Poats, J.V, 2002. El Angel River Watershed Carchi, Ecuador. Disk 9 of 9. In: Himalayan Andean Collaborative Watershed Project, International Development Resource Centre, Ottawa] has produced practical recommendations for its sustainable management, with emphasis on new governance mechanisms. Comparatively little is said about questions of watershed stability in geomorphic terms, though water supply, sources and sinks are identified as crucially important. In this paper, three alternative frameworks, those of montology, less favoured area investment and panarchy, are examined. It is concluded that each of these frameworks, by insisting on a balance between socio-economic and biophysical analysis, does offer scope for the incorporation of geomorphic concepts though none of them demand explicit geomorphic content. The framework, which seems most flexible, is the panarchy metaphor [Holling, C.S., 2001. Understanding the complexity of economic, ecological and social systems. Ecosystems 4: 390-405.]. Not only does this framework insist on asking questions about the socio-economic and biophysical organisation of the watershed system, but it also leads to some arresting conclusions about the probable imminent collapse of watersheds under increasing population and land-use pressure. The panarchy metaphor identifies collapse and reorganisation as a common characteristic of socio-economic and biophysical systems. If this metaphor is even close to being accurate, the first issue in sustainable management of this small Andean watershed is how to ensure a ""creative"" collapse leading to a more sustainable system. A significant geomorphic contribution in this context would seem to include the identification of functioning hydro-geomorphic response units, connectivities and spatial-scale effects leading to more nuanced application of management strategies. (C) 2006 Elsevier B.V. All rights reserved.",2007,10.1016/j.geomorph.2006.06.044,Physical Geography; Geology,WOS:000251891700008,Meghan,Maybe,,No,,Need full text,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,Andes,
1285,"Chiarle, Marta; Iannotti, Sara; Mortara, Giovanni; Deline, Philip",Recent debris flow occurrences associated with glaciers in the Alps,GLOBAL AND PLANETARY CHANGE,English,Article,debris flow; glacial outburst floods; climate change; European Alps,BRITISH-COLUMBIA; SWISS ALPS; PERMAFROST; HAZARDS; LAKE,"Debris flows from glacier forefields, triggered by heavy rain or glacial outbursts, or clamming of streams by ice avalanches, pose hazards in Alpine valleys (e.g. the south side of Mount Blanc). Glacier-related debris flows are, in part, a consequence of general glacier retreat and the corresponding exposure of large quantities of unconsolidated, unvegetated, and sometimes ice-cored glacial sediments. This paper documents glacier-related debris flows at 17 sites in the Italian, French, and Swiss Alps, with a focus on the Italian northwest sector. For each case data are provided which describe the glacier and the instability. Three types of events have been recognized, based on antecedent meteorological conditions. Type 1 (9 documented debris flows) is triggered by intense and prolonged rainfall, causing water saturation of sediments and consequent failure of large sediment volumes (up to 800000 m 3). Type 2 (2 debris flows) is triggered by short rainstorms which may destabilize the glacier drainage system, with debris flow volumes up to 100000 m(3). Type 3 (6 debris flows) occurs during dry weather by glacial lake outbursts or ground/buried ice melting, with debris flow volumes up to 150000 m(3). A data base of historic cases is needed in order to advance process understanding and modelling, and thus improve hazard assessment. (C) 2007 Published by Elsevier B.V.",2007,10.1016/j.gloplacha.2006.07.003,Physical Geography; Geology,WOS:000245131500010,Meghan,No,Yes,No,,,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,europe,
1320,"Spoetl, Christoph; Mangini, Augusto","U/Th age constraints on the absence of ice in the central Inn Valley (eastern Alps, Austria) during Marine Isotope Stages 5c to 5a",QUATERNARY RESEARCH,English,Article,speleothem; U/Th dating; eastern Alps; wurm glacial; inn glacier,LAST INTERGLACIAL PERIOD; SEA-LEVEL; PALEOCLIMATE IMPLICATIONS; STALAGMITE RECORD; ALPINE FORELAND; GLACIAL MAXIMUM; CENTRAL-EUROPE; CLIMATE-CHANGE; TEMPERATURE; GROWTH,"Calcitic flowstones are present in fractures of a Pleistocene breccia near Innsbruck, Austria, and record periods of carbonate precipitation in the unsaturated zone between 101,500 +/- 1500 and 70,300 +/- 1800 yr, constrained by U-series disequilibrium dates. The occurrence of these speleothems, their low carbon isotopic composition, and the lack of infiltrated silicielastic material demonstrate that the central Inn valley - which harbored one of the most extensive valley glaciers during the last glacial maximum - was ice-free during Marine Isotope Stages 5c to 5a. Climatically warm periods are separated by distinct drops in the oxygen isotopic composition of the speleothem calcite, attributed to strong and possibly seasonally biased atmospheric cooling. During these intervening stadials, which mirror those identified in the Greenland ice cores and marine sea-surface temperature records, calcite deposition apparently came to a halt, but the Inn Valley remained ice-free. The youngest calcite layer formed between similar to 74,000 and similar to 70,000 yr and places a maximum age limit on the likely expansion of alpine glaciers during the Marine Isotope Stage 54 transition, consistent with other speteothem records. (c) 2006 University of Washington. All rights reserved.",2006,10.1016/j.yqres.2006.03.002,Physical Geography; Geology,WOS:000238690400015,Meghan,No,Yes,No,,,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,,
1343,"Ceballos, Jorge Luis; Euscategui, Christian; Ramirez, Jair; Canon, Marcela; Huggel, Christian; Haeberli, Wilfried; Machguth, Horst",Fast shrinkage of tropical glaciers in Colombia,"ANNALS OF GLACIOLOGY, VOL 43, 2006",English,Proceedings Paper,,CORDILLERA BLANCA; CLIMATE-CHANGE; BOLIVIA; ANDES; 16-DEGREES-S; 20TH-CENTURY; CHACALTAYA,"As a consequence of ongoing atmospheric temperature rise, tropical glaciers belong to the unique and threatened ecosystems on Earth, as defined by the Intergovernmental Panel on Climate Change (Houghton and others, 2001). Worldwide glacier monitoring, especially as part of the Global Climate Observing System (GCOS), includes the systematic collection of data on such perennial surface ice masses. Several peaks in the sierras of Colombia have lost their glacier cover during recent decades. Today, high-altitude glaciers still exist in Sierra Nevada de Santa Marta, in Sierra Nevada del Cocuy and on the volcanoes of Nevados del Ruiz, de Santa Isabel, del Tolima and del Huila. Comparison of reconstructions of maximum glacier area extent during the Little Ice Age with more recent information from aerial photographs and satellite images clearly documents a fast-shrinking tendency and potential disappearance of the remaining glaciers within the next few decades. In the past 50 years, Colombian glaciers have lost 50% or more of their area. Glacier shrinkage has continued to be strong in the last 15 years, with a loss of 10-50% of the glacier area. The relationship between fast glacier retreat and local, regional and global climate change is now being investigated. Preliminary analyses indicate that the temperature rise of roughly 1 degrees C in the last 30 years recorded at high-altitude meteorological stations exerts a primary control on glacier retreat. The investigations on the Colombian glaciers thus corroborate earlier findings concerning the high sensitivity of glaciers in the wet inner tropics to temperature rise. To improve understanding of fast glacier retreat in Colombia, a modern monitoring network has been established according to the multilevel strategy of the Global Terrestrial Network for Glaciers (GTN-G) within GCOS. The observations are also contributions to continued assessments of hazards from the glacier-covered volcanoes and to integrated global change research in mountain biosphere reserves.",2006,10.3189/172756406781812429,Geology,WOS:000245520800028,Meghan,No,Yes,No,,,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,Colombia,
1408,"Hodar, JA; Zamora, R","Herbivory and climatic warming: a Mediterranean outbreaking caterpillar attacks a relict, boreal pine species",BIODIVERSITY AND CONSERVATION,English,Article,climatic warming; herbivory; Mediterranean mountains; outbreaks; plant-insect interactions; range limits,THAUMETOPOEA-PITYOCAMPA DEN; ELEVATED ATMOSPHERIC CO2; SCOTS PINE; TEMPERATURE; RESPONSES; INSECTS; LEPIDOPTERA; PHENOLOGY; FORESTS; IMPACTS,"Climate change can harm many species by disrupting existing interactions or by favouring new ones. This study analyses the foreseeable consequences of climatic warming in the distribution and dynamics of a Mediterranean pest that causes severe defoliation, the pine processionary caterpillar Thaumetopoea pityocampa, and the effects upon the relict Andalusian Scots pine Pinus sylvestris nevadensis in the Sierra Nevada mountains (southeastern Spain). We correlated a set of regional data of infestation by T. pityocampa upon Scots pine, from a broad ecological gradient, with climatic data for the period 1991-2001, characterized by alternating warm and cold winters. Defoliation intensity shows a significant association with previous warm winters, implying that climatic warming will intensify the interaction between the pest and the Scots pine. The homogeneous structure of the afforested pine woodlands favours the outbreak capacity of the newcomer, promoting this new interaction between a Mediterranean caterpillar pest and a boreal tree at its southern distribution limit.",2004,10.1023/B:BIOC.0000009495.95589.a7,Biodiversity & Conservation; Environmental Sciences & Ecology,WOS:000187427000002,Meghan,No,Maybe,No,,,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,Spain,
240,"Nascimbene, Juri; Marini, Lorenzo",Epiphytic lichen diversity along elevational gradients: biological traits reveal a complex response to water and energy,JOURNAL OF BIOGEOGRAPHY,English,Article,Alpine spruce forests; climate change; elevational diversity gradient; energy; forest structure; Italy; lichen growth form; photobiont type; species richness; trait selection,PLANT-SPECIES RICHNESS; BRITISH-COLUMBIA; FUNCTIONAL TRAITS; CLIMATE-CHANGE; FOREST; PATTERNS; TEMPERATURE; RELATIVITY; INDICATOR; DYNAMICS,"AimPatterns of epiphytic lichen diversity along elevational gradients covering the range of Norway spruce forests were analysed. The roles of water and energy variables in shaping the observed species-elevation relationship were tested, as well as how growth form and photobiont type distribution varied along the gradient. LocationSouth Tyrol, northern Italy. MethodsEight sites were selected spanning the elevational range of spruce forests (900-1900m a.s.l.) and the regional rainfall gradient. At each site, a pair of forest stands (one mature even-aged and one multilayered) was selected at three elevation steps. Epiphytic lichens were surveyed according to European guidelines for lichen diversity monitoring. Explanatory variables indicative of both forest structure and climate were included in the models. ResultsA positive relationship was found between number of species and elevation. This reflected the physiological response of epiphytic lichens to the main climatic factors, trait selection being the mechanism that determined the response at community level. Nonlinear species-temperature and trait-temperature relationships predicted that major changes may be expected in the intermediate part of the gradient. Lichens with a Trentepohlia algal partner were more frequent at lower elevations and proved to be sensitive to environmental factors indicative of forest structure. Lichen growth forms had contrasting patterns related to temperature, crustose species richness being enhanced by increasing values, and alectorioid and foliose lichens by decreasing values. Alectorioid lichens were also negatively influenced by rainfall. Main conclusionsIn a climate change scenario, lichen diversity in alpine regions will probably not benefit from an increase in air temperature in the same way as flowering plants. Monitoring variations in the proportions of growth form and photobiont type may represent a tool for detecting the effects of climate change on lichen species.",2015,10.1111/jbi.12493,Environmental Sciences & Ecology; Physical Geography,WOS:000356674300004,Micah,No,No,No,,Italy,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,,
370,"Borga, Marco; Stoffel, Markus; Marchi, Lorenzo; Marra, Francesco; Jakob, Matthias",Hydrogeomorphic response to extreme rainfall in headwater systems: Flash floods and debris flows,JOURNAL OF HYDROLOGY,English,Article,Flash flood; Debris flows; Early warning systems; Flood risk management; Climate change; Hydrogeomorphology,INTENSITY-DURATION THRESHOLDS; CLIMATE-CHANGE; UNITED-STATES; SWISS ALPS; LANDSLIDE INITIATION; SHALLOW LANDSLIDES; WEATHER CONDITIONS; UPLAND CATCHMENTS; BRITISH-COLUMBIA; UNGAUGED BASINS,"Flash floods and debris flows develop at space and time scales that conventional observation systems for rainfall, streamflow and sediment discharge are not able to monitor. Consequently, the atmospheric, hydrological and geomorphic controls on these hydrogeomorphic processes are poorly understood, leading to highly uncertain warning and risk management. On the other hand, remote sensing of precipitation and numerical weather predictions have become the basis of several flood forecasting systems, enabling increasingly accurate detection of hazardous events. The objective of this paper is to provide a review on current European and international research on early warning systems for flash floods and debris flows. We expand upon these themes by identifying: (a) the state of the art; (b) knowledge gaps; and (c) suggested research directions to advance warning capabilities for extreme hydrogeomorphic processes. We also suggest three areas in which advancements in science will have immediate and important practical consequence, namely development of rainfall estimation and nowcasting schemes suited to the specific space-time scales, consolidating physical, engineering and social datasets of flash floods and debris-flows, integration of methods for multiple hydrogeomorphic hazard warning. (C) 2014 Elsevier B.V. All rights reserved.",2014,10.1016/j.jhydrol.2014.05.022,Engineering; Geology; Water Resources,WOS:000343623700004,Micah,No,Yes,No,Global/International,Europe/Global review,NA,,,,,,NA,,,,,Adrienne,No,Maybe,International,,
36,"Alvarenga, L. A.; de Mello, C. R.; Colombo, A.; Cuartas, L. A.; Bowling, L. C.",Assessment of land cover change on the hydrology of a Brazilian head-water watershed using the Distributed Hydrology-Soil-Vegetation Model,CATENA,English,Article,Atlantic Forest; DHSVM; Headwater regions; Land-use; Hydrologic components,GRANDE RIVER-BASIN; ATLANTIC FOREST; SPATIAL CONTINUITY; CLIMATE-CHANGE; MG; WASHINGTON; ATTRIBUTES; SIMULATION; PREDICTION; CATCHMENT,"The Atlantic Forest is one of the most important forest biomes in Brazil, and this biome continues to disappear. This study looked at simulated and observed hydrological components in a small watershed containing fragments of the Atlantic Forest. The performance of the Distributed Hydrology Soil Vegetation Model (DHSVM) and the effects of possible land cover change scenarios in the Lavrinha Watershed, in the Mantiqueira Range, Minas Gerais State, Brazil, were analyzed. The model was calibrated and validated using four years of continuous hydro-climate data sets, and the simulated daily and monthly streamflow showed acceptable agreement with the observed. A comparison of hypothetical land cover change scenarios showed that deforestation in the Atlantic Forest biome leads to increases in monthly soil moisture (by 5%), overland flow (by 33%) and total runoff (by 22%), with a corresponding decrease in interception (by 71%), evapotranspiration (by 30%) and water table depth (by 10%). These changes in land surface hydrology resulted in an increase in daily high and low streamflows (by 17% and 25%), with the opposite occurring when pasture was converted to Atlantic Forest. The results also show that the hydrology of a headwater tropical watershed is characterized by seasonal variability in rainfall and land cover changes and that there are connections among the topography, land cover, soil types and wet and dry seasons that maintain the spatial distribution of the hydrologic components in the watershed. (C) 2016 Elsevier B.V. All rights reserved.",2016,10.1016/j.catena.2016.04.001,Geology; Agriculture; Water Resources,WOS:000376800800002,Paris,No,Yes,No,,Brazil,Adrienne,No,Maybe,No,,,NA,,,,,Adrienne,No,Maybe,International,,
54,"Micheletti, Natan; Lane, Stuart N.","Water yield and sediment export in small, partially glaciated Alpine watersheds in a warming climate",WATER RESOURCES RESEARCH,English,Article,water yield; sediment export; climate change; sediment connectivity; hydroelectric power infrastructures; archival photogrammetry,BRITISH-COLUMBIA; EUROPEAN ALPS; MASS-BALANCE; FAGGE RIVER; GRAVEL-BED; GLACIER; CONNECTIVITY; MOUNTAINS; DISCHARGE; SYSTEMS,"Climate change is expected to modify the hydrological and geomorphological dynamics of mountain watersheds significantly, so impacting on downstream water yield and sediment supply. However, such watersheds are often poorly instrumented, making it difficult to link recent and rapid climate change to landscape response. Here we combine unique records of river flow and sediment export, with historical archival imagery to test the hypothesis that climate warming has substantially increased both water yield and sediment export from small Alpine watersheds (<3 km(2)) characterized by small (<0.5 km(2) surface) glaciers. To examine ice and landform response to climate change, we apply archival digital photogrammetry to historical aerial imagery available from 1967 to present. We use the resulting data on ice loss, in combination with reliable records of stream flow from hydroelectric power intakes and climate data to approximate a water budget and to determine the evolution of different contributions to river flow. We use the stream flow records to estimate volumetric sediment transport capacity and compare this with the volumes of sand and gravel exported from the watersheds, quantified from records of intake flushing. The data show clearly that climate forcing since the early 1980s has been accompanied by a net increase in both water yield and sediment transport capacity, and we attribute these as signals of reduced snow accumulation and glacier recession. However, sediment export has not responded in the same way and we attribute this to limits on sediment delivery to streams because of poor rockwall-hillslope-channel connectivity. However, we do find that extreme climate conditions can be seen in sediment export data suggesting that these, rather than mean climate warming, may dominate watershed response.",2016,10.1002/2016WR018774,Environmental Sciences & Ecology; Marine & Freshwater Biology; Water Resources,WOS:000380100200038,Paris,No,Yes,No,,Switzerland,NA,,,,,,Adrienne,No,Yes,No,Switzerland,Adrienne,No,Yes,International,,
