reviewer,title,paper_id,inclusion_IAM,extent,location,biome,discipline,concerns,notes1,notes2,projected,observed,new_data,huc6,topic
pe,an innovative aerial assessment of greater yellowstone ecosystem mountain pine beetle-caused whitebark pine mortality.,677,impacts,25000 - 40000 km2,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,no,yes,"0401, 0402","temperature, pests and disease, wildfire, forest ecology, management"
mf,snowpack regimes of the western united states.,678,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, water quantity"
DH,Testing the recent snow drought as an analog for climate warming sensitivity of Cascades snowpacks,68,impacts,40000 km2 - PNW,Oregon,"alpine/tundra, forest: temperate","meteorology and climatology, hydrology",NA,NA,NA,no,yes,no,"0703, 0900","temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, forest ecology, agriculture, community resilience, management"
pe,regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous western united states.,680,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, mathematics, wildfire, policy, management, carbon cycle, natural disasters"
mf,drought-triggered western spruce budworm outbreaks in the interior pacific northwest: a multi-century dendrochronological record.,683,impacts,1500 - 2500 km2,na/not appropriate for point data,forest: temperate,"forestry, biology/ecology",NA,NA,NA,no,no,yes,"0102, 0502, 0601, 0602, 0603, 0701, 0702","temperature, precipitation, water quantity, pests and disease, forest ecology, dendrochronology"
pe,a simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,686,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,yes,no,no,"kooteney, okanagan, columbia, 0101, 0102, 0103, 0604, 0602, 0401, 0402","temperature, precipitation, snow, water quantity, forest ecology, management"
pe,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks,687,impacts,western us,na/not appropriate for point data,forest: temperate,forestry,NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, pests and disease, wildfire, forest ecology, policy"
pe,which tree species and biome types are most vulnerable to climate change in the us northern rocky mountains?,688,impacts,40000 km2 - PNW,na/not appropriate for point data,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert",biology/ecology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0401, 0602","temperature, precipitation, species range shifts, forest ecology"
pe,climate contributors to forest mosaics: ecological persistence following wildfire.,689,impacts,25000 - 40000 km2,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,no,no,"0102, 0200","temperature, precipitation, wildfire, forest ecology, management"
DH,Microclimate predicts within-season distribution dynamics of montane forest birds,69,impacts,1 - 100 km2,"44.2122158,-122.2574345",forest: temperate,biology/ecology,NA,NA,NA,no,no,yes,0900,"temperature, water quality, terrestrial wildlife, species range shifts, wildfire, forest ecology, attitudes and beliefs"
mf,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,impacts,1 - 100 km2,"kamloops bc; 50.7418883,-122.5399473",forest: temperate,biology/ecology,NA,NA,NA,yes,no,yes,okanagan,"temperature, precipitation, forest ecology, dendrochronology, carbon cycle, biogeochemistry, policy"
pe,influence of winter season climate variability on snow-precipitation ratio in the western united states.,695,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),"meteorology and climatology, hydrology",NA,NA,NA,yes,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, streamflow/stream forecasting, water quantity"
pe,how will climate change affect wildland fire severity in the western us?,696,impacts,western us,this study includes a case study map with more than 5 study locations over large extent,forest: temperate,"meteorology and climatology, forestry",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, water quantity, wildfire, forest ecology, soils, policy, management"
pe,area burned in alpine treeline ecotones reflects region-wide trends.,697,impacts,western us,na/not appropriate for point data,"alpine/tundra, forest: temperate",forestry,NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, terrestrial wildlife, wildfire, soils, management"
cc,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,impacts,40000 km2 - PNW,"glacier and mount revelstoke national parks; 51.262696, -117.131389",forest: temperate,forestry,NA,NA,NA,no,no,yes,"kooteney, okanagan, columbia","temperature, precipitation, snow, glaciers, dendrochronology, mathematics, species range shifts, forest ecology, management"
pe,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,impacts,western us,"43.7282764,-110.8595467; 50.2945674,-117.3881363; 52.1816789,-118.210627; 43.7930706,-110.9581532",forest: temperate,forestry,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","snow, water quantity, pests and disease, species range shifts, forest ecology, management"
AM,Relative Abundance and Functional Role of Whitebark Pine at Treeline in the Northern Rocky Mountains,7,impacts,40000 km2 - PNW,"51.2056255,-116.0829526","alpine/tundra, forest: temperate",biology/ecology,NA,NA,NA,no,no,yes,"0102, kooteney","species range shifts, forest ecology, pests and disease"
AM,A NEW METHOD COMPARING SNOWMELT TIMING WITH ANNUAL AREA BURNED,70,impacts,40000 km2 - PNW,"45.2822236,-112.5880012",forest: temperate,biology/ecology,NA,NA,NA,no,no,no,"0401, 0402, 0603, 0102, 0103, 0602","temperature, snow, streamflow/stream forecasting, terrestrial wildlife, wildfire, forest ecology"
pe,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,impacts,1 - 100 km2,this study includes a case study map with more than 5 study locations over large extent,forest: temperate,forestry,NA,NA,NA,no,no,yes,0200,"temperature, snow, water quantity, timber production/silviculture, forest ecology, soils"
pe,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,702,adaptation,40000 km2 - PNW,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),policy or management,NA,NA,NA,no,no,yes,"0101, 0102, 0103, 0401, 0603","terrestrial wildlife, forest ecology, community resilience, attitudes and beliefs, management"
sh,montane meadows as indicators of environmental change.,705,impacts,1500 - 2500 km2,"44.1588059,-112.0295603; 44.9380613,-111.1646504",alpine/tundra,biology/ecology,NA,NA,NA,no,yes,yes,0401,"temperature, precipitation, water quantity, terrestrial wildlife, species range shifts, entomology, management"
pe,taking the pulse of mountains: ecosystem responses to climatic variability.,707,impacts,40000 km2 - PNW,"north cascades national park; 48.7718174,-121.2984648; glacier national park; 48.6587828,-114.4076579",forest: temperate,biology/ecology,NA,NA,NA,yes,no,no,"0102, 0200, kooteney","temperature, precipitation, snow, glaciers, climate oscillations, streamflow/stream forecasting, wildfire, forest ecology, dendrochronology, management"
DH,The relative influences of climate and competition on tree growth along montane ecotones in the Rocky Mountains,71,impacts,western us,"45.8076973,-113.9477221",forest: temperate,forestry,NA,NA,NA,no,no,yes,0102,"temperature, precipitation, species range shifts, timber production/silviculture, forest ecology, dendrochronology, management, water quantity"
pe,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,impacts,1 - 100 km2,"american falls idaho; 42.7845339,-113.4170303; idaho falls; 43.4928072,-112.1037468","grassland: temperate, desert: semi-arid desert",biology/ecology,NA,NA,NA,no,yes,no,0402,"temperature, precipitation, snow, climate oscillations, species range shifts, wildfire, soils, management"
pe,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,impacts,1 - 100 km2,"nyack floodplain; 48.452845, -113.805325","freshwater: wetlands, freshwater: streams and rivers",biology/ecology,NA,NA,NA,no,yes,no,0102,"climate oscillations, streamflow/stream forecasting, river geomorphology and restoration, groundwater, aquatic habitat"
pe,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,impacts,1500 - 2500 km2,na/not appropriate for point data,"grassland: temperate, forest: temperate",biology/ecology,NA,NA,NA,no,no,yes,0401,"temperature, snow, terrestrial wildlife, species range shifts"
mf,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",713,impacts,40000 km2 - PNW,this study includes a case study map with more than 5 study locations over large extent,forest: temperate,biology/ecology,NA,NA,NA,no,no,yes,"0101, 0102, 0103, 0501, 0602, 0603","temperature, precipitation, snow, climate oscillations, wildfire"
pe,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",714,impacts,40000 km2 - PNW,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,yes,no,"0102, 0101, 0102, 0103, 0603, 0601, 0602, 0502, 0501, 0401, 0402","temperature, precipitation, snow, climate oscillations, wildfire, forest ecology"
pe,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,715,impacts,100 - 1500 km2,"canyon county idaho; 43.5854003,-117.0331678; ada county idaho; 3.4600104,-116.5243294","grassland: temperate, desert: semi-arid desert",biology/ecology,NA,NA,NA,no,yes,yes,0501,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts"
pe,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,716,impacts,25000 - 40000 km2,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,yes,no,"0401, 0402","temperature, pests and disease, species range shifts, entomology, forest ecology, management"
pe,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,impacts,pacific northwest,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,no,no,"kooteney, okanagan, columbia","pests and disease, entomology, forest ecology, management, mathematics"
pe,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",718,mitigation,western us,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,no,yes,"0103, 0502, 0601, 0603, 0900","wildfire, timber production/silviculture, forest ecology, management, carbon cycle, carbon cycle"
pe,gradient-based habitat affinities predict species vulnerability to drought.,719,impacts,100 - 1500 km2,"yellowstone national park; 44.584418,-111.0758737",grassland: temperate,biology/ecology,NA,NA,NA,no,no,yes,"0401, 0402","temperature, precipitation, species range shifts, entomology, aquatic habitat"
AM,"Assessing the potential for pocket agriculture in mountainous regions: A case study in West Kootenay, British Columbia, Canada",72,adaptation,1500 - 25000 km2,"49.7666711,-117.4766163",forest: temperate,agriculture,NA,NA,NA,NA,NA,no,kooteney,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, agriculture, community resilience, attitudes and beliefs, soils, policy, management"
pe,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,720,impacts,100 - 1500 km2,na/not appropriate for point data,"alpine/tundra, forest: temperate",meteorology and climatology,NA,NA,NA,no,yes,no,"0402, 0602","temperature, precipitation, snow, water quantity, mathematics"
mf,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,mitigation,western us,na/not appropriate for point data,forest: temperate,forestry,NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","timber production/silviculture, forest ecology, soils, management, carbon cycle, carbon cycle"
pe,why land planners and water managers don't talk to one another and why they should!,722,adaptation,100 - 1500 km2,"portland, or; 45.5423657,-122.9345683",n/a (not biome specific or all biomes - see codebook),policy or management,NA,NA,NA,no,no,yes,0900,"water quality, water quantity, community resilience, attitudes and beliefs, management, land use/land cover"
pe,hydrothermal assessment of temporal variability in seedbed microclimate.,725,impacts,100 - 1500 km2,na/not appropriate for point data,grassland: temperate,biology/ecology,NA,NA,NA,no,no,yes,0501,"temperature, precipitation, water quantity, species invasion, soils, management"
pe,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa",726,impacts,1500 - 2500 km2,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,yes,no,0200,"temperature, precipitation, wildfire, timber production/silviculture, forest ecology, management"
am,lilies at the limit: variation in plant-pollinator interactions across an elevational range.,729,impacts,point,"mount rainier; 46.8600211,-121.8553511",alpine/tundra,"biology/ecology, ecology",no site map.,NA,NA,no,no,yes,0800,"species range shifts, botany, botany"
CMC,"Verbenone Decreases Whitebark Pine Mortality Throughout a Mountain Pine Beetle Outbreak
",73,adaptation,point,"44.288, -114.373",forest: temperate,forestry,Checked adaptation because they were testing how trees responded to being sprayed with verberone,Nice lit review of the significant of White Pine in mountainous areas,NA,NA,NA,no,0602,"temperature, precipitation, pests and disease, timber production/silviculture, management, forest ecology"
am,climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,730,impacts,1500 - 2500 km2,"yellowstone national park; 44.584418,-111.0758737","grassland: temperate, forest: temperate","meteorology and climatology, forestry",NA,NA,NA,yes,yes,no,0401,"wildfire, forest ecology, carbon cycle, carbon cycle"
cc,"changes in glacier and alpine runoff in the north cascade range, washington, usa 1985-1993.",732,impacts,1500 - 2500 km2,"north cascades np; 48.435054, -120.991642","alpine/tundra, freshwater: streams and rivers",hydrology,mostly out of basin since it is north cascades,NA,NA,no,yes,no,0200,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quantity, management"
pe,future climate in the yellowstone national park region and its potential impact on vegetation.,733,impacts,1500 - 2500 km2,na/not appropriate for point data,"alpine/tundra, grassland: temperate, forest: temperate",biology/ecology,NA,NA,NA,yes,no,no,0401,"temperature, precipitation, water quantity, species invasion, species range shifts, wildfire, forest ecology, management"
am,model analysis of mountain pine beetle (coleoptera: scolytidae) seasonality.,735,impacts,pacific northwest,"sawtooth national recreation area; 44.1274464,-122.8263493",forest: temperate,"biology/ecology, ecology",NA,NA,NA,yes,no,no,"0402, 0602","temperature, pests and disease, forest ecology"
am,physiology on a landscape scale: plant-animal interactions.,737,impacts,100 - 1500 km2,"yellowstone national park; 44.584418,-111.0758737","alpine/tundra, grassland: temperate, forest: temperate","biology/ecology, ecology",NA,NA,NA,yes,no,no,0401,"temperature, precipitation, terrestrial wildlife, species range shifts, forest ecology"
am,quantifying relationships between bird and butterfly community shifts and environmental change.,739,impacts,25000 - 40000 km2,"yellowstone national park; 44.584418,-111.0758737","grassland: temperate, forest: temperate",biology/ecology,NA,NA,NA,no,no,yes,0401,"precipitation, snow, water quantity, terrestrial wildlife, species range shifts, entomology"
AM,The Importance of Biologically Relevant Microclimates in Habitat Suitability Assessments,74,impacts,1 - 100 km2,"45.6969, -121.6528","forest: temperate, alpine tundra",biology/ecology,NA,NA,NA,no,no,yes,0701,"temperature, precipitation, snow, terrestrial wildlife, species range shifts"
am,carbon storage on landscapes with stand-replacing fires.,740,mitigation,100 - 1500 km2,"yellowstone national park; 44.584418,-111.0758737",forest: temperate,biology/ecology,NA,NA,NA,no,no,no,0401,"wildfire, forest ecology, carbon cycle, carbon cycle"
mf,hydrologic regime and herbivory stabilize an alternative state in yellowstone national park.,741,impacts,1500 - 2500 km2,"yellowstone national park; 44.584418,-111.0758737","grassland: temperate, forest: temperate, freshwater: ponds and lakes, freshwater: wetlands, freshwater: streams and rivers",biology/ecology,NA,NA,NA,no,yes,yes,0401,"temperature, river geomorphology and restoration, aquatic habitat, terrestrial wildlife, species range shifts, forest ecology, management"
am,recent changes in glacier area and volume within the southern canadian cordillera.,742,impacts,25000 - 40000 km2,"this study includes a case study map with more than 5 study locations over large extent, rocky and columbia mountains canada;",alpine/tundra,glaciology,NA,NA,NA,no,yes,no,"kooteney, columbia","temperature, precipitation, snow, glaciers"
mf,declining summer flows of rocky mountain rivers: changing seasonal hydrology and probable impacts on floodplain forests.,746,impacts,pacific northwest,this study includes a case study map with more than 5 study locations over large extent,n/a (not biome specific or all biomes - see codebook),"hydrology, biology/ecology",NA,NA,NA,yes,yes,no,"0101, 0102, kooteney","temperature, precipitation, snow, streamflow/stream forecasting, timber production/silviculture, aquatic habitat, forest ecology"
am,"postfire changes in forest carbon storage over a 300-year chronosequence of <i xmlns=""http://www.w3.org/1999/xhtml"">pinus contorta</i>-dominated forests.",749,mitigation,1500 - 2500 km2,"44.2489581,-110.6561608",forest: temperate,biology/ecology,NA,NA,"""climate-change-induced increases in fire will almost certainly lower ecosystem c""",no,no,yes,"0401, 0402","pests and disease, wildfire, forest ecology, carbon cycle"
AM,Large carbon release legacy from bark beetle outbreaks across Western United States,75,impacts,western us,Western United States,forest: temperate,forestry,"Considered putting this as a mitigation paper, though I think it's still impacts.",NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, water quantity, species invasion, pests and disease, species range shifts, timber production/silviculture, forest ecology, management, carbon cycle"
am,"rural nevada and climate change: vulnerability, beliefs, and risk perception.",752,adaptation,40000 km2 - PNW,"elko county nevada; 41.6718461,-115.5212878",n/a (not biome specific or all biomes - see codebook),anthropology/sociology,covers state of nevada - barely in crb.,NA,NA,no,no,yes,0501,"temperature, precipitation, water quantity, community resilience, attitudes and beliefs, policy"
am,"climate change perception, observation and policy support in rural nevada: a comparative analysis of native americans, non-native ranchers and farmers and mainstream america.",753,adaptation,40000 km2 - PNW,"duck valley reservation; 42.0058054,-116.3855442",n/a (not biome specific or all biomes - see codebook),"anthropology/sociology, policy or management",NA,NA,NA,no,no,yes,0501,"temperature, precipitation, agriculture, community resilience, attitudes and beliefs, policy, recreation, drought, economics"
am,spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks.,754,impacts,1500 - 2500 km2,"yellowstone; 44.2489581,-110.7874817",forest: temperate,biology/ecology,NA,NA,NA,no,no,no,0401,"temperature, pests and disease, wildfire, forest ecology"
sh,"disturbance, equilibrium, and environmental variability: what is 'natural' vegetation in a changing environment?",756,impacts,1500 - 2500 km2,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,no,no,0402,"climate oscillations, species invasion, species range shifts, wildfire, forest ecology, attitudes and beliefs, management"
am,sensitivity of juvenile salmonid growth to future climate trends,759,impacts,25000 - 40000 km2,"santiam river; 44.7671863,-122.977494; north fork clearwater; 46.7263021,-115.2680068; salmon river; 45.7436591,-116.3350538; snake river; 46.0037281,-116.9276288",freshwater: streams and rivers,"biology/ecology, ecology",had to estimate locations from site map.,NA,NA,yes,no,no,"0601, 0602, 0603, 0900","temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat"
sh,human and climate impacts on columbia river hydrology and salmonids,760,impacts,pacific northwest,na/not appropriate for point data,freshwater: streams and rivers,hydrology,NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management"
am,timing of redd construction by fall chinook salmon in the hanford reach of the columbia river,761,impacts,1 - 100 km2,"hanford reach; 46.285135,-119.3758819",freshwater: streams and rivers,"biology/ecology, ecology",NA,NA,NA,no,yes,no,0200,"temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, mathematics"
am,willamette river basin surface water isoscape (��18o and ��2h): temporal changes of source water within the river,763,impacts,25000 - 40000 km2,"willamette basin; 44.3820941,-123.2040012",n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,no,no,yes,0900,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity"
am,"discontinuous headwater stream networks with stable flowheads, salmon river basin, idaho",764,impacts,1 - 100 km2,"frank church wilderness of no return; 44.664847, -114.420281",forest: temperate,hydrology,not sure whether extent should be the sum of four subwatersheds (~50km2) or the entire big creek ws (1540 km2). climate change connection is tenuous.,NA,NA,no,no,yes,0602,"streamflow/stream forecasting, river geomorphology and restoration, water quantity, groundwater, other"
AM,Effects of temperature and precipitation on snowpack variability in the Central Rocky Mountains as a function of elevation,77,impacts,40000 km2 - PNW,"48.968258,-116.2385066",forest: temperate,meteorology and climatology,NA,NA,Find that temperature controls snowpack at lower elevations; precip controls snowpack at higher elevations.,no,no,no,"0101, 0102, 0103","temperature, precipitation, snow, groundwater, water quantity, soils"
am,"distinguishing human and climate influences on hydrological disturbance processes in the columbia river, usa",772,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, climate oscillations, streamflow/stream forecasting, river geomorphology and restoration, water quantity, other"
am,distinguishing human and climate influences on the columbia river: changes in mean flow and sediment transport,773,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, climate oscillations, streamflow/stream forecasting, river geomorphology and restoration, water quantity"
mf,"reconstructions of columbia river streamflow from tree-ring chronologies in the pacific northwest, usa",774,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),"hydrology, forestry",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, climate oscillations, streamflow/stream forecasting, forest ecology, dendrochronology"
am,petrophysical and geochemical properties of columbia river flood basalt: implications for carbon sequestration,775,mitigation,point,"wallula borehole; 46.074195, -118.887904",grassland: temperate,"geology, environmental chemistry and toxicology",NA,NA,NA,no,no,yes,0701,"carbon cycle, carbon cycle"
pe,evolutionary responses by native species to major anthropogenic changes to their ecosystems: pacific salmon in the columbia river hydropower system,777,impacts,pacific northwest,na/not appropriate for point data,freshwater: streams and rivers,policy or management,NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","streamflow/stream forecasting, river geomorphology and restoration, salmon/anadromous fish, water quality, water quantity, aquatic habitat, management, alternative energy"
am,"stream temperature regimes and the distribution of the rocky mountain tailed frog at its northern range limit, southeastern british columbia",779,impacts,1500 - 2500 km2,"flathead river; 49.1314331,-114.5112932; yahk river; 49.0118251,-115.6967832",freshwater: streams and rivers,"biology/ecology, ecology",NA,NA,NA,no,no,yes,"0102, kooteney","temperature, streamflow/stream forecasting, water quality, aquatic habitat, species range shifts, amphibians"
DH,Relative effects of climate change and wildfires on stream temperatures: a simulation modeling approach in a Rocky Mountain watershed,78,impacts,100 - 1500 km2,"45.8076963,-113.9564769","forest: temperate, freshwater: streams and rivers",forestry,NA,NA,NA,yes,no,no,0102,"temperature, precipitation, snow, water quality, water quantity, wildfire, forest ecology, community resilience, soils, policy, management, river geomorphology and restoration, salmon/anadromous fish, aquatic habitat, non-anadromous fish, aquatic habitat"
am,a columbia river basalt group aquifer in sustained drought: insight from geophysical methods,780,impacts,100 - 1500 km2,"palouse river; 46.8108861,-118.2139931",n/a (not biome specific or all biomes - see codebook),hydrology,climate change connection is very weak - but they do talk about increased drought risk.,NA,NA,no,no,yes,0601,"precipitation, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quantity, management"
am,climate change and extremes in the canadian columbia basin,781,impacts,40000 km2 - PNW,"canadian columbia basin; 49.555632, -117.679103",n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,NA,NA,yes,no,no,columbia,"temperature, precipitation"
sh,estimation of columbia river virgin flow: 1879 to 1928,782,impacts,pacific northwest,"the dalles; 45.6094756,-121.3140226",n/a (not biome specific or all biomes - see codebook),hydrology,i am so glad i found this article! super interesting--on virgin flows in the crb,NA,NA,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quantity, salmon/anadromous fish, policy, management"
pe,impact of climate change on pacific northwest hydropower,783,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),"hydrology, policy or management",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, streamflow/stream forecasting, water quantity, aquatic habitat, policy, management, alternative energy"
mf,the columbia river treaty: fifty years after the handshake,784,adaptation,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),policy or management,NA,NA,NA,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, policy, management, alternative energy, natural disasters"
am,using wavelet analysis to detect changes in water temperature regimes at multiple scales: effects of multi-purpose dams in the willamette river basin,785,impacts,25000 - 40000 km2,"willamette river: 44.8343852,-124.0572513",freshwater: streams and rivers,hydrology,NA,NA,NA,no,yes,no,0900,"temperature, water quality, aquatic habitat, management, mathematics"
am,"���it's so different today���: climate change and indigenous lifeways in british columbia, canada",786,adaptation,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),anthropology/sociology,not spatially explicit; generally british columbia.,NA,NA,no,yes,yes,"kooteney, okanagan, columbia","temperature, precipitation, species range shifts, community resilience, attitudes and beliefs, policy, indigenous knowledge"
am,accounting for downscaling and model uncertainty in fine-resolution seasonal climate projections over the columbia river basin,787,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, streamflow/stream forecasting, water quantity"
pe,are human values and community participation key to climate adaptation? the case of community forest organisations in british columbia,788,adaptation,pacific northwest,na/not appropriate for point data,forest: temperate,"anthropology/sociology, policy or management",NA,NA,NA,no,no,yes,"kooteney, okanagan, columbia","timber production/silviculture, community resilience, attitudes and beliefs, policy, management"
am,changing streamflow on columbia basin tribal lands���climate change and salmon,789,impacts,40000 km2 - PNW,na/not appropriate for point data,freshwater: streams and rivers,"hydrology, anthropology/sociology",NA,NA,NA,no,yes,no,"0200, 0300, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800","temperature, precipitation, streamflow/stream forecasting, water quantity, salmon/anadromous fish, aquatic habitat, community resilience, attitudes and beliefs"
