Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation? If the answer is ""None of these,"" leave the rest of the answers blank.","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,"Select at least one option every time. Which HUC 6 watershed(s) did the study take place? IF it includes a whole state select the state, IF it includes ALL of the watersheds within the CRB select the appropriate box (US. vs. Canada vs. both). IF it is all of one state and part of another, select the whole state and then select the individual HUC6s from the other state. See codebook.","Enter place name and GPS points if they are easily identifiable (e.g., study includes point data). Separate multiple points with a semi-colon. See codebook for format details. Example: Wallowa Mountains; 45.180 , -117.480; Yellowstone National Park; 44.584418,-111.0758737",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/15/2018 15:28:45,MF,Coastal and interior Douglas-fir provenances differ in growth performance and response to drought episodes at adult age.,684,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/2018 12:15:10,PE,Coastal and interior Douglas-fir provenances differ in growth performance and response to drought episodes at adult age,684,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",This study includes a case study map with more than 5 study locations over large extent,NA,Forestry,"Temperature, Precipitation, Groundwater, Water quantity, Species range shifts, Timber production/Silviculture, Soils",NA,NA,NA,Yes
7/5/2018 9:05:25,CC,Impacts of forest fires and climate variability on the hydrology of an alpine medium sized catchment in the Canadian Rocky Mountains.,685,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alberta,NA,NA,NA
5/9/2018 14:51:06,MF,Impacts of forest fires and climate variability on the hydrology of an alpine medium sized catchment in the Canadian Rocky Mountains.,685,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2018 16:53:58,MF,A simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,686,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All basins in the Rocky Mountains (including Canada),NA,NA,Hydrology,"Precipitation, Snow, Water quantity, Forest Ecology",NA,NA,NA,No
5/9/2018 21:44:24,PE,A simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,686,Impacts,Yes,No,Alpine/tundra,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Hydrology,"Temperature, Precipitation, Snow, Water quantity, Forest Ecology, Management",NA,NA,NA,No
7/4/2018 16:57:26,CC,Area burned in the western United States is unaffected by recent mountain pine beetle outbreaks.,687,Impacts,No,Yes,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Pests and disease, Wildfire",NA,NA,NA,No
5/4/2018 21:10:13,PE,Area burned in the western United States is unaffected by recent mountain pine beetle outbreaks,687,Adaptation,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Pests and disease, Wildfire, Forest Ecology, Policy",NA,NA,NA,No
5/31/2018 17:10:07,SH,Which tree species and biome types are most vulnerable to climate change in the US Northern Rocky Mountains?,688,Impacts,Yes,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0103 - Spokane, 0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0602 - Salmon (includes Bitterroot Mt.s)",NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species range shifts, Forest Ecology",NA,NA,NA,No
5/23/2018 14:44:37,PE,Which tree species and biome types are most vulnerable to climate change in the US Northern Rocky Mountains?,688,Adaptation,Yes,No,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert","Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0602 - Salmon (includes Bitterroot Mt.s), 0603 - Clearwater (Includes Bitterroot Mt.s)","44.5844249,-111.0744693; 48.6598091,-114.1260316",NA,Ecology,"Species range shifts, Forest Ecology, Management",NA,NA,NA,Yes
5/1/2018 18:35:22,AM,Climate contributors to forest mosaics: ecological persistence following wildfire.,689,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,"0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia","Glacier National Park; 48.6587828,-114.4076579; North Cascades National Park; 48.7169466,-121.4265826",NA,Ecology,"Temperature, Precipitation, Wildfire",Not sure how to answer spatial extent for these case studies.,NA,NA,No
4/28/2018 14:28:46,PE,Climate contributors to forest mosaics: ecological persistence following wildfire.,689,Impacts,No,No,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia","48.7169482,-121.4258974;48.6587895,-114.4062902",NA,Ecology,"Temperature, Precipitation, Wildfire, Forest Ecology, Management",NA,NA,NA,No
5/15/2018 15:30:38,MF,"Hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating Castle Creek Glacier, Cariboo Mountains, British Columbia, Canada.",690,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/2018 12:25:36,PE,"Hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating Castle Creek Glacier, Cariboo Mountains, British Columbia, Canada",690,Impacts,No,No,Alpine/tundra,1-100 km2 (HUC 12 is 100 km2),Columbia (Canada),"52.8868968,-120.5387038",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Glaciers, River geomorphology and restoration, Water quality, Water quantity, Aquatic habitat",NA,NA,NA,Yes
6/7/2018 16:57:48,MF,Projected major fire and vegetation changes in the Pacific Northwest of the conterminous United States under selected CMIP5 climate futures.,691,Impacts,Yes,No,"Grassland: temperate, Forest: temperate","Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All Idaho, All Washington, All Oregon",This study includes a case study map with more than 5 study locations over large extent,NA,Ecology,"Species range shifts, Wildfire, Forest Ecology",NA,NA,NA,No
5/10/2018 14:46:49,PE,Projected major fire and vegetation changes in the Pacific Northwest of the conterminous United States under selected CMIP5 climate futures.,691,Adaptation,Yes,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","All Idaho, All Washington, All Oregon, All Montana",NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Wildfire, Forest Ecology, Soils, Management",NA,NA,NA,No
6/11/2018 13:44:31,SH,"Application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,Other reason this should be excluded from the corpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2018 13:51:03,MF,"Application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,Impacts,No,Yes,Forest: temperate,1-100 km2 (HUC 12 is 100 km2),Okanagan (Canada),"Kamloops BC; 50.7418883,-122.5399473",NA,Meteorology and Climatology,"Temperature, Precipitation, Dendrochronology, Carbon Cycle, nutrient cycles",NA,NA,NA,Yes
7/12/2018 15:30:48,AM,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,Impacts,Yes,No,Forest: temperate,Point or plot scale,Okanagan (Canada),"Kamloops, BC; 50.667,-120.333",NA,Ecology,"Temperature, Precipitation, Forest Ecology, Dendrochronology, Policy",NA,NA,NA,No
7/4/2018 16:32:02,CC,Moisture pathways into the U.S. Intermountain West associated with heavy winter precipitation events.,693,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,Does not seem relevant to our study,NA,NA,NA
5/5/2018 16:46:18,PE,Moisture pathways into the U.S. Intermountain West associated with heavy winter precipitation events.,693,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/31/2018 17:14:17,SH,Snow cover variability in a forest ecotone of the Oregon Cascades via MODIS Terra products.,694,Impacts,No,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0900 - Willamette (HJ Andrews Experimental Forest),NA,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO)",NA,NA,NA,Yes
5/25/2018 15:18:08,PE,Snow cover variability in a forest ecotone of the Oregon Cascades via MODIS Terra products.,694,Impacts,No,No,Grassland: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0900 - Willamette (HJ Andrews Experimental Forest),"44.2122196,-122.2574345",NA,"Ecology, Geography","Temperature, Snow, Climate Oscilations (ENSO, PDO), Water quantity, Forest Ecology, Mathematics, remote sensing",NA,NA,NA,Yes
5/1/2018 18:43:38,AM,Influence of winter season climate variability on snow-precipitation ratio in the western United States.,695,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow",NA,NA,NA,No
4/28/2018 14:36:48,PE,Influence of winter season climate variability on snow-precipitation ratio in the western United States.,695,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity",NA,NA,NA,No
5/15/2018 15:34:35,MF,How will climate change affect wildland fire severity in the western US?,696,Impacts,Yes,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Wildfire, Forest Ecology, Soils, Management",NA,NA,NA,No
5/13/2018 12:34:36,PE,How will climate change affect wildland fire severity in the western US?,696,Impacts,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Snow, Water quantity, Wildfire, Forest Ecology, Soils, Policy, Management",NA,NA,NA,No
6/7/2018 17:00:33,MF,Area burned in alpine treeline ecotones reflects region-wide trends.,697,Impacts,No,Yes,"Alpine/tundra, Forest: temperate",Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,Forestry,"Wildfire, Forest Ecology",NA,NA,NA,No
5/10/2018 15:19:38,PE,Area burned in alpine treeline ecotones reflects region-wide trends.,697,Impacts,No,Yes,"Alpine/tundra, Forest: temperate",Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Snow, Terrestrial wildlife, Wildfire, Soils, Management",NA,NA,NA,No
7/4/2018 16:30:25,CC,Adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,Impacts,No,Yes,Alpine/tundra,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","Kooteney (Canada), Columbia (Canada)","Glacier and Mount Revelstoke national parks; 51.262696, -117.131389",NA,Geology,"Temperature, Precipitation, Snow, Glaciers, Dendrochronology, Mathematics",NA,NA,NA,Yes
5/5/2018 16:56:56,PE,Adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,Adaptation,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All in CRB Canada,NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species range shifts, Forest Ecology, Management",NA,NA,NA,Yes
5/31/2018 17:17:47,SH,"Community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,Impacts,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Snow, Pests and disease, Species range shifts, Forest Ecology, Management",NA,NA,NA,No
5/25/2018 15:38:57,PE,"Community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","All CRB, both US and Canada (if this is selected then do NOT select the states as well)","43.7282764,-110.8595467; 50.2945674,-117.3881363; 52.1816789,-118.210627; 43.7930706,-110.9581532",NA,Forestry,"Snow, Water quantity, Pests and disease, Species range shifts, Forest Ecology, Management",NA,NA,NA,No
5/1/2018 19:06:20,AM,The FireWork air quality forecast system with near-real-time biomass burning emissions: recent developments and evaluation of performance for the 2015 North American wildfire season.,700,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,continental scale,NA,NA,NA
4/28/2018 14:44:41,PE,The FireWork air quality forecast system with near-real-time biomass burning emissions: recent developments and evaluation of performance for the 2015 North American wildfire season.,700,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Meteorology and Climatology,Wildfire,NA,NA,NA,No
5/15/2018 15:41:44,MF,Seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,Impacts,No,No,Forest: temperate,1-100 km2 (HUC 12 is 100 km2),0200 - Upper Columbia,This study includes a case study map with more than 5 study locations over large extent,NA,Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Soils",NA,NA,NA,Yes
5/14/2018 13:10:03,PE,Seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,Impacts,No,No,Forest: temperate,Point or plot scale,0200 - Upper Columbia,This study includes a case study map with more than 5 study locations over large extent,NA,Forestry,"Temperature, Snow, Water quantity, Forest Ecology, Soils",NA,NA,NA,Yes
6/7/2018 17:14:09,MF,Capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources.,702,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0103 - Spokane (Mica Cr. Exp. Watershed), 0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0402 - Upper Snake, 0602 - Salmon (includes Bitterroot Mt.s), 0603 - Clearwater (Includes Bitterroot Mt.s)",NA/Not appropriate for point data,NA,Policy or management,"Forest Ecology, Community resilience (human), Attitudes and Beliefs, Management, vulnerability",NA,NA,NA,NA
5/10/2018 15:34:18,PE,Capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,702,Adaptation,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0103 - Spokane, 0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0603 - Clearwater (Includes Bitterroot Mt.s)",NA/Not appropriate for point data,NA,Policy or management,"Terrestrial wildlife, Forest Ecology, Community resilience (human), Attitudes and Beliefs, Management",NA,NA,NA,Yes
6/19/2018 16:52:16,PE,Mountain areas and global change: a view from the Canadian Rockies.,703,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2018 9:38:23,MF,Mountain areas and global change: a view from the Canadian Rockies.,703,Impacts,No,Yes,"Alpine/tundra, Forest: temperate","100 km2 - 1,500 km2","Kooteney (Canada), Columbia (Canada)",This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Glaciers",NA,NA,NA,No
7/4/2018 16:36:27,CC,Responses of arid and semiarid watersheds to increasing carbon dioxide and climate change as shown by simulation studies.,704,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/5/2018 17:00:16,PE,Responses of arid and semiarid watersheds to increasing carbon dioxide and climate change as shown by simulation studies.,704,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/31/2018 17:22:30,SH,Montane meadows as indicators of environmental change.,705,Impacts,No,Yes,Alpine/tundra,Point or plot scale,0401 - Snake headwaters (Yellowstone NP and Tetons NP),"111°00’ W – 111°30’ W, 44°50’ N – 45°30’ N.",NA,Ecology,"Temperature, Precipitation, Snow, plants",NA,NA,NA,Yes
5/28/2018 11:38:57,PE,Montane meadows as indicators of environmental change.,705,Impacts,No,Yes,Grassland: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.1588059,-112.0295603; 44.9380613,-111.1646504",NA,Ecology,"Temperature, Precipitation, Water quantity, Terrestrial wildlife, Species range shifts, Entomology, Management",NA,NA,"Because of their sensitivity to environmental
conditions and specialized flora and fauna, mesic montane meadows may
be important habitats to monitor with respect to degradation or loss of species in response to environmental and climatic stressors.",Yes
5/8/2018 16:11:15,MF,Upper Yellowstone River flow and teleconnections with Pacific Basin climate variability during the past three centuries.,706,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/2018 15:45:27,AM,Upper Yellowstone River flow and teleconnections with Pacific Basin climate variability during the past three centuries.,706,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellowstone River not in CRB - it also looks like this is a book chapter.,NA,NA,NA
5/1/2018 19:15:38,AM,Taking the pulse of mountains: ecosystem responses to climatic variability.,707,Impacts,Yes,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia, Kooteney (Canada)","North Cascades National Park; 48.7718174,-121.2984648; Glacier National Park; 48.6587828,-114.4076579",NA,Ecology,"Temperature, Precipitation, Snow, Glaciers, Climate Oscilations (ENSO, PDO), Wildfire, Forest Ecology, Dendrochronology",NA,Big summary/synthesis of climate change in mountainous environments.,NA,No
4/28/2018 14:55:54,PE,Taking the pulse of mountains: ecosystem responses to climatic variability.,707,Impacts,Yes,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia, All in CRB U.S. (if this is selected then do NOT select the states as well)","48.6587895,-114.4062902;48.7174013,-121.4259021",NA,Ecology,"Temperature, Precipitation, Snow, Glaciers, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Wildfire, Forest Ecology, Management",NA,NA,NA,Yes
6/19/2018 17:25:47,PE,Snowstorm catastrophes in the United States.,708,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/15/2018 15:42:26,MF,Snowstorm catastrophes in the United States.,708,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/2018 7:16:42,AM,Low-frequency variability in Southwestern Canadian stream flow: links with large-scale climate anomalies.,709,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This is about climate, but no mention of climate change.",NA,NA,NA
5/9/2018 18:22:40,MF,Low-frequency variability in Southwestern Canadian stream flow: links with large-scale climate anomalies.,709,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All in CRB Canada,This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Glaciers, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting",NA,NA,NA,No
6/7/2018 17:22:50,MF,"Long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,Impacts,No,Yes,"Grassland: temperate, Desert: semi-arid desert",1-100 km2 (HUC 12 is 100 km2),0402 - Upper Snake,"American falls idaho; 42.7845339,-113.4170303; Idaho falls; 43.4928072,-112.1037468",NA,Ecology,"Temperature, Precipitation, Species range shifts, Wildfire, Management, vegetation ecology",NA,NA,NA,Yes
5/10/2018 15:53:25,PE,"Long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,Impacts,No,Yes,Grassland: temperate,Point or plot scale,0402 - Upper Snake,"42.78,-112.9050243; 43.53, -112.95; 43.52, -112.07",NA,Ecology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Species range shifts, Wildfire, Soils, Management",NA,NA,NA,No
7/5/2018 8:32:47,CC,"Climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,Impacts,No,Yes,"Freshwater: wetlands, Freshwater: streams and rivers",1-100 km2 (HUC 12 is 100 km2),0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"Nyack floodplain; 48.452845, -113.805325",NA,Ecology,"Temperature, Precipitation, Streamflow/stream forecasting, River geomorphology and restoration, Water quantity, Land use change",NA,NA,NA,No
5/5/2018 17:18:50,PE,"Climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,Impacts,No,Yes,Freshwater: wetlands,1-100 km2 (HUC 12 is 100 km2),0101 - Kootenai,"48.2700035,-114.6206055",NA,Ecology,"Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Aquatic habitat",NA,NA,NA,No
5/31/2018 17:26:38,SH,Risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,Impacts,No,Yes,"Grassland: temperate, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Snow, Terrestrial wildlife",barely about climate change,NA,NA,Yes
5/28/2018 14:00:13,PE,Risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,Impacts,No,No,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"45.0052923,-110.8454218; 45.2499427,-111.5095524",NA,Ecology,"Temperature, Snow, Terrestrial wildlife, Species range shifts",NA,NA,NA,Yes
7/5/2018 9:14:15,CC,"Multi-season climate synchronized historical fires in dry forests (1650-1900), northern Rockies, USA.",713,Impacts,No,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","All Idaho, All Montana",only mountains in montana and Idaho,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO)",NA,NA,NA,No
5/9/2018 14:56:44,MF,"Multi-season climate synchronized historical fires in dry forests (1650-1900), northern Rockies, USA.",713,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0103 - Spokane, 0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.), 0602 - Salmon (includes Bitterroot Mt.s), 0603 - Clearwater (Includes Bitterroot Mt.s)",This study includes a case study map with more than 5 study locations over large extent,NA,Forestry,"Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Wildfire",NA,NA,NA,Yes
5/1/2018 19:23:44,AM,"Multi-season climate synchronized forest fires throughout the 20th century, northern Rockies, USA.",714,Impacts,No,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0103 - Spokane, 0402 - Upper Snake, 0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.), 0502 - Middle Snake - Powder, 0602 - Salmon (includes Bitterroot Mt.s), 0603 - Clearwater (Includes Bitterroot Mt.s)",NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Wildfire, Forest Ecology",NA,NA,NA,No
4/28/2018 15:13:46,PE,"Multi-season climate synchronized forest fires throughout the 20th century, northern Rockies, USA.",714,Impacts,No,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), All Idaho",NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Wildfire, Forest Ecology",NA,NA,NA,No
5/15/2018 15:49:10,MF,American kestrel reproduction in Southwestern Idaho: annual variation and long-term trends.,715,Impacts,No,Yes,Forest: temperate,"100 km2 - 1,500 km2","0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","Canyon County Idaho; 43.5854003,-117.0331678; Ada County Idaho; 3.4600104,-116.5243294",NA,Ecology,"Temperature, Precipitation, Forest Ecology, avian wildlife",NA,NA,NA,Yes
5/14/2018 13:36:20,PE,American kestrel reproduction in Southwestern Idaho: annual variation and long-term trends.,715,Impacts,No,Yes,Desert: semi-arid desert,"100 km2 - 1,500 km2","0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","43.4954631,-116.4865162; 43.6161921,-116.470409; 43.6007205,-116.3739825",NA,Biology,"Temperature, Precipitation, Terrestrial wildlife, Species range shifts",NA,NA,NA,Yes
6/7/2018 17:28:09,MF,Whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the Greater Yellowstone Ecosystem.,716,Impacts,No,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),This study includes a case study map with more than 5 study locations over large extent,NA,Ecology,"Temperature, Pests and disease, Species range shifts, Entomology, Forest Ecology, Management",NA,NA,NA,No
