title,abstract
relative abundance and functional role of whitebark pine at treeline in the northern rocky mountains,"Facilitative interactions among plant species enable plant community development under stressful environmental conditions. Previous studies in two treeline communities within the alpine-treeline ecotone on the Rocky Mountain Front in northwestern Montana, U.S.A., indicated that whitebark pine (Pinus albicaulis) serves as the majority tree island initiator, thus facilitating the development of tree islands (Resler and Tomback, 2008). However, 33.7% of whitebark pine at these treeline study sites were infected by the introduced pathogen Cronartium ribicola, which causes white pine blister rust. We examined the prevalence of whitebark pine, its ecological role, and the incidence of blister rust within two study sites, Tibbs Butte and Wyoming Creek, to the south on the Beartooth Plateau, and within two study sites, Stanley Glacier and Gibbon Pass, to the north in Kootenay and Banff National Parks, for comparison with information from the Rocky Mountain Front (Resler and Tomback, 2008). We found that whitebark pine was an important component of treeline communities in both the southern and northern study areas, although its abundance and ecological role varied with study site. Nearly half the solitary trees sampled overall in the northern and southern study areas were whitebark pine. Whitebark pine was also the most frequently occurring conifer species among tree islands at three of the four study sites. Across all study sites, whitebark pine served as tree island initiator for 29.4% of the tree islands sampled, but was a more frequent initiator within two study sites. Blister rust incidence for the Wyoming Creek study site in the southern study area was 7.7%, and for the Stanley Glacier study site in the northern study area, 16.2%. Damage and mortality over time from Cronartium ribicola will diminish the current ecological role of whitebark pine as a facilitator of landscape vegetation pattern development and may confound predictions of upward movement of treeline in response to climate warming."
a new method comparing snowmelt timing with annual area burned,"The interactions between climate and wildland fire are complex. To better understand these interactions, we used ArcMap 10.2.2 to examine the relationships between early spring snowmelt and total annual area burned within a defined region of the Rocky Mountains of the western United States. Our research methods used Monitoring Trends in Burn Severity (MTBS) fire perimeter data and weekly snow extent provided by the Rutgers Global Snow Lab analysis of National Oceanic and Atmospheric Administration (NOAA) daily snow maps. Our results indicated a significant correlation between early spring snowmelt and total annual area burned (P = 0.0497), providing further evidence that snowmelt timing may be a driving factor for wildland fires. This project builds on the findings of previous studies and provides a novel method for making general predictions about the upcoming fire season months in advance, using freely available remotely sensed data in real time. Further research should apply our model to a broader geographic area, and incorporate higher resolution snowmelt timing data."
seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates,"Although climate warming is generally expected to facilitate upward advance of forests, conifer seedling regeneration and survival may be hindered by low substrate moisture, high radiation, and both low and high snow accumulation. To better understand substrate-related factors promoting regeneration in the alpine treeline ecotone, this study compared 2 substrates supporting conifer seedlings: rotten downed wood and adjacent soil. Study locations, each with 3 levels of incoming radiation, were randomly selected at forest line-alpine meadow borders in Pacific Northwest wilderness areas extending along an east-west precipitation gradient. Associations among substrate type, seedling density, radiation, site moisture, site temperature, plant water potential, and plant stomatal conductance were assessed. Wood microsites, flush with the ground and supporting <i xmlns=""http://www.w3.org/1999/xhtml"">Abies</i> spp. conifer seedlings, extended up to 20 m into alpine meadows from the forest line. Although wood microsites thawed later in the spring and froze earlier in the fall, they had warmer summer temperatures, greater volumetric water content, and more growing degree hours, and seedlings growing on wood had higher water potentials than seedlings growing on adjacent soil. At drier eastern sites, there was a positive relationship between seedling density and volumetric water content. Further, there was a positive relationship between seedling stomatal conductance and volumetric water content. Our study indicates that in the Pacific Northwest. and likely elsewhere, seedlings benefit from wood microsites, which provide greater water content. Given predictions of increased summer drought in some locations globally, wood microsites at forest line-alpine meadows and forest line-grasslands borders may become increasingly important for successful conifer regeneration."
capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,"Natural resource vulnerability to climate change can depend on the climatology and ecological conditions at a particular site. Here we present a conceptual framework for incorporating spatial variability in natural resource vulnerability to climate change in a regional-scale assessment. The framework was implemented in the first regional-scale vulnerability assessment conducted by the US Forest Service. During this assessment, five subregional workshops were held to capture variability in vulnerability and to develop adaptation tactics. At each workshop, participants answered a questionnaire to: (1) identify species, resources, or other information missing from the regional assessment, and (2) describe subregional vulnerability to climate change. Workshop participants divided into six resource groups; here we focus on wildlife resources. Participants identified information missing from the regional assessment and multiple instances of subregional variability in climate change vulnerability. We provide recommendations for improving the process of capturing subregional variability in a regional vulnerability assessment. We propose a revised conceptual framework structured around pathways of climate influence, each with separate rankings for exposure, sensitivity, and adaptive capacity. These revisions allow for a quantitative ranking of species, pathways, exposure, sensitivity, and adaptive capacity across subregions. Rankings can be used to direct the development and implementation of future regional research and monitoring programs. The revised conceptual framework is equally applicable as a stand-alone model for assessing climate change vulnerability and as a nested model within a regional assessment for capturing subregional variability in vulnerability."
montane meadows as indicators of environmental change,"We used a time series of satellite multispectral imagery for mapping and monitoring six classes of montane meadows arrayed along a moisture gradient (from hydric to mesic to xeric). The research was conducted in the Gallatin National Forest and the northwest corner of Yellowstone National Park, Montana, USA. We hypothesized that mesic meadows would support the highest species diversity of plants, birds, and butterflies because they are more moderate environments. We also hypothesized that mesic meadows would exhibit the greatest seasonal and interannual variability in spectral response across years. Field sampling in each of the meadow types was conducted for plants, birds, and butterflies in 1997 and 1998. Mesic meadows supported the highest plant species diversity, but there was no significant difference in bird or butterfly species diversity among meadow types. These data show that it may be easier to detect significant differences in more species rich taxa (e.g., plants) than taxa that are represented by fewer species (e.g., butterflies and birds). Mesic meadows also showed the greatest seasonal and interannual variability in spectral response. Given the rich biodiversity of mesic montane meadows and their sensitivity to variations in temperature and moisture, they may be important to monitor in the context of environmental change."
taking the pulse of mountains: ecosystem responses to climatic variability,"An integrated program of ecosystem modeling and field studies in the mountains of the Pacific Northwest (U.S.A.) has quantified many of the ecological processes affected by climatic variability. Paleoecological and contemporary ecological data in forest ecosystems provided model parameterization and validation at broad spatial and temporal scales for tree growth, tree regeneration and treeline movement. For subalpine tree species, winter precipitation has a strong negative correlation with growth; this relationship is stronger at higher elevations and west-side sites (which have more precipitation). Temperature affects tree growth at some locations with respect to length of growing season (spring) and severity of drought at drier sites (summer). Furthermore, variable but predictable climate-growth relationships across elevation gradients suggest that tree species respond differently to climate at different locations, making a uniform response of these species to future climatic change unlikely. Multi-decadal variability in climate also affects ecosystem processes. Mountain hemlock growth at high-elevation sites is negatively correlated with winter snow depth and positively correlated with the winter Pacific Decadal Oscillation (PDO) index. At low elevations, the reverse is true. Glacier mass balance and fire severity are also linked to PDO. Rapid establishment of trees in subalpine ecosystems during this century is increasing forest cover and reducing meadow cover at many subalpine locations in the western U.S.A. and precipitation (snow depth) is a critical variable regulating conifer expansion. Lastly, modeling potential future ecosystem conditions suggests that increased climatic variability will result in increasing forest fire size and frequency, and reduced net primary productivity in drier, east-side forest ecosystems. As additional empirical data and modeling output become available, we will improve our ability to predict the effects of climatic change across a broad range of climates and mountain ecosystems in the northwestern U.S.A."
the relative influences of climate and competition on tree growth along montane ecotones in the rocky mountains,"Distribution shifts of tree species are likely to be highly dependent upon population performance at distribution edges. Understanding the drivers of aspects of performance, such as growth, at distribution edges is thus crucial to accurately predicting responses of tree species to climate change. Here, we use a Bayesian model and sensitivity analysis to partition the effects of climate and crowding, as a metric of competition, on radial growth of three dominant conifer species along montane ecotones in the Rocky Mountains. These ecotones represent upper and lower distribution edges of two species, and span the distribution interior of the third species. Our results indicate a greater influence of climate (i.e., temperature and precipitation) than crowding on radial growth. Competition importance appears to increase towards regions of more favorable growing conditions, and precise responses to crowding and climate vary across species. Overall, our results suggest that climate will likely be the most important determinant of changes in tree growth at distribution edges of these montane conifers in the future."
"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities","Vegetation trends due to climatic changes are difficult to separate from disturbances caused by varying land uses. To separate climatic influences from livestock grazing and fire disturbances within sagebrush steppe, we compared vegetation structure and productivity during 2 periods (10-year sequences of data from the late 1950s to the late 1960s and 3 years in the early 1990s) at 12 stands within 3 relict areas in or near the Great Rift of southern Idaho. Year-to-year fluctuations in annual net aboveground phytomass accumulation (ANAPA) were considerable in response to varying climate during both periods. More importantly, an apparently significant increase in ANAPA was observed during the latter study period. However, this apparent increase may have been due to the unusually wet conditions of 1993. Throughout both study periods, ANAPA was even more positively correlated with species richness than with precipitation, although both influences were statistically significant. Aggregation of these data by plant growth forms showed that shrubs, particularly sagebrushes, have progressively increased their proportion relative to herbaceous understorey. This directional (successional) change in the proportional contributions of growth forms to ANAPA was probably due more to long-term absence of fire at these isolated locations than to any detectable climate change or lack of grazing. This finding reduces our confidence in the use of such areas as reference sites for monitoring or as living examples for restoration efforts, but it does increase our understanding of vegetation dynamics within sagebrush steppe."
"climate, hydrologic disturbance, and succession: drivers of floodplain pattern","Floodplains are among the world's most threatened ecosystems due to the pervasiveness of dams, levee systems, and other modifications to rivers. Few unaltered floodplains remain where we may examine their dynamics over decadal time scales. Our study provides a detailed examination of landscape change over a 60-year period (1945-2004) on the Nyack floodplain of the Middle Fork of the Flathead River, a free-flowing, gravel-bed river in northwest Montana, USA. We used historical aerial photographs and airborne and satellite imagery to delineate habitats (i.e., mature forest, regenerative forest, water, cobble) within the floodplain. We related changes in the distribution and size of these habitats to hydrologic disturbance and regional climate. Results show a relationship between changes in floodplain habitats and annual flood magnitude, as well as between hydrology and the cooling and warming phases of the Pacific Decadal Oscillation (PDO). Large magnitude floods and greater frequency of moderate floods were associated with the cooling phases of the PDO, resulting in a floodplain environment dominated by extensive restructuring and regeneration of floodplain habitats. Conversely, warming phases of the PDO corresponded with decreases in magnitude, duration, and frequency of critical flows, creating a floodplain environment dominated by late successional vegetation and low levels of physical restructuring. Over the 60-year time series, habitat change was widespread throughout the floodplain, though the relative abundances of the habitats did not change greatly. We conclude that the long- and short-term interactions of climate, floods, and plant succession produce a shifting habitat mosaic that is a fundamental attribute of natural floodplain ecosystems."
risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves,"Risk effects in ungulates are poorly understood but have recently been implicated as an important driver of elk (<i xmlns=""http://www.w3.org/1999/xhtml"">Cervus elaphus</i>) population dynamics since wolves were reintroduced into the Greater Yellowstone Ecosystem (GYE) of Montana and Wyoming, USA. From December to May in 2004, 2005, and 2006, we recorded the daily presence of wolves on 3 sites occupied by the Upper Gallatin elk population in the northwest corner of the GYE. We estimated the proportion of grasses, conifers, evergreen shrubs, and woody stems in 980 elk fecal samples collected from those 3 sites and tested whether wolf presence affected elk diets. The winter of 2005 was extremely mild allowing us the opportunity to investigate how elk-wolf interactions might change if winter snowpack continues to decline in western North America due to global warming. Snow accumulation consistently favored browsing, and diets during the mild winter were dominated by grass, very similar to the spring diet. In normal winters, adult males grazed less than adult females except when wolves were near because females decreased grazing in response to wolves. Adult males decreased browsing on conifers by half whereas adult females doubled conifer browsing on days when wolves were near. Overall, the sexes had different diets when wolves were absent but showed strong overlap when wolves were present. Diet shifts due to wolves may be causing trophic cascades that have gone unrecognized and probably carry nutritional consequences for wintering elk."
"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa","Our objective was to infer the climate drivers of regionally synchronous fire years in dry forests of the U.S. northern Rockies in Idaho and western Montana. During our analysis period (1650-1900), we reconstructed fires from 9245 fire scars on 576 trees (mostly ponderosa pine, <i xmlns=""http://www.w3.org/1999/xhtml"">Pinus ponderosa</i> P. &amp; C. Lawson) at 21 sites and compared them to existing tree-ring reconstructions of climate (temperature and the Palmer Drought Severity Index [PDSI]) and large-scale climate patterns that affect modern spring climate in this region (El Ni������o-Southern Oscillation [ENSO] and the Pacific Decadal Oscillation [PDO]). We identified 32 regional-fire years as those with five or more sites with fire. Fires were remarkably widespread during such years, including one year (1748) in which fires were recorded at 10 sites across what are today seven national forests plus one site on state land. During regional-fire years, spring-summers were significantly warm and summers were significantly warm-dry whereas the opposite conditions prevailed during the 99 years when no fires were recorded at any of our sites (no-fire years). Climate in prior years was not significantly associated with regional- or no-fire years. Years when fire was recorded at only a few of our sites occurred under a broad range of climate conditions, highlighting the fact that the regional climate drivers of fire are most evident when fires are synchronized across a large area. No-fire years tended to occur during La Ni������a years, which tend to have anomalously deep snowpacks in this region. However, ENSO was not a significant driver of regional-fire years, consistent with the greater influence of La Ni������a than El Ni������o conditions on the spring climate of this region. PDO was not a significant driver of past fire, despite being a strong driver of modern spring climate and modern regional-fire years in the northern Rockies."
"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa","We inferred climate drivers of 20th-century years with regionally synchronous forest fires in the U.S. northern Rockies. We derived annual fire extent from an existing fire atlas that includes 5038 fire polygons recorded from 12 070 086 ha, or 71% of the forested land in Idaho and Montana west of the Continental Divide. The 11 regional-fire years, those exceeding the 90th percentile in annual fire extent from 1900 to 2003 (&gt;102 314 ha or ���������1% of the fire atlas recording area), were concentrated early and late in the century (six from 1900 to 1934 and five from 1988 to 2003). During both periods, regional-fire years were ones when warm springs were followed by warm, dry summers and also when the Pacific Decadal Oscillation (PDO) was positive. Spring snowpack was likely reduced during warm springs and when PDO was positive, resulting in longer fire seasons. Regional-fire years did not vary with El Ni������o-Southern Oscillation (ENSO) or with climate in antecedent years. The long mid-20th century period lacking regional-fire years (1935-1987) had generally cool springs, generally negative PDO, and a lack of extremely dry summers; also, this was a period of active fire suppression. The climate drivers of regionally synchronous fire that we inferred are congruent with those of previous centuries in this region, suggesting a strong influence of spring and summer climate on fire activity throughout the 20th century despite major land-use change and fire suppression efforts. The relatively cool, moist climate during the mid-century gap in regional-fire years likely contributed to the success of fire suppression during that period. In every regional-fire year, fires burned across a range of vegetation types. Given our results and the projections for warmer springs and continued warm, dry summers, forests of the U.S. northern Rockies are likely to experience synchronous, large fires in the future."
american kestrel reproduction in southwestern idaho: annual variation and long-term trends,"We monitored American Kestrels (<i xmlns=""http://www.w3.org/1999/xhtml"">Falco sparverius</i>) nesting in boxes from 1986-2006 in southwestern Idaho. The number of boxes available to kestrels each year varied from 34 to 126. Approximately 20% of boxes were on highway signs along Interstate 84, 20% were on trees in rural residential properties, and 60% were on wooden poles in rangeland, irrigated agricultural, and exurban areas. Occupancy rates increased over the 21-year period, despite increasing human populations, housing developments, and vehicular traffic near the boxes. The percent of boxes occupied each year averaged 48������14, and the percent of nesting attempts that raised young to 22 d old averaged 64������10. Clutch size averaged 4.8 and exhibited no significant trend over time. Nesting success and productivity also showed no trends over time. Mean number of young fledged by kestrel pairs each year ranged from 1.3 to 3.5 and averaged 2.6. Brood sizes at successful boxes averaged 4.0. Nests in boxes on trees near farmsteads and in boxes on interstate highway signs were less successful than nests in boxes on poles in less-inhabited areas, suggesting that signs on interstate highways may not be optimal nesting habitat for kestrels. Kestrel nest-initiation and hatching dates became earlier during the study period, and mean winter temperatures increased significantly during the study period, suggesting a possible effect of climate change."
whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem,"Widespread outbreaks of mountain pine beetles (MPB) are occurring throughout the range of this native insect. Episodic outbreaks are a common occurrence in the beetles' primary host, lodgepole pine. Current outbreaks, however, are occurring in habitats where outbreaks either did not previously occur or were limited in scale. Herein, we address widespread, ongoing outbreaks in high-elevation, whitebark pine forests of the Greater Yellowstone Ecosystem, where, due to an inhospitable climate, past outbreaks were infrequent and short lived. We address the basic question: are these outbreaks truly unprecedented and a threat to ecosystem continuity? In order to evaluate this question we (1) present evidence that the current outbreak is outside the historic range of variability; (2) examine system resiliency to MPB disturbance based on adaptation to disturbance and host defenses to MPB attack; and (3) investigate the potential domain of attraction to large-scale MPB disturbance based on thermal developmental thresholds, spatial structure of forest types, and the confounding influence of an introduced pathogen. We conclude that the loss of dominant whitebark pine forests, and the ecological services they provide, is likely under continuing climate warming and that new research and strategies are needed to respond to the crisis facing whitebark pine."
selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak,"Insects are among the most significant indicators of a changing climate. Here we evaluate the impact of temperature, precipitation, and elevation on the tree-killing ability of an eruptive species of bark beetle in pine forests of British Columbia, Canada. We consider a spatial-temporal linear regression model and in particular, a new statistical method that simultaneously performs model selection and parameter estimation. This approach is penalized maximum likelihood estimation under a spatial-temporal adaptive Lasso penalty, paired with a computationally efficient algorithm to obtain approximate penalized maximum likelihood estimates. A simulation study shows that finite-sample properties of these estimates are sound. In a case study, we apply this approach to identify the appropriate components of a general class of landscape models which features the factors that propagate an outbreak. We interpret the results from ecological perspectives and compare our method with alternative model selection procedures."
"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona","Using forests to sequester carbon in response to anthropogenically induced climate change is being considered across the globe. A recent U.S. executive order mandated that all federal agencies account for sequestration and emissions of greenhouse gases, highlighting the importance of understanding how forest carbon stocks are influenced by wildfire. This paper reports the effects of the most common forest fuel reduction treatments on carbon pools composed of live and dead biomass as well as potential wildfire emissions from six different sites in four western U.S. states. Additionally, we predict the median forest product life spans and uses of materials removed during mechanical treatments. Carbon loss from modeled wildfire-induced tree mortality was lowest in the mechanical plus prescribed fire treatments, followed by the prescribed fire-only treatments. Wildfire emissions varied from 10-80 Mg/ha and were lowest in the prescribed fire and mechanical followed by prescribed fire treatments at most sites. Mean biomass removals per site ranged from approximately 30-60 dry Mg/ha; the median lives of products in first use varied considerably (from &lt;10 to &gt;50 years). Our research suggests most of the benefits of increased fire resistance can be achieved with relatively small reductions in current carbon stocks. Retaining or growing larger trees also reduced the vulnerability of carbon loss from wildfire. In addition, modeled vulnerabilities to carbon losses and median forest product life spans varied considerably across our study sites, which could be used to help prioritize treatment implementation."
gradient-based habitat affinities predict species vulnerability to drought,"Ecological fingerprints of climate change are becoming increasingly evident at broad geographical scales as measured by species range shifts and changes in phenology. However, finer-scale species-level responses to environmental fluctuations may also provide an important bellwether of impending future community responses. Here we examined changes in abundance of butterfly species along a hydrological gradient of six montane meadow habitat types in response to drought. Our data collection began prior to the drought, and we were able to track changes for 11 years, of which eight were considered mild to extreme drought conditions. We separated the species into those that had an affinity for hydric vs. xeric habitats. We suspected that drought would favor species with xeric habitat affinities, but that there could be variations in species-level responses along the hydrological gradient. We also suspected that mesic meadows would be most sensitive to drought conditions. Temporal trajectories were modeled for both species groups (hydric vs. xeric affinity) and individual species. Abundances of species with affinity for xeric habitats increased in virtually all meadow types. Conversely, abundances of species with affinity for hydric habitats decreased, particularly in mesic and xeric meadows. Mesic meadows showed the most striking temporal abundance trajectory: Increasing abundances of species with xeric habitat affinity were offset by decreasing or stable abundances of species with hydric habitat affinity. The one counterintuitive finding was that, in some hydric meadows, species with affinity for hydric habitats increased. In these cases, we suspect that decreasing moisture conditions in hydric meadows actually <i xmlns=""http://www.w3.org/1999/xhtml"">increased</i> habitat suitability because sites near the limit of moisture extremes for some species became more acceptable. Thus, species responses were relatively predictable based upon habitat affinity and habitat location along the hydrological gradient, and mesic meadows showed the highest potential for changes in community composition. The implications of these results are that longer-term changes due to drought could simplify community composition, resulting in prevalence of species tolerant to drying conditions and a loss of species associated with wetter conditions. We contend that this application of gradient analysis could be valuable in assessing species vulnerability of other taxa and ecosystems."
"assessing the potential for pocket agriculture in mountainous regions: a case study in west kootenay, british columbia, canada","Food security is a growing concern for rural communities that rely on imported food. Increasing a region's food self-reliance is a strategy to address this concern, but is a challenge in regions with limited arable lands as a result of topographically diverse, mountain-dominated landscapes. Mechanized, large-scale agriculture relies on contiguous areas of arable land, rather than small parcels of dispersed arable soils and suitable climates. The Kootenay region of British Columbia, Canada, serves as an example of the opportunities for mountainous, rural communities to increase their food self-sufficiency by considering the potential for agriculture on small parcels of land. Soil capability survey maps that provide a biophysical assessment of arable lands were used as a basis for determining (a) the potential land base available for small-scale agriculture, and (b) the potential for niche crops that may be grown on poorer capability lands in the Kootenay region. The soil capability criteria, coupled with farm survey data, were used to measure and quantify the distribution of underutilized farmland in the region. Results indicate that up to 90 percent of land capable of agriculture and 69 percent of high quality farm land protected under the Agricultural Land Reserve is not under production for crops or pasture. Global Climate Model scenarios for 2050 indicate that the region will have a longer growing season, hotter summers, and more frost-free days, which could increase the region's capacity to grow food but might require additional water for irrigation. The assessment suggests that soil surveys based on biophysical attributes can assist mountainous regions in assessing their potential for agriculture."
multitemporal snow cover mapping in mountainous terrain for landsat climate data record development,"A multitemporal method to map snow cover in mountainous terrain is proposed to guide Landsat climate data record (CDR) development. The Landsat image archive including MSS, TM, and ETM+ imagery was used to construct a prototype Landsat snow cover CDR for the interior northwestern United States. Landsat snow cover CDRs are designed to capture snow-covered area (SCA) variability at discrete bi-monthly intervals that correspond to ground-based snow telemetry (SNOTEL) snow-water-equivalent (SWE) measurements. The June 1 bi-monthly interval was selected for initial CDR development, and was based on peak snowmelt timing for this mountainous region. Fifty-four Landsat images from 1975 to 2011 were pre-processed that included image registration, top-of-the-atmosphere (TOA) reflectance conversion, cloud and shadow masking, and topographic normalization. Snow covered pixels were retrieved using the normalized difference snow index (NDSI) and unsupervised classification, and pixels having greater (less) than 50% snow cover were classified presence (absence). A normalized SCA equation was derived to independently estimate SCA given missing image coverage and cloud-shadow contamination. Relative frequency maps of missing pixels were assembled to assess whether systematic biases were embedded within this Landsat CDR. Our results suggest that it is possible to confidently estimate historical bi-monthly SCA from partially cloudy Landsat images. This multitemporal method is intended to guide Landsat CDR development for freshwater-scarce regions of the western US to monitor climate-driven changes in mountain snowpack extent."
imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage,"The U.S. has been providing national-scale estimates of forest carbon (C) stocks and stock change to meet United Nations Framework Convention on Climate Change (UNFCCC) reporting requirements for years. Although these currently are provided as national estimates by pool and year to meet greenhouse gas monitoring requirements, there is growing need to disaggregate these estimates to finer scales to enable strategic forest management and monitoring activities focused on various ecosystem services such as C storage enhancement. Through application of a nearest-neighbor imputation approach, spatially extant estimates of forest C density were developed for the conterminous U.S. using the U.S.'s annual forest inventory. Results suggest that an existing forest inventory plot imputation approach can be readily modified to provide raster maps of C density across a range of pools (e.g., live tree to soil organic carbon) and spatial scales (e.g., sub-county to biome). Comparisons among imputed maps indicate strong regional differences across C pools. The C density of pools closely related to detrital input (e.g., dead wood) is often highest in forests suffering from recent mortality events such as those in the northern Rocky Mountains (e.g., beetle infestations). In contrast, live tree carbon density is often highest on the highest quality forest sites such as those found in the Pacific Northwest. Validation results suggest strong agreement between the estimates produced from the forest inventory plots and those from the imputed maps, particularly when the C pool is closely associated with the imputation model (e.g., aboveground live biomass and live tree basal area), with weaker agreement for detrital pools (e.g., standing dead trees). Forest inventory imputed plot maps provide an efficient and flexible approach to monitoring diverse C pools at national (e.g., UNFCCC) and regional scales (e.g., Reducing Emissions from Deforestation and Forest Degradation projects) while allowing timely incorporation of empirical data (e.g., annual forest inventory)."
why land planners and water managers don't talk to one another and why they should!,"Increasing evidence demonstrates that unsustainable land use practices result in human-induced drought conditions, and inadequate water supplies constrain land development in growing cities. Nonetheless, organizational barriers impair coordinated land and water management. Land planning is strongly influenced by political realities and interest groups, while water management is focused on the single-minded goal of providing reliable water for future development, often set apart from other priorities. Survey results from Portland, OR, and Phoenix, AZ, show that water managers and land planners are generally aware of the physical interconnections between land and water, but there is little cross-sector involvement in the two cities. Focusing on shared concerns about outdoor water use, climate variability, and water-sensitive urban design is a fruitful first step in integrating the practices of land planning and water management for climate adaptation and sustainable resource use."
hydrothermal assessment of temporal variability in seedbed microclimate,"The microclimatic requirements for successful seedling establishment are much more restrictive than those required for adult plant survival. The purpose of the current study was to use hydrothermal germination models and a soil energy and water flux model to evaluate intra- and interannual variability in seedbed microclimate relative to potential germination response of six perennial grasses and cheatgrass. We used a 44-yr weather record to parameterize a seedbed microclimate model for estimation of hourly temperature and moisture at seeding depth for a sandy loam soil type at the Orchard Field Test Site in southwestern Ada County, Idaho. Hydrothermal germination response was measured in the laboratory for two seed lots of cheatgrass (<i xmlns=""http://www.w3.org/1999/xhtml"">Bromus tectorum</i> L.), four seed lots of bluebunch wheatgrass (<i xmlns=""http://www.w3.org/1999/xhtml"">Pseudoroegneria spicata</i> [Pursh] L������ve), three seed lots of bottlebrush squirreltail (<i xmlns=""http://www.w3.org/1999/xhtml"">Elymus elymoides</i> [Raf] Swezey), and one seed lot each of Sandberg bluegrass (<i xmlns=""http://www.w3.org/1999/xhtml"">Poa secunda</i> J. Presl.), big squirreltail (<i xmlns=""http://www.w3.org/1999/xhtml"">Elymus multisetus</i> [J.G. Smith] M.E. Jones), thickspike wheatgrass (<i xmlns=""http://www.w3.org/1999/xhtml"">Elymus lanceolatus</i> [Scribn. And J.G. Smith] Gould) and Idaho fescue (<i xmlns=""http://www.w3.org/1999/xhtml"">Festuca idahoensis</i> Elmer). Germination response models were developed to estimate potential germination rate for 13 subpopulations of each seed lot for every hour of the 44-yr simulation. Seedbed microclimate was assessed seasonally and for each day, month, and year, and germination rate-sum estimates integrated for a numerical index of relative site favorability for germination for each time period. The rate-sum favorability index showed a consistent pattern among seed lots for different years, and provides a relatively sensitive indicator of annual and seasonal variability in seedbed microclimate. This index could be used with field data to define minimum weather thresholds for successful establishment of alternative plant materials, in conjunction with weather forecast models for making restoration and fire-rehabilitation management decisions in the fall season, for evaluation of potential climate-change impacts on plant community trajectories, and in optimization schemes for selecting among alternative restoration/rehabilitation management scenarios."
lilies at the limit: variation in plant-pollinator interactions across an elevational range,"PREMISE OF THE STUDY: Many studies assume climatic factors are paramount in determining species' distributions, however, biotic interactions may also play a role. For example, pollinators may limit species' ranges if floral abundance or floral attractiveness is reduced at range margins, thus causing lower pollinator visitation and reduced reproductive output. METHODS: To test if pollinators influence the altitudinal distribution of <i xmlns=""http://www.w3.org/1999/xhtml"">Erythronium montanum</i> (Liliaceae) at Mount Rainier National Park, we asked whether (1) seed production in this species relies on pollinators, (2) seed production and pollen limitation is greatest at range limits, and (3) pollinator visitation rates (either overall or by individual taxonomic groups) reflect patterns of seed production and pollen limitation. RESULTS: From this three-year study, we established that this plant does rely on pollinators for fruit set and we found that pollen limitation trended toward being higher at the upper range limit in some years, but not consistently year to year. Insect visitation rates did not mirror spatial patterns of pollen limitation, but annually variable pollinator composition suggested differential importance of some pollinator taxonomic groups (specifically, bumblebees may be better pollinators than syrphid flies). CONCLUSIONS: Overall, these results suggest that while pollinators are critical for the reproductive success of this high mountain wildflower, plant-pollinator interactions do not obviously drive the distribution of this species. Nonetheless, high spatio-temporal variability in range-wide plant-pollinator dynamics may complicate responses to climate change."
verbenone decreases whitebark pine mortality throughout a mountain pine beetle outbreak,"Mountain pine beetles (Dendroctonus ponderosae Hopkins) have been killing pines on millions of ha throughout the western United States since 2000. One species being affected is whitebark pine (Pinus albicaulis Engelm.), a five-needle pine already experiencing a number of other threats. Whitebark pine is a keystone species providing a variety of values including watershed protection and food and habitat for wildlife. An increasingly used method of protecting pines from mountain pine beetles involves the antiaggregation pheromone verbenone, but no studies have evaluated the ability of verbenone applied annually to protect whitebark pines throughout mountain pine beetle outbreaks. We applied verbenone pouches annually for 7 years until an outbreak ended. Probabilities that whitebark pines survived through the end of the outbreak were 0.34 +/- 0.15 for control trees and 0.68 +/- 0.17 for trees treated with verbenone once per year. Evidence from a second verbenone treatment that was discontinued before the end of the outbreak suggested that applying verbenone twice, as opposed to once, per year may more effectively protect trees. Increased survival did not appear to vary with tree size (i.e., dbh). We believe increased survival of the magnitude we observed could reduce risks to threatened whitebark pine populations."
climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,"The increased frequency of wildfires in the USA has become a common prediction associated with the build-up of greenhouse gases. Variations in annual wildfire data in Yellowstone National Park were compared to variations in historical climate conditions for the area. Univariate and multivariate analytical techniques reveal that (a) summer temperatures in the Park are increasing, (b) January-June precipitation levels are decreasing, and (c) variations in burn area within the Park are significantly related to the observed variations in climate. Outputs from four different general circulation model simulations for 2 ������ CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> were included in the analyses; model predictions for increasing aridity in the Yellowstone Park area were generally in agreement with observed trends in the historical climate records."
