Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it most address climate change impacts, adaptation, or mitigation? If the answer is ""None of these"", leave the rest of the answers blank.","If this paper addresses impacts then select the type of impact. If not, skip the question.","What is the spatial resolution of data in this paper? (i.e., minimum unit of observation)",What is the spatial extent of data in this paper? ,"Where was the study conducted? Please copy-paste coordinates of your best approximation of the study location in google maps. If you click something besides ""other"", then no need to fill out HUCs.",In what biome(s) is this research conducted? ,"If the paper has a smaller spatial extent than the Pacific Northwest, what HUC 6 watersheds was the study in? (Select watershed if in Canada; leave out the starting ""17"").",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address? ,List concerns or uncertainty when coding this paper. ,Copy and paste or summarize content related to our research questions. ,Copy and paste or summarize content related to research in mountainous environments. 
2/19/2018 7:50:10,CMC,"A coupled hierarchical modeling approach to
simulating the geomorphic response of river
systems to anthropogenic climate change",224,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Washington, Idaho, 46.453357, -117.926260; 47.507832, -115.991089; 45°45'06.1""N 115°16'55.7""; 45.751699, -115.282132",Freshwater: streams and rivers,"0103 - Spokane, 0401 - Snake headwaters, 0501 - Middle Snake - Boise","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Geography,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, River geomorphology and restoration","This paper describes the development and application of
a hierarchical modeling approach to investigate potential
climate-change impacts on the geomorphology of three
snowmelt-dominated rivers in the interior Pacific Northwest. --However, this study
does not explicitly account for climate-change impacts on
terrestrial sediment supply, and it should therefore be viewed
as a first step toward better understanding geomorphic implications
of climate change, with a focus on in-channel processes","There is little existing research,
however, on how future climate change is likely to affect
sediment transport and river morphology at the reach scale,
because of the difficulty in bridging the scales between global
climate change and highly local geomorphic processes, as well
in detecting a signal from relatively near-term climate change
on slow-responding geomorphic variables (Castelltort and Van
Den Driessche, 2003)",
2/1/2018 20:16:26,SH,A coupled hierarchical modeling approach to simulating the geomorphic response of river systems to anthropogenic climate change,224,Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"46.471094,-118.0869377; 45.751038,-115.349398; 47.4760478,-115.9487177",Freshwater: streams and rivers,"0103 - Spokane, 0601 - Lower Snake, 0602 - Salmon","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Hydrology,"Precipitation, Streamflow/stream forecasting, River geomorphology and restoration",,,
2/3/2018 21:41:55,PE,Local Variability Mediates Vulnerability of Trout Populations to Land Use and Climate Change,225,None of these or not in the CRB,,,,,,,,,,The Trask watershed is on the coast,,
2/1/2018 14:19:02,SH,Local Variability Mediates Vulnerability of Trout Populations to Land Use and Climate Change,225,Impacts,"Projected impacts, Observed impacts, Climate change implications",900m2 - 1km2,>10km2 - 100km2 (smaller than HUC 12),"44.7387684,-119.6501379",Freshwater: streams and rivers,0702 - John Day,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study","Hydrology, Forestry, Ecology","Precipitation, Streamflow/stream forecasting, Water quality, Non-anadromous fish, Aquatic habitat, Timber production/Silviculture",,,
1/20/2018 9:57:05,AM,"Summer Stream Temperatures Influence Sculpin Distributions and Spatial Partitioning in the Upper Clark Fork River Basin, Montana",226,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"46.857181,-114.1037187",Freshwater: streams and rivers,0102 - Pend Oreille,"Gridded or polygons, Point data collected specifically for this study",Ecology,"Temperature, Water quality, Water quantity, Non-anadromous fish, Aquatic habitat",,,
2/1/2018 21:08:47,SH,"Summer Stream Temperatures Influence Sculpin Distributions and Spatial Partitioning in the Upper Clark Fork River Basin, Montana",226,Impacts,Climate change implications,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"47.6216049,-115.3934557",Freshwater: streams and rivers,0102 - Pend Oreille,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Temperature, Non-anadromous fish, Aquatic habitat",,,
1/31/2018 12:41:36,DH,Genetic diversity is related to climatic variation and vulnerability in threatened bull trout,227,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Freshwater: streams and rivers,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0300 - Yakima, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia","Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Non-anadromous fish, Aquatic habitat, Timber production/Silviculture, Community resilience (human), Management",,,
2/1/2018 18:38:20,SH,Genetic diversity is related to climatic variation and vulnerability in threatened bull trout,227,Impacts,Observed impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Columbia River Basin,Freshwater: streams and rivers,,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Temperature, Precipitation, Streamflow/stream forecasting, Non-anadromous fish, Aquatic habitat",,,
1/20/2018 10:51:20,AM,Geographically variable response of Dendroctonus ponderosae to winter warming in the western United States,228,Impacts,"Observed impacts, Climate change implications",Not stated explicitly; use USFS aerial detection survey,Western US and/or Western US plus Canada,Western United States,Forest: temperate,,"Gridded or polygons, Point data NOT collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease, Forest Ecology",,,
2/1/2018 21:43:05,SH,Geographically variable response of Dendroctonus ponderosae to winter warming in the western United States,228,Impacts,Observed impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,Forest: temperate,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Forestry, Ecology","Temperature, Pests and disease",,,
1/30/2018 12:54:18,MF,Projected deglaciation of western Canada in the twenty-first century,229,Impacts,Projected impacts,1-900 m2 (1-30m; Landsat size or smaller),1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),British Columbia,,"Kooteney (Canada), Columbia (Canada), Okanagan (Canada)",Gridded or polygons,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Glaciers, Sea Level Rise",,,
2/1/2018 15:51:55,SH,Projected deglaciation of western Canada in the twenty-first century,229,Impacts,Projected impacts,1-900 m2 (1-30m; Landsat size or smaller),BC,British Columbia,Alpine/tundra,,Gridded or polygons,"Meteorology and Climatology, Hydrology",Glaciers,,,
2/19/2018 8:00:07,CMC,"A spatiotemporal pattern analysis of potential mountain pine beetle emergence in British Columbia, Canada",230,Impacts,Projected impacts,900m2 - 1km2,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,"Kooteney (Canada), Columbia (Canada), Okanagan (Canada)",Gridded or polygons,Ecology,"Temperature, Precipitation, Pests and disease, Forest Ecology",,,
2/1/2018 20:24:59,SH,"A spatiotemporal pattern analysis of potential mountain pine beetle emergence in British Columbia, Canada",230,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,,,,"Biology, Ecology","Temperature, Pests and disease",,,
2/3/2018 21:52:43,PE,"Cascading effects of feedbacks, disease, and climate change on alpine treeline dynamics",231,Impacts,Observed impacts,Point or plot scale,Northern Rocky Mountains,Northern Rocky Mountains,Alpine/tundra,,No data (example: conceptual modeling only),Forestry,"Pests and disease, Forest Ecology, Management",Agent based model,,
2/1/2018 14:42:18,SH,"Cascading effects of feedbacks, disease, and climate change on alpine treeline dynamics",231,Impacts,"Projected impacts, Climate change implications",Point or plot scale,I am unclear about how to answer this,a hypothetical landscape in the Northern Rockies,Alpine/tundra,,Gridded or polygons,"Forestry, Ecology","Pests and disease, Forest Ecology",This was a hypothetical landscape in an ABM.,,
1/20/2018 9:59:11,AM,Patch size but not short-term isolation influences occurrence of westslope cutthroat trout above human-made barriers,232,None of these or not in the CRB,,,,,,,,,,They don't substantially study any climate change impacts - just refer to it for context.,,
2/1/2018 21:16:27,SH,Patch size but not short-term isolation influences occurrence of westslope cutthroat trout above human-made barriers,232,None of these or not in the CRB,,,,,,,,,,not much about climate change,,
2/1/2018 18:41:46,SH,Landsat Time Series and Lidar as Predictors of Live and Dead Basal Area Across Five Bark Beetle-Affected Forests,233,None of these or not in the CRB,,,,,,,,,,about detecting bark beetle remotely--not climate change,,
1/20/2018 10:57:04,AM,Phenology and density-dependent dispersal predict patterns of mountain pine beetle (Dendroctonus ponderosae) impact,234,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"43.7873341,-114.4233269",Forest: temperate,"0200 - Upper Columbia, 0402 - Upper Snake","Gridded or polygons, Point data collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease, Timber production/Silviculture, Forest Ecology",,,
2/1/2018 21:49:22,SH,Phenology and density-dependent dispersal predict patterns of mountain pine beetle (Dendroctonus ponderosae) impact,234,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),44◦22 N to 43◦44 N (∼60 km) and 115◦10 W to 114◦28 W,Forest: temperate,,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease",,,
1/30/2018 13:08:37,MF,Nitrogen Deposition Effects on Diatom Communities in Lakes from Three National Parks in Washington State,235,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.8145673,-121.713293; ",Freshwater: ponds and lakes,"0300 - Yakima, 0701 - Middle Columbia","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Lacustrine Systems, Water quality, Aquatic habitat, Range Shifts, Soils, Diatoms; environmental quality",,,
2/1/2018 15:57:29,SH,Nitrogen Deposition Effects on Diatom Communities in Lakes from Three National Parks in Washington State,235,atmospheric nitrogen--don't know how to categorize,,,,,,,,,,,,
2/19/2018 8:13:25,CMC,Modeling the effects of dispersal and patch size on predicted fisher (Pekania [Martes] pennanti) distribution in the US Rocky Mountains,236,Impacts,Projected impacts,Point or plot scale,Point or plot scale,"Idaho, Montana",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane","Gridded or polygons, Point data collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Forest Ecology",,,Loarie et al. 2009 looks helpful
2/1/2018 20:35:09,SH,Modeling the effects of dispersal and patch size on predicted fisher (Pekania [Martes] pennanti) distribution in the US Rocky Mountains,236,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Montana",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0602 - Salmon, 0603 - Clearwater","Gridded or polygons, Point data collected specifically for this study, Point data NOT collected specifically for this study",Ecology,"Terrestrial wildlife, Range Shifts",,,
2/3/2018 21:59:31,PE,Numerical simulation of the impact of sediment supply and streamflow variations on channel grain sizes and Chinook salmon habitat in mountain drainage networks,237,Impacts,Climate change implications,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"44.9273211,-115.4322933",Freshwater: streams and rivers,0602 - Salmon,Point data collected specifically for this study,Hydrology,"Streamflow/stream forecasting, River geomorphology and restoration, Non-anadromous fish, Aquatic habitat, Management",,,
2/1/2018 14:54:11,SH,Numerical simulation of the impact of sediment supply and streamflow variations on channel grain sizes and Chinook salmon habitat in mountain drainage networks,237,Impacts,Projected impacts,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"45.3317058,-115.795891,",Freshwater: streams and rivers,0602 - Salmon,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study","Hydrology, Ecology","Precipitation, Streamflow/stream forecasting, Salmon, Aquatic habitat, Wildfire",,,
1/20/2018 9:00:19,AM,Variability Common to First Leaf Dates and Snowpack in the Western Conterminous United States,238,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert",,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Meteorology and Climatology, Hydrology, Ecology","Temperature, Precipitation, Snow, Forest Ecology, Phenology",,,
12/11/2017 11:26:04,PE,Variability Common to First Leaf Dates and Snowpack in the Western Conterminous United States,238,Impacts,Observed impacts,100 km2 - 500 km2 (HUC 12 is 100 km2),Western US and/or Western US plus Canada,Western United States,,,Gridded,"Meteorology and Climatology, Ecology, Geography","Temperature, Precipitation, Snow, phenology",,,
1/30/2018 15:45:59,DH,Will Future Climate Favor More Erratic Wildfires in the Western United States?,239,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert, Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers",,Gridded or polygons,Meteorology and Climatology,"Temperature, Wildfire, Management, Carbon Emissions",,,
12/11/2017 11:39:35,PE,Will Future Climate Favor More Erratic Wildfires in the Western United States?,239,Impacts,"Projected impacts, Observed impacts",>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Western United States,,,Gridded,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Range Shifts, Wildfire",,,"In this study, we used the temperature and humidity
data from these RCM simulations at 0000 UTC for each
day to assess the climatological distributions of the high elevation
variant of the HI at each grid point over the
western United States for which the elevation is above
1000 m. ###  ""..we further focus on the potential
changes in lower-atmospheric conditions resulting
from global climate change that could affect wildfire
growth in the high-elevation regions over the western
United States."" "
2/19/2018 18:19:33,AM,Increasing synchrony of high temperature and low flow in western North American streams: double trouble for coldwater biota?,240,Impacts,Observed impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,Freshwater: streams and rivers,,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Streamflow/stream forecasting, Water quality, Water quantity",,,
12/11/2017 12:18:48,PE,Increasing synchrony of high temperature and low flow in western North American streams: double trouble for coldwater biota?,240,Impacts,Observed impacts,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Western United States,,,"Gridded, Points in an observation network (e.g. SNOTEL)","Hydrology, Biology","Temperature, Streamflow/stream forecasting, Aquatic habitat",,,"In mountainous areas, such as western North America, recent shifts toward an earlier spring peak flow and decreases in low flow during summer/fall have been reported. "
1/27/2018 16:37:35,MF,Aquatic insect assemblages associated with subalpine stream segment types in relict glaciated headwaters,241,Impacts,Climate change implications,Point or plot scale,500 km2 - 1500 km2 (HUC 10 is 587 km2),"47.4666484,-121.5966868","Alpine/tundra, Forest: temperate","0200 - Upper Columbia, 0300 - Yakima",Point data collected specifically for this study,"Biology, Ecology","Water quality, Aquatic habitat",,,
12/11/2017 14:21:33,PE,Aquatic insect assemblages associated with subalpine stream segment types in relict glaciated headwaters,241,Impacts,Climate change implications,Point or plot scale,>1km2 - 10km2 (city of Moscow is 2.6 km2),"46.8877403,-121.5255992",Freshwater: ponds and lakes,0800 - Lower Columbia,Point data collected specifically for this study,"Biology, Ecology","Temperature, Streamflow/stream forecasting, Aquatic habitat",,,Changes in streamflow and temperature associated with climate change are expected to reduce biotic variation among headwater habitats. 
2/19/2018 8:20:49,CMC,"Spatial variability of the response to climate change in regional groundwater systems - Examples from simulations in the Deschutes Basin, Oregon",242,Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.618651, -121.269384","Grassland: temperate, Forest: temperate",0703 - Deschutes,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Groundwater, Water quantity",,,groundwater and climate change in mountain landscapes
12/11/2017 14:39:54,PE,"Spatial variability of the response to climate change in regional groundwater systems - Examples from simulations in the Deschutes Basin, Oregon",242,Impacts,Projected impacts,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2; 1 degree by 1 degree is also in this category),1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"43.6878225,-121.8181246",,0703 - Deschutes,"Gridded, Points in an observation network (e.g. SNOTEL)",Hydrology,"Snow, Streamflow/stream forecasting, Groundwater",,,
2/19/2018 18:32:33,AM,Pest outbreak distribution and forest management impacts in a changing climate in British Columbia,243,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,British Columbia,"Forest: temperate, Forest: boreal (N of 50 degrees)",,Gridded or polygons,Forestry,"Temperature, Precipitation, Pests and disease, Timber production/Silviculture, Forest Ecology, Policy, Management, Economics",,,
12/11/2017 15:15:39,PE,Pest outbreak distribution and forest management impacts in a changing climate in British Columbia,243,Impacts,Projected impacts,>1km2 - 10km2 (city of Moscow is 2.6 km2),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,Columbia (Canada),"Gridded, Points in an observation network (e.g. SNOTEL)",Forestry,"Pests and disease, Policy",,,
1/20/2018 9:03:41,AM,Effects of Widespread Drought-Induced Aspen Mortality on Understory Plants,244,None of these or not in the CRB,,,,,,,,,,southwestern Colorado,,
1/30/2018 15:50:49,DH,A Stochastic Conceptual Modeling Approach for Examining the Effects of Climate Change on Streamflows in Mountain Basins,245,Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"46.5190971,-116.3006258","Alpine/tundra, Forest: temperate",0603 - Clearwater,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Management",,,
12/13/2017 13:54:19,PE,A Stochastic Conceptual Modeling Approach for Examining the Effects of Climate Change on Streamflows in Mountain Basins,245,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","46.5191008,-116.3028091",,0103 - Spokane,Points in an observation network (e.g. SNOTEL),"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Management",,,"We propose a new scenario-based approach for testing
the effects of climate change on mountain streamflow."
2/19/2018 18:38:12,AM,Sensitivity of the snowcover energetics in a mountain basin to variations in climate,246,Impacts,Climate change implications,Point or plot scale,900m2 - 1km2,"43.0685889,-116.7725145","Grassland: temperate, Forest: temperate",0501 - Middle Snake - Boise,Point data NOT collected specifically for this study,Hydrology,"Temperature, Precipitation, Snow",,,
12/13/2017 14:09:43,PE,Sensitivity of the snowcover energetics in a mountain basin to variations in climate,246,Impacts,Climate change implications,900m2 - 1km2,900m2 - 1km2,"43.2381825,-116.8535293",Desert: semi-arid desert,0501 - Middle Snake - Boise,Points in an observation network (e.g. SNOTEL),"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting",,,
1/18/2018 13:39:36,DH,"The ecology of mixed severity fire regimes in Washington, Oregon, and Northern California",247,Impacts,Climate change implications,1-900 m2 (1-30m; Landsat size or smaller),Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Forest: temperate",,"Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Water quantity, Wildfire, Forest Ecology, Soils, Management",Spatial resolution is hard to find in this case. Information about the data wasn't readily accessible.,,
1/7/2018 14:11:40,MF,"The ecology of mixed severity fire regimes in Washington, Oregon, and Northern California",247,None of these or not in the CRB,,,,,,,,,,"Not about climate change, more about land use history",,
1/27/2018 16:40:10,MF,"Biogeochemical responses of two alpine lakes to climate change and atmospheric deposition, Jasper and Banff National parks, Canadian Rocky Mountains",248,None of these or not in the CRB,,,,,,,,,,Both study sites are in Alberta,,
12/14/2017 14:27:29,PE,"Biogeochemical responses of two alpine lakes to climate change and atmospheric deposition, Jasper and Banff National parks, Canadian Rocky Mountains",248,Impacts,Climate change implications,900m2 - 1km2,900m2 - 1km2,"52.7929472,-118.984793",Freshwater: ponds and lakes,,,,,,,
2/19/2018 8:21:46,CMC,"Climatology of winter transition days for the contiguous USA, 1951–2007
",249,None of these or not in the CRB,,,,,,,,,,US scale,,
2/19/2018 18:43:21,AM,"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA",250,Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"46.268226,-119.314407","Grassland: temperate, Forest: temperate",0300 - Yakima,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Hydrology, Economics","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Agriculture, Economics",,,
1/20/2018 9:10:39,AM,"Implications of climate-driven variability and trends for the hydrologic assessment of the Reynolds Creek Experimental Watershed, Idaho",251,Impacts,Climate change implications,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"43.164088,-116.7549127","Grassland: temperate, Forest: temperate, Freshwater: streams and rivers",0501 - Middle Snake - Boise,Point data NOT collected specifically for this study,Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting, Forest Ecology",,,
12/13/2017 15:58:58,PE,"Implications of climate-driven variability and trends for the hydrologic assessment of the Reynolds Creek Experimental Watershed, Idaho",251,Impacts,Climate change implications,Point or plot scale,100 km2 - 500 km2 (HUC 12 is 100 km2),"43.2376781,-116.9926031",Desert: semi-arid desert,0501 - Middle Snake - Boise,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting",,,
1/30/2018 15:58:28,DH,"Spatial-temporal analysis of species range expansion: the case of the mountain pine beetle, Dendroctonus ponderosae",252,Impacts,Climate change implications,1-900 m2 (1-30m; Landsat size or smaller),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","51.4499981,-116.3008429",Forest: temperate,"Kooteney (Canada), Columbia (Canada)","Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Species Invasion, Pests and disease, Range Shifts, Forest Ecology, Management",,,
12/14/2017 14:27:18,PE,"Spatial-temporal analysis of species range expansion: the case of the mountain pine beetle, Dendroctonus ponderosae",252,Impacts,Observed impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"52.8833277,-118.5016862",Forest: boreal (N of 50 degrees),,"Gridded, Point data collected specifically for this study",Forestry,Pests and disease,,,
2/19/2018 18:47:51,AM,Freshwater Ecosystems and Resilience of Pacific Salmon: Habitat Management Based on Natural Variability,253,Adaptation,,N/A,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Pacific Salmon Range,Freshwater: streams and rivers,,No data (example: conceptual modeling only),Policy or management,"Temperature, Streamflow/stream forecasting, Water quality, Water quantity, Salmon, Aquatic habitat, Policy, Management, Restoration; Resilience","Not really spatially explicit, so a little tough in our form",,
12/18/2017 18:13:31,PE,Freshwater Ecosystems and Resilience of Pacific Salmon: Habitat Management Based on Natural Variability,253,Impacts,Climate change implications,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (460,000 km2)","Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Freshwater: streams and rivers,,Policy data,Policy or management,Salmon,,,
1/27/2018 16:48:40,MF,"Impact of climate change on north cascade alpine glaciers, and alpine runoff",254,Impacts,Observed impacts,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",,Alpine/tundra,"0200 - Upper Columbia, 0300 - Yakima",Points in an observation network (e.g. SNOTEL),Hydrology,"Glaciers, Streamflow/stream forecasting",,,
12/18/2017 18:29:28,PE,"Impact of climate change on north cascade alpine glaciers, and alpine runoff",254,Impacts,Observed impacts,900m2 - 1km2,100 km2 - 500 km2 (HUC 12 is 100 km2),"48.4498467,-121.5996236",Alpine tundra,"0200 - Upper Columbia, 0300 - Yakima",Points in an observation network (e.g. SNOTEL),Hydrology,"Glaciers, Streamflow/stream forecasting",,,
2/19/2018 8:27:34,CMC,Integrating climate change into forest management in South-Central British Columbia: An assessment of landscape vulnerability and development of a climate-smart framework,255,Adaptation,,Point or plot scale,Western US and/or Western US plus Canada,British Columbia,,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Policy data",Policy or management,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Terrestrial wildlife, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Community resilience (human), Soils, Policy, Management, Carbon Emissions",Framework,,
12/18/2017 18:45:44,PE,Integrating climate change into forest management in South-Central British Columbia: An assessment of landscape vulnerability and development of a climate-smart framework,255,Impacts,Projected impacts,500 km2 - 1500 km2 (HUC 10 is 587 km2),500 km2 - 1500 km2 (HUC 10 is 587 km2),"49.8996077,-119.5952048",Forest: temperate,Okanagan (Canada),Point data NOT collected specifically for this study,Forestry,"Pests and disease, Wildfire, Timber production/Silviculture, Forest Ecology, Management",,,
2/19/2018 18:56:53,AM,A tree and climate assessment tool for modelling ecosystem response to climate change,256,Impacts,Climate change implications,Point or plot scale,Point or plot scale,"50.2067, -119.4800",Forest: temperate,Okanagan (Canada),Points in an observation network (e.g. SNOTEL),Ecology,"Temperature, Timber production/Silviculture, Forest Ecology",,,
12/18/2017 18:58:36,PE,A tree and climate assessment tool for modelling ecosystem response to climate change,256,Impacts,Projected impacts,,,"50.1376371,-119.5134295",Forest: boreal (N of 50 degrees),Okanagan (Canada),Points in an observation network (e.g. SNOTEL),Forestry,"Temperature, Range Shifts, Forest Ecology, Management",,,
1/20/2018 9:12:03,AM,Analysis of the impact of snow on daily weather variability in mountainous regions using MM5,257,None of these or not in the CRB,,,,,,,,,,Sierra Nevada,,
1/11/2018 12:13:26,PE,Analysis of the impact of snow on daily weather variability in mountainous regions using MM5,257,None of these or not in the CRB,,,,Western United States,,,,,,,,
1/30/2018 16:05:41,DH,Influence of fire regimes on lodgepole pine stand age and density across the Yellowstone National Park (USA) landscape,258,Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.4199695,-110.669788","Forest: temperate, Freshwater: ponds and lakes",0401 - Snake headwaters,"Point data collected specifically for this study, Point data NOT collected specifically for this study, Policy data",Forestry,"Temperature, Precipitation, Wildfire, Forest Ecology, Soils, Management",,,
1/24/2018 10:59:05,PE,Influence of fire regimes on lodgepole pine stand age and density across the Yellowstone National Park (USA) landscape,258,Impacts,Observed impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.4279828,-110.597209",,0401 - Snake headwaters,Point data NOT collected specifically for this study,Forestry,"Wildfire, Forest Ecology","Named sub alpine environment, but this is no longer an option",,
