Timestamp,name,title,paper_id,"Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation?","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,Select at least one option every time. Which HUC 6 watershed(s) did the study take place?,"Enter place name and GPS points if they are easily identifiable (e.g., study includes point data).",What discipline(s) does this study address?,What topic(s) does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
2018-07-12T15:30:48Z,am,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,impacts,yes,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),okanagan (canada),"kamloops bc; 50.7418883,-122.5399473",ecology,"temperature, precipitation, forest ecology, dendrochronology, carbon cycle, nutrient cycles, policy",NA,NA,NA,yes
4/28/2018 14:36:48,pe,influence of winter season climate variability on snow-precipitation ratio in the western united states.,695,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity",NA,NA,NA,no
5/1/2018 18:43:38,am,influence of winter season climate variability on snow-precipitation ratio in the western united states.,695,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity",NA,NA,NA,no
5/13/2018 12:34:36,pe,how will climate change affect wildland fire severity in the western us?,696,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),this study includes a case study map with more than 5 study locations over large extent,"meteorology and climatology, forestry","temperature, precipitation, snow, water quantity, wildfire, forest ecology, soils, policy, management",NA,NA,NA,no
5/15/2018 15:34:35,mf,how will climate change affect wildland fire severity in the western us?,696,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),this study includes a case study map with more than 5 study locations over large extent,"meteorology and climatology, forestry","temperature, precipitation, snow, water quantity, wildfire, forest ecology, soils, policy, management",NA,NA,NA,no
5/10/2018 15:19:38,pe,area burned in alpine treeline ecotones reflects region-wide trends.,697,impacts,no,yes,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, snow, terrestrial wildlife, wildfire, soils, management",NA,NA,NA,no
6/7/2018 17:00:33,mf,area burned in alpine treeline ecotones reflects region-wide trends.,697,impacts,no,yes,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, snow, terrestrial wildlife, wildfire, soils, management",NA,NA,NA,no
7/4/2018 16:30:25,cc,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"glacier and mount revelstoke national parks; 51.262696, -117.131389",forestry,"temperature, precipitation, snow, glaciers, dendrochronology, mathematics, species range shifts, forest ecology, management",NA,NA,NA,yes
5/5/2018 16:56:56,pe,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"glacier and mount revelstoke national parks; 51.262696, -117.131389",forestry,"temperature, precipitation, snow, glaciers, dendrochronology, mathematics, species range shifts, forest ecology, management",NA,NA,NA,yes
5/25/2018 15:38:57,pe,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,impacts,yes,no,forest: temperate,western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)","43.7282764,-110.8595467; 50.2945674,-117.3881363; 52.1816789,-118.210627; 43.7930706,-110.9581532",forestry,"snow, water quantity, pests and disease, species range shifts, forest ecology, management",NA,NA,NA,no
5/31/2018 17:17:47,sh,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,impacts,yes,no,forest: temperate,western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)","43.7282764,-110.8595467; 50.2945674,-117.3881363; 52.1816789,-118.210627; 43.7930706,-110.9581532",forestry,"snow, water quantity, pests and disease, species range shifts, forest ecology, management",NA,NA,NA,no
5/14/2018 13:10:03,pe,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,impacts,no,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),0200 - upper columbia,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, snow, water quantity, timber production/silviculture, forest ecology, soils",NA,NA,NA,yes
5/15/2018 15:41:44,mf,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,impacts,no,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),0200 - upper columbia,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, snow, water quantity, timber production/silviculture, forest ecology, soils",NA,NA,NA,yes
5/10/2018 15:34:18,pe,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,702,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0401 - snake headwaters (yellowstone np and tetons np), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,policy or management,"terrestrial wildlife, forest ecology, community resilience (human), attitudes and beliefs, management",NA,NA,NA,yes
6/7/2018 17:14:09,mf,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources.,702,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0401 - snake headwaters (yellowstone np and tetons np), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,policy or management,"terrestrial wildlife, forest ecology, community resilience (human), attitudes and beliefs, management",NA,NA,NA,yes
5/31/2018 17:22:30,sh,montane meadows as indicators of environmental change.,705,impacts,no,yes,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"44.1588059,-112.0295603; 44.9380613,-111.1646504",ecology,"temperature, precipitation, water quantity, terrestrial wildlife, species range shifts, entomology, management",NA,NA,NA,yes
5/28/2018 11:38:57,pe,montane meadows as indicators of environmental change.,705,impacts,no,yes,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"44.1588059,-112.0295603; 44.9380613,-111.1646504",ecology,"temperature, precipitation, water quantity, terrestrial wildlife, species range shifts, entomology, management",NA,NA,"because of their sensitivity to environmental
conditions and specialized flora and fauna, mesic montane meadows may
be important habitats to monitor with respect to degradation or loss of species in response to environmental and climatic stressors.",yes
4/28/2018 14:55:54,pe,taking the pulse of mountains: ecosystem responses to climatic variability.,707,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0200 - upper columbia, kooteney (canada)","north cascades national park; 48.7718174,-121.2984648; glacier national park; 48.6587828,-114.4076579",ecology,"temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo), streamflow/stream forecasting, wildfire, forest ecology, dendrochronology, management",NA,NA,NA,no
5/1/2018 19:15:38,am,taking the pulse of mountains: ecosystem responses to climatic variability.,707,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0200 - upper columbia, kooteney (canada)","north cascades national park; 48.7718174,-121.2984648; glacier national park; 48.6587828,-114.4076579",ecology,"temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo), streamflow/stream forecasting, wildfire, forest ecology, dendrochronology, management",NA,big summary/synthesis of climate change in mountainous environments.,NA,no
5/10/2018 15:53:25,pe,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,impacts,no,yes,"grassland: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"american falls idaho; 42.7845339,-113.4170303; idaho falls; 43.4928072,-112.1037468",ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), species range shifts, wildfire, soils, management",NA,NA,NA,no
6/7/2018 17:22:50,mf,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,impacts,no,yes,"grassland: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"american falls idaho; 42.7845339,-113.4170303; idaho falls; 43.4928072,-112.1037468",ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), species range shifts, wildfire, soils, management",NA,NA,NA,no
5/5/2018 17:18:50,pe,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,impacts,no,yes,"freshwater: wetlands, freshwater: streams and rivers",1-100 km2 (huc 12 is 100 km2),0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"nyack floodplain; 48.452845, -113.805325",ecology,"climate oscilations (enso, pdo), streamflow/stream forecasting, river geomorphology and restoration, groundwater, aquatic habitat",NA,NA,NA,no
7/5/2018 8:32:47,cc,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,impacts,no,yes,"freshwater: wetlands, freshwater: streams and rivers",1-100 km2 (huc 12 is 100 km2),0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"nyack floodplain; 48.452845, -113.805325",ecology,"climate oscilations (enso, pdo), streamflow/stream forecasting, river geomorphology and restoration, groundwater, aquatic habitat",NA,NA,NA,no
5/28/2018 14:00:13,pe,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,impacts,no,no,"grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,ecology,"temperature, snow, terrestrial wildlife, species range shifts",NA,NA,NA,yes
5/31/2018 17:26:38,sh,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,impacts,no,no,"grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,ecology,"temperature, snow, terrestrial wildlife, species range shifts",barely about climate change,NA,NA,yes
5/9/2018 14:56:44,mf,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",713,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s)",this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire",NA,NA,NA,yes
7/5/2018 9:14:15,cc,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",713,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s)",this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire",NA,NA,NA,yes
4/28/2018 15:13:46,pe,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",714,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), all idaho",na/not appropriate for point data,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire, forest ecology",NA,NA,NA,no
5/1/2018 19:23:44,am,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",714,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), all idaho",na/not appropriate for point data,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire, forest ecology",NA,NA,NA,no
5/14/2018 13:36:20,pe,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,715,impacts,no,yes,"grassland: temperate, desert: semi-arid desert","100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","canyon county idaho; 43.5854003,-117.0331678; ada county idaho; 3.4600104,-116.5243294",biology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
5/15/2018 15:49:10,mf,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,715,impacts,no,yes,"grassland: temperate, desert: semi-arid desert","100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","canyon county idaho; 43.5854003,-117.0331678; ada county idaho; 3.4600104,-116.5243294",biology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
5/10/2018 16:01:51,pe,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,716,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,ecology,"temperature, pests and disease, species range shifts, entomology, forest ecology, management",NA,NA,NA,no
6/7/2018 17:28:09,mf,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,716,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, pests and disease, species range shifts, entomology, forest ecology, management",NA,NA,NA,no
5/5/2018 17:31:47,pe,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,biology,"pests and disease, entomology, forest ecology, management, mathematics",NA,NA,NA,no
7/4/2018 16:52:00,cc,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,biology,"pests and disease, entomology, forest ecology, management, mathematics",just another canadian mpb study,NA,NA,no
5/28/2018 14:19:06,pe,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",718,mitigation,no,no,forest: temperate,western us and/or western us plus canada,"0103 - spokane, 0502 - middle snake - powder, 0601 - lower snake, 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,ecology,"wildfire, timber production/silviculture, forest ecology, management, carbon emissions, carbon cycle",NA,NA,NA,yes
6/7/2018 17:35:59,sh,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",718,mitigation,no,no,forest: temperate,western us and/or western us plus canada,"0103 - spokane, 0502 - middle snake - powder, 0601 - lower snake, 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,ecology,"wildfire, timber production/silviculture, forest ecology, management, carbon emissions, carbon cycle",NA,NA,NA,yes
4/28/2018 15:25:11,pe,gradient-based habitat affinities predict species vulnerability to drought.,719,impacts,no,no,grassland: temperate,"100 km2 - 1,500 km2","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake","yellowstone national park; 44.584418,-111.0758737",ecology,"temperature, precipitation, species range shifts, entomology, wetlands/meadows",NA,NA,NA,yes
5/2/2018 11:55:39,am,gradient-based habitat affinities predict species vulnerability to drought.,719,impacts,no,no,grassland: temperate,"100 km2 - 1,500 km2","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake","yellowstone national park; 44.584418,-111.0758737",ecology,"temperature, precipitation, species range shifts, entomology, wetlands/meadows",no site map,NA,NA,yes
5/14/2018 21:10:46,pe,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,720,impacts,no,yes,"alpine/tundra, forest: temperate","100 km2 - 1,500 km2","0402 - upper snake, 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, water quantity, mathematics",NA,NA,NA,no
5/15/2018 15:53:19,mf,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,720,impacts,no,yes,"alpine/tundra, forest: temperate","100 km2 - 1,500 km2","0402 - upper snake, 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, water quantity, mathematics",NA,NA,NA,no
6/7/2018 17:30:44,mf,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,mitigation,no,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"timber production/silviculture, forest ecology, soils, management, carbon emissions, carbon cycle",NA,NA,NA,no
5/10/2018 19:51:50,pe,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,mitigation,no,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"timber production/silviculture, forest ecology, soils, management, carbon emissions, carbon cycle",NA,NA,NA,no
5/5/2018 17:43:43,pe,why land planners and water managers don't talk to one another and why they should!,722,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0900 - willamette (hj andrews experimental forest),"portland, or; 45.5423657,-122.9345683",policy or management,"water quality, water quantity, community resilience (human), attitudes and beliefs, management, land use",NA,NA,NA,yes
2018-07-12T15:34:30Z,am,why land planners and water managers don't talk to one another and why they should!,722,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0900 - willamette (hj andrews experimental forest),"portland, or; 45.5423657,-122.9345683",policy or management,"water quality, water quantity, community resilience (human), attitudes and beliefs, management, land use",NA,NA,NA,yes
5/14/2018 21:48:10,pe,hydrothermal assessment of temporal variability in seedbed microclimate.,725,impacts,no,no,grassland: temperate,"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)",na/not appropriate for point data,ecology,"temperature, precipitation, water quantity, species invasion, soils, management",NA,NA,NA,yes
2018-07-12T15:39:19Z,am,hydrothermal assessment of temporal variability in seedbed microclimate.,725,impacts,no,no,grassland: temperate,"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)",na/not appropriate for point data,ecology,"temperature, precipitation, water quantity, species invasion, soils, management",NA,NA,NA,yes
5/10/2018 21:22:29,pe,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa",726,impacts,no,yes,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0200 - upper columbia,na/not appropriate for point data,ecology,"temperature, precipitation, wildfire, timber production/silviculture, forest ecology, management",NA,NA,NA,no
6/7/2018 17:33:49,mf,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa.",726,impacts,no,yes,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0200 - upper columbia,na/not appropriate for point data,ecology,"temperature, precipitation, wildfire, timber production/silviculture, forest ecology, management",NA,NA,NA,no
5/2/2018 12:03:59,am,lilies at the limit: variation in plant-pollinator interactions across an elevational range.,729,impacts,no,no,alpine/tundra,point or plot scale,0800 - lower columbia (southeast mount rainier),"mount rainier; 46.8600211,-121.8553511","biology, ecology","species range shifts, plant ecology; pollinator interactions",no site map.,NA,NA,yes
2018-07-12T16:55:09Z,sh,lilies at the limit: variation in plant-pollinator interactions across an elevational range.,729,impacts,no,no,alpine/tundra,point or plot scale,0800 - lower columbia (southeast mount rainier),"mount rainier; 46.8600211,-121.8553511","biology, ecology","species range shifts, plant ecology; pollinator interactions",NA,NA,NA,yes
7/9/2018 11:22:24,am,climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,730,impacts,yes,yes,"grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737","meteorology and climatology, forestry","wildfire, forest ecology, carbon emissions, carbon cycle",NA,NA,NA,no
2018-07-12T16:57:54Z,sh,climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,730,impacts,yes,yes,"grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737","meteorology and climatology, forestry","wildfire, forest ecology, carbon emissions, carbon cycle",NA,NA,NA,no
7/5/2018 8:21:28,cc,"changes in glacier and alpine runoff in the north cascade range, washington, usa 1985-1993.",732,impacts,no,yes,"alpine/tundra, freshwater: streams and rivers","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0200 - upper columbia,"north cascades np; 48.435054, -120.991642",hydrology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quantity, management",mostly out of basin since it is north cascades,NA,NA,no
5/5/2018 18:12:31,pe,"changes in glacier and alpine runoff in the north cascade range, washington, usa 1985-1993.",732,impacts,no,yes,"alpine/tundra, freshwater: streams and rivers","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0200 - upper columbia,"north cascades np; 48.435054, -120.991642",hydrology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quantity, management",NA,NA,NA,no
5/28/2018 15:06:23,pe,future climate in the yellowstone national park region and its potential impact on vegetation.,733,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,geography,"temperature, precipitation, water quantity, species invasion, species range shifts, wildfire, forest ecology, management",NA,NA,NA,no
6/7/2018 17:54:27,sh,future climate in the yellowstone national park region and its potential impact on vegetation.,733,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,geography,"temperature, precipitation, water quantity, species invasion, species range shifts, wildfire, forest ecology, management",NA,NA,NA,no
4/9/2018 9:23:32,am,model analysis of mountain pine beetle (coleoptera: scolytidae) seasonality.,735,impacts,yes,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0402 - upper snake, 0602 - salmon","sawtooth national recreation area; 44.1274464,-122.8263493","biology, ecology","temperature, pests and disease, forest ecology",NA,NA,NA,no
5/11/2018 11:23:21,mf,model analysis of mountain pine beetle (coleoptera: scolytidae) seasonality.,735,impacts,yes,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0402 - upper snake, 0602 - salmon","sawtooth national recreation area; 44.1274464,-122.8263493","biology, ecology","temperature, pests and disease, forest ecology",NA,NA,NA,no
4/9/2018 9:31:42,am,physiology on a landscape scale: plant-animal interactions.,737,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","100 km2 - 1,500 km2",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737","biology, ecology","temperature, precipitation, terrestrial wildlife, species range shifts, forest ecology",NA,NA,NA,no
5/15/2018 20:58:54,cc,physiology on a landscape scale: plant-animal interactions.,737,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","100 km2 - 1,500 km2",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737","biology, ecology","temperature, precipitation, terrestrial wildlife, species range shifts, forest ecology","a series of case studies, elk in yellowstone are one part of the study. confusing paper to me.",NA,NA,no
4/9/2018 9:42:09,am,quantifying relationships between bird and butterfly community shifts and environmental change.,739,impacts,no,no,"grassland: temperate, forest: temperate","25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737",ecology,"precipitation, snow, water quantity, terrestrial wildlife, species range shifts, entomology",NA,NA,NA,yes
6/11/2018 9:22:18,pe,quantifying relationships between bird and butterfly community shifts and environmental change.,739,impacts,no,no,"grassland: temperate, forest: temperate","25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737",ecology,"precipitation, snow, water quantity, terrestrial wildlife, species range shifts, entomology",NA,NA,NA,yes
4/9/2018 9:48:00,am,carbon storage on landscapes with stand-replacing fires.,740,mitigation,no,no,forest: temperate,"100 km2 - 1,500 km2",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737",ecology,"wildfire, forest ecology, carbon emissions, carbon cycle",NA,NA,NA,no
5/11/2018 11:27:57,mf,carbon storage on landscapes with stand-replacing fires.,740,mitigation,no,no,forest: temperate,"100 km2 - 1,500 km2",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737",ecology,"wildfire, forest ecology, carbon emissions, carbon cycle",NA,NA,NA,no
6/8/2018 13:40:24,mf,hydrologic regime and herbivory stabilize an alternative state in yellowstone national park.,741,impacts,no,yes,"grassland: temperate, forest: temperate, freshwater: ponds and lakes, freshwater: wetlands, freshwater: streams and rivers","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737",ecology,"temperature, river geomorphology and restoration, aquatic habitat, terrestrial wildlife, species range shifts, forest ecology, management",NA,NA,NA,yes
4/9/2018 9:52:49,am,hydrologic regime and herbivory stabilize an alternative state in yellowstone national park.,741,impacts,no,yes,"grassland: temperate, forest: temperate, freshwater: ponds and lakes, freshwater: wetlands, freshwater: streams and rivers","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone national park; 44.584418,-111.0758737",ecology,"temperature, river geomorphology and restoration, aquatic habitat, terrestrial wildlife, species range shifts, forest ecology, management",possible that sites are actually outside of crb,NA,NA,yes
