reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
dh,do insect outbreaks reduce the severity of subsequent forest fires?,62,impacts,climate change implications,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","washington, oregon",forest: temperate,"0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia, 0900 - willamette","points in an observation network (e.g. snotel), point data not collected specifically for this study","forestry, ecology","temperature, precipitation, water quality, species invasion, pests and disease, range shifts, wildfire, timber production/silviculture, forest ecology, agriculture, policy, management",NA,NA,NA
dh,recent tree mortality in the western united states from bark beetles and forest fires,63,impacts,observed impacts,"point or plot scale, 900m2 - 1km2",western us and/or western us plus canada,"western united states, 44.1401893,-114.5747983",forest: temperate,0602 - salmon,"gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study",forestry,"temperature, precipitation, snow, water quality, terrestrial wildlife, pests and disease, range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA
am,implications of projected climate change for groundwater recharge in the western united states,64,impacts,projected impacts,not enough information to say,western us and/or western us plus canada,western united states,n/a (not biome specific or all biomes - see codebook),all in crb u.s.,"no data (example: conceptual modeling only), review",hydrology,"temperature, precipitation, groundwater, water quantity, agriculture, soils, policy, management",a little hard to understand their methods - but i think it's literature review plus conceptual modeling,NA,NA
dh,"predicting landscape sensitivity to present and future floods in the pacific northwest, usa",65,impacts,projected impacts,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","washington, oregon","alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert","0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia, 0900 - willamette","gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon, non-anadromous fish, aquatic habitat, agriculture, community resilience (human), attitudes and beliefs, soils, policy, management",NA,NA,NA
dh,the effects of climate change and extreme wildfire events on runoff erosion over a mountain watershed,66,impacts,projected impacts,NA,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"45.0873504,-114.9142197","alpine/tundra, forest: temperate, freshwater: streams and rivers",0602 - salmon,"gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study",hydrology,"temperature, precipitation, streamflow/stream forecasting, lacustrine systems, river geomorphology and restoration, water quality, water quantity, wildfire, forest ecology, soils, management",NA,NA,NA
cmc,climate change impact on the roles of temperature and precipitation in western u.s. snowpack variability,67,impacts,projected impacts,western us and/or western us plus canada,point or plot scale,western united states,"alpine/tundra, forest: temperate",all in crb u.s.,"gridded or polygons, points in an observation network (e.g. snotel)",meteorology and climatology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, groundwater, water quantity",paper focuses on 6 mountainous regions throughout the western us. wasatch and northern rockies are in the crb.,"good lit rev: seasonal snowfall in the mountainous regions of the western united states (u.s.) is a critical component of the annual water cycle as regional water supplies rely heavily on spring and summer melt from accumulated snowpack. many studies have identiﬁed widespread declines in snowpack in western north america [mote et al., 2005; hamlet et al., 2005; mote, 2006], and these changes have been linked to warming trends [pederson et al., 2011; kapnick and hall, 2012; pederson et al., 2013] and increasing freezing level elevations [abatzoglou, 2011]. additionally, approximately half of recent changes in western u.s. snowpack have been attributed to anthropogenic eﬀects [pierce et al., 2008].",very mountain focused.
dh,testing the recent snow drought as an analog for climate warming sensitivity of cascades snowpacks,68,impacts,observed impacts,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)",oregon,"alpine/tundra, forest: temperate","0703 - deschutes, 0900 - willamette",points in an observation network (e.g. snotel),"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, forest ecology, agriculture, community resilience (human), management",NA,NA,NA
dh,microclimate predicts within-season distribution dynamics of montane forest birds,69,impacts,climate change implications,point or plot scale,>10km2 - 100km2 (smaller than huc 12),"44.2122158,-122.2574345",forest: temperate,0900 - willamette,"points in an observation network (e.g. snotel), point data collected specifically for this study",ecology,"temperature, water quality, terrestrial wildlife, range shifts, wildfire, forest ecology, attitudes and beliefs",NA,NA,NA
am,relative abundance and functional role of whitebark pine at treeline in the northern rocky mountains,7,impacts,climate change implications,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","51.2056255,-116.0829526","alpine/tundra, forest: temperate","0102 - pend oreille, kooteney (canada)","point data collected specifically for this study, point data not collected specifically for this study",biology,"range shifts, forest ecology, pests and disease",NA,NA,NA
am,a new method comparing snowmelt timing with annual area burned,70,impacts,climate change implications,not specified,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","45.2822236,-112.5880012",forest: temperate,"0401 - snake headwaters, 0402 - upper snake, 0603 - clearwater, 0102 - pend oreille, 0103 - spokane, 0602 - salmon",gridded or polygons,ecology,"temperature, snow, streamflow/stream forecasting, terrestrial wildlife, wildfire, forest ecology",NA,NA,NA
dh,the relative influences of climate and competition on tree growth along montane ecotones in the rocky mountains,71,impacts,climate change implications,point or plot scale,western us and/or western us plus canada,"45.8076973,-113.9477221",forest: temperate,0102 - pend oreille,"gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study",forestry,"temperature, precipitation, range shifts, timber production/silviculture, forest ecology, dendrochronology, management, water quantity",NA,NA,NA
am,"assessing the potential for pocket agriculture in mountainous regions: a case study in west kootenay, british columbia, canada",72,adaptation,NA,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"49.7666711,-117.4766163",forest: temperate,kooteney (canada),"gridded or polygons, secondary social data (e.g., census data, existing survey data)",agriculture,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, agriculture, community resilience (human), attitudes and beliefs, soils, policy, management",NA,NA,NA
cmc,"verbenone decreases whitebark pine mortality throughout a mountain pine beetle outbreak
",73,adaptation,NA,point or plot scale,point or plot scale,"44.288, -114.373",forest: temperate,0602 - salmon,"gridded or polygons, secondary social data (e.g., census data, existing survey data), policy data",forestry,"temperature, precipitation, pests and disease, timber production/silviculture, management, forest ecology",checked adaptation because they were testing how trees responded to being sprayed with verberone,nice lit review of the significant of white pine in mountainous areas,NA
am,the importance of biologically relevant microclimates in habitat suitability assessments,74,impacts,climate change implications,point or plot scale,>10km2 - 100km2 (smaller than huc 12),"45.6969, -121.6528","forest: temperate, alpine tundra",0701 - middle columbia,point data collected specifically for this study,ecology,"temperature, precipitation, snow, terrestrial wildlife, range shifts",NA,NA,NA
am,large carbon release legacy from bark beetle outbreaks across western united states,75,impacts,climate change implications,1-900 m2 (1-30m; landsat size or smaller),western us and/or western us plus canada,western united states,forest: temperate,all in crb u.s.,gridded or polygons,forestry,"temperature, precipitation, water quantity, species invasion, pests and disease, range shifts, timber production/silviculture, forest ecology, management, carbon emissions","considered putting this as a mitigation paper, though i think it's still impacts.",NA,NA
am,effects of temperature and precipitation on snowpack variability in the central rocky mountains as a function of elevation,77,impacts,climate change implications,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","48.968258,-116.2385066",forest: temperate,"0101 - kootenai, 0102 - pend oreille, 0103 - spokane",points in an observation network (e.g. snotel),meteorology and climatology,"temperature, precipitation, snow, groundwater, water quantity, soils",NA,NA,find that temperature controls snowpack at lower elevations; precip controls snowpack at higher elevations.
dh,relative effects of climate change and wildfires on stream temperatures: a simulation modeling approach in a rocky mountain watershed,78,impacts,"projected impacts, climate change implications",point or plot scale,500 km2 - 1500 km2 (huc 10 is 587 km2),"45.8076963,-113.9564769","forest: temperate, freshwater: streams and rivers",0102 - pend oreille,"gridded or polygons, points in an observation network (e.g. snotel)",forestry,"temperature, precipitation, snow, water quality, water quantity, wildfire, forest ecology, community resilience (human), soils, policy, management, river geomorphology and restoration, salmon, non-anadromous fish, aquatic habitat",NA,NA,NA
dh,cattle grazing in semiarid forestlands: habitat selection during periods of drought,79,impacts,climate change implications,point or plot scale,>10km2 - 100km2 (smaller than huc 12),"oregon, 45.2331833,-118.5685822","grassland: temperate, forest: temperate","0601 - lower snake, 0701 - middle columbia","gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",biology,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, agriculture, community resilience (human), attitudes and beliefs, soils, management, range shifts",NA,NA,NA
am,climate indices and mountain pine beetle-killing temperatures,8,impacts,climate change implications,point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",british columbia,forest: temperate,"columbia (canada), okanagan (canada)",points in an observation network (e.g. snotel),meteorology and climatology,"temperature, precipitation, snow, species invasion, pests and disease, range shifts, timber production/silviculture, forest ecology",NA,NA,NA
am,sensitivity of summer stream temperatures to climate variability in the pacific northwest,80,impacts,climate change implications,point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","washington, oregon",freshwater: streams and rivers,"0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia, 0900 - willamette","points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study",hydrology,"temperature, precipitation, streamflow/stream forecasting, water quality, water quantity",NA,NA,NA
cmc,multiscale relationships between alpine treeline elevation and hypothesized environmental controls in the western united states,81,impacts,climate change implications,point or plot scale,western us and/or western us plus canada,26 mountainous sites across the western us. mostly in natl parks,"alpine/tundra, forest: temperate",all in crb u.s.,"gridded or polygons, points in an observation network (e.g. snotel)",geography,"temperature, precipitation, snow, glaciers, range shifts, forest ecology, management, timber production/silviculture, alpine treeline ecotone",good reference for a broad study of western us mountains,NA,table 1 includes a list of gps points for all major mountain ranges in the western us
am,what is the importance of climate model bias when projecting the impacts of climate change on land surface processes?,82,impacts,projected impacts,>10km2 - 100km2 (smaller than huc 12),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","columbia river basin, 44.2331787,-122.2112381",n/a (not biome specific or all biomes - see codebook),"all crb, both us and canada",gridded or polygons,meteorology and climatology,"temperature, precipitation, snow, streamflow/stream forecasting, groundwater, water quality, water quantity, forest ecology, agriculture, community resilience (human), attitudes and beliefs, soils, policy, carbon emissions","spatial issue a little tough - it has an analysis that extends over the crb, but also more detailed analysis at hj andrews. i coded for both.",NA,NA
dh,stochastic method for examining vulnerability of hydropower generation and reservoir operations to climate change: case study of the dworshak reservoir in idaho,83,impacts,projected impacts,point or plot scale,"1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2), 25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","46.5190971,-116.3028145",n/a (not biome specific or all biomes - see codebook),0603 - clearwater,"gridded or polygons, points in an observation network (e.g. snotel)","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, forest ecology, policy, management",NA,NA,NA
am,"exotic plant colonization and occupancy within riparian areas of the interior columbia river and upper missouri river basins, usa",84,impacts,climate change implications,point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",columbia river basin,"grassland: temperate, forest: temperate, desert: semi-arid desert","0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0200 - upper columbia, 0401 - snake headwaters, 0402 - upper snake, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon, 0603 - clearwater, 0701 - middle columbia","points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study",ecology,"temperature, precipitation, streamflow/stream forecasting, species invasion, pests and disease, range shifts, wildfire, timber production/silviculture, agriculture, soils, management",climate change connection is pretty loose.,NA,NA
dh,changes in snow mass balance in the canadian rocky mountains caused by co2 rise: regional atmosphere model results,85,impacts,projected impacts,>1km2 - 10km2 (city of moscow is 2.6 km2),western us and/or western us plus canada,"western united states, british columbia",n/a (not biome specific or all biomes - see codebook),"all crb, both us and canada",gridded or polygons,meteorology and climatology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quality, water quantity, soils, management, carbon emissions",NA,NA,NA
mf,"an overview of the columbia basin climate change scenarios project: approach, methods, and summary of key results",86,impacts,projected impacts,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)",columbia river basin,n/a (not biome specific or all biomes - see codebook),"all crb, both us and canada",review,meteorology and climatology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quantity","i don't think the boreal forest biome is in the crb. i had a hard time selecting a discipline so i added climate change, since it's a focused review about climate change",NA,"results from the study show profound changes in spring snowpack and fundamental shifts from snow and mixed-rain-and-snow to rain-dominant behaviour across most of the domain. associated shifts in streamflow timing from spring and summer to winter are also evident in basins with significant snow accumulation in winter (for the current climate). potential evapotranspiration increases over most of the pnw in summer because of rising temperatures; however, actual evapotranspiration is reduced in all but a few areas of the domain because evapotranspiration is mostly water limited in summer, and summer precipitation decreases in the simulations. simulated widespread increases in soil moisture recharge in fall and winter in areas with significant snow accumulation in winter (for the current climate) support hypotheses of increased landslide risk and sediment transport in winter in the future. simulations of floods and extreme low flows increase in intensity for most of the river sites included in the study. the largest increases in flooding are in mixed-rain-and-snow basins whose current mid-winter temperatures are within a few degrees of freezing."
am,effect of crown class and habitat type on climate-growth relationships of ponderosa pine and douglas-fir,87,impacts,climate change implications,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"48.6599282,-117.6229706",forest: temperate,"0102 - pend oreille, 0103 - spokane, 0200 - upper columbia","gridded, points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study",forestry,"temperature, precipitation, timber production/silviculture, forest ecology, dendrochronology, management",NA,NA,NA
am,"climate extreme and its linkage to regional drought over idaho, usa",9,impacts,"climate change implications, observed impacts",point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)",idaho,"alpine tundra, grassland: temperate, forest: temperate","0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0402 - upper snake, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon, 0603 - clearwater",points in an observation network (e.g. snotel),meteorology and climatology,"temperature, precipitation, drought",NA,NA,"""the result indicates that decreasing trends and increasing trends are identified for precipitation and temperature, respectively"""
am,secondary controls of alpine treeline elevations in the western usa,90,impacts,climate change implications,point or plot scale,western us and/or western us plus canada,western united states,"alpine/tundra, forest: temperate","0102 - pend oreille, 0200 - upper columbia, 0402 - upper snake, 0602 - salmon, 0701 - middle columbia","gridded or polygons, point data not collected specifically for this study",forestry,"temperature, precipitation, snow, water quantity, range shifts","not sure whether to call this forested or alpine biome. also, climate change connection is a little slim.",NA,NA
dh,"area change of glaciers in the canadian rocky mountains, 1919 to 2006",91,impacts,"observed impacts, climate change implications",1-900 m2 (1-30m; landsat size or smaller),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","british columbia, 52.172142,-117.0682955",alpine tundra,columbia (canada),"gridded or polygons, point data collected specifically for this study, point data not collected specifically for this study, policy data",meteorology and climatology,"temperature, precipitation, snow, glaciers, attitudes and beliefs, management",NA,NA,NA
am,a landsat time series approach to characterize bark beetle and defoliator impacts on tree mortality and surface fuels in conifer forests,92,impacts,climate change implications,point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","45.3736141,-121.7047059,15",forest: temperate,"0701 - middle columbia, 0800 - lower columbia, 0703 - deschutes, 0900 - willamette","gridded, points in an observation network (e.g. snotel), point data collected specifically for this study",forestry,"temperature, precipitation, pests and disease, timber production/silviculture, forest ecology, soils",tempting to toss this one out as not climate change related enough,NA,NA
dh,influence of the pna on declining mountain snowpack in the western united states,93,impacts,"observed impacts, climate change implications",>10km2 - 100km2 (smaller than huc 12),western us and/or western us plus canada,western united states,n/a (not biome specific or all biomes - see codebook),"all crb, both us and canada","gridded or polygons, points in an observation network (e.g. snotel)","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity, forest ecology, management",NA,NA,NA
dh,density-dependent population dynamics of mountain pine beetle in thinned and unthinned stands,94,impacts,climate change implications,point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","wyoming, british columbia, montana",forest: temperate,"0101 - kootenai, 0102 - pend oreille, 0401 - snake headwaters, kooteney (canada)","point data collected specifically for this study, point data not collected specifically for this study",forestry,"temperature, species invasion, pests and disease, timber production/silviculture, forest ecology",NA,NA,NA
mf,"effects of wildfire on stream temperatures in the bitterroot river basin, montana",95,impacts,climate change implications,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"46.861588,-114.1367885",forest: temperate,0102 - pend oreille,"gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",forestry,"temperature, water quality, wildfire, forest ecology, aquatic habitat",i will consistently refer to water temperature as water quality.,NA,NA
cmc,decline of planted lodgepole pine in the southern interior of british columbia,96,impacts,"observed impacts, climate change implications",point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",british columbia,forest: temperate,"kooteney (canada), columbia (canada), okanagan (canada)","gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",forestry,"temperature, precipitation, range shifts, timber production/silviculture, forest ecology",NA,NA,NA
mf,prescribed fire as a means of reducing forest carbon emissions in the western united states,97,mitigation,NA,1-900 m2 (1-30m; landsat size or smaller),western us and/or western us plus canada,NA,forest: temperate,all in crb u.s.,"gridded, points in an observation network (e.g. snotel), polygons the size and shapes of fires","meteorology and climatology, forestry","wildfire, carbon emissions, carbon sequestration",NA,NA,NA
mf,growth responses of three coexisting conifer species to climate across wide geographic and climate ranges in yukon and british columbia,98,impacts,"observed impacts, climate change implications",point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","50.2354869,-119.9004645",forest: temperate,okanagan (canada),"gridded, points in an observation network (e.g. snotel), point data collected specifically for this study",forestry,"temperature, precipitation, snow, forest ecology, dendrochronology, management",NA,NA,NA
