reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
SH,"Summer Stream Temperatures Influence Sculpin Distributions and Spatial Partitioning in the Upper Clark Fork River Basin, Montana",226,Impacts,Climate change implications,Point or plot scale,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","46.857181,-114.1037187",Freshwater: streams and rivers,0102 - Pend Oreille,"Gridded or polygons, Point data collected specifically for this study",Ecology,"Temperature, Water quality, Water quantity, Non-anadromous fish, Aquatic habitat",NA,NA,NA
DH,Genetic diversity is related to climatic variation and vulnerability in threatened bull trout,227,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Columbia River Basin,Freshwater: streams and rivers,"All CRB, both US and Canada","Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Non-anadromous fish, Aquatic habitat, Timber production/Silviculture, Community resilience (human), Management",NA,NA,NA
SH,Genetic diversity is related to climatic variation and vulnerability in threatened bull trout,227,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Columbia River Basin,Freshwater: streams and rivers,"All CRB, both US and Canada","Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Non-anadromous fish, Aquatic habitat, Timber production/Silviculture, Community resilience (human), Management",NA,NA,NA
AM,Geographically variable response of Dendroctonus ponderosae to winter warming in the western United States,228,Impacts,"Observed impacts, Climate change implications",Not stated explicitly; use USFS aerial detection survey,Western US and/or Western US plus Canada,Western United States,Forest: temperate,All in CRB U.S.,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease, Forest Ecology",NA,NA,NA
SH,Geographically variable response of Dendroctonus ponderosae to winter warming in the western United States,228,Impacts,"Observed impacts, Climate change implications",Point or plot scale,Western US and/or Western US plus Canada,Western United States,Forest: temperate,All in CRB U.S.,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease, Forest Ecology",NA,NA,NA
MF,Projected deglaciation of western Canada in the twenty-first century,229,Impacts,Projected impacts,1-900 m2 (1-30m; Landsat size or smaller),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Alpine/tundra,All in CRB Canada,Gridded or polygons,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Glaciers, Sea Level Rise",NA,NA,NA
SH,Projected deglaciation of western Canada in the twenty-first century,229,Impacts,Projected impacts,1-900 m2 (1-30m; Landsat size or smaller),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Alpine/tundra,All in CRB Canada,Gridded or polygons,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Glaciers, Sea Level Rise",NA,NA,NA
CMC,"A spatiotemporal pattern analysis of potential mountain pine beetle emergence in British Columbia, Canada",230,Impacts,Climate change implications,900m2 - 1km2,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,All in CRB Canada,Gridded or polygons,Ecology,"Temperature, Precipitation, Pests and disease, Forest Ecology",NA,NA,NA
SH,"A spatiotemporal pattern analysis of potential mountain pine beetle emergence in British Columbia, Canada",230,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,All in CRB Canada,Gridded or polygons,Ecology,"Temperature, Precipitation, Pests and disease, Forest Ecology",NA,NA,NA
PE,"Cascading effects of feedbacks, disease, and climate change on alpine treeline dynamics",231,Impacts,"Projected impacts, Climate change implications",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Northern Rocky Mountains,Alpine/tundra,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0602 - Salmon, 0603 - Clearwater, Kooteney (Canada), Columbia (Canada)",No data (example: conceptual modeling only),Forestry,"Pests and disease, Forest Ecology, Management",Agent based model,NA,NA
SH,"Cascading effects of feedbacks, disease, and climate change on alpine treeline dynamics",231,Impacts,"Projected impacts, Climate change implications",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",a hypothetical landscape in the Northern Rockies,Alpine/tundra,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0602 - Salmon, 0603 - Clearwater, Kooteney (Canada), Columbia (Canada)",No data (example: conceptual modeling only),Forestry,"Pests and disease, Forest Ecology, Management",This was a hypothetical landscape in an ABM.,NA,NA
AM,Patch size but not short-term isolation influences occurrence of westslope cutthroat trout above human-made barriers,232,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,They don't substantially study any climate change impacts - just refer to it for context.,NA,NA
SH,Patch size but not short-term isolation influences occurrence of westslope cutthroat trout above human-made barriers,232,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,not much about climate change,NA,NA
AM,Landsat Time Series and Lidar as Predictors of Live and Dead Basal Area Across Five Bark Beetle-Affected Forests,233,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not about climate change,NA,NA
SH,Landsat Time Series and Lidar as Predictors of Live and Dead Basal Area Across Five Bark Beetle-Affected Forests,233,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,about detecting bark beetle remotely--not climate change,NA,NA
AM,Phenology and density-dependent dispersal predict patterns of mountain pine beetle (Dendroctonus ponderosae) impact,234,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"43.7873341,-114.4233269",Forest: temperate,"0200 - Upper Columbia, 0402 - Upper Snake","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease, Timber production/Silviculture, Forest Ecology",NA,NA,NA
SH,Phenology and density-dependent dispersal predict patterns of mountain pine beetle (Dendroctonus ponderosae) impact,234,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"43.7873341,-114.4233269",Forest: temperate,"0200 - Upper Columbia, 0402 - Upper Snake","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study","Forestry, Ecology","Temperature, Pests and disease, Timber production/Silviculture, Forest Ecology",NA,NA,NA
MF,Nitrogen Deposition Effects on Diatom Communities in Lakes from Three National Parks in Washington State,235,none of these or not in the CRB,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.8145673,-121.713293;",Freshwater: ponds and lakes,"0300 - Yakima, 0800 - Lower Columbia","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Ecology,"Lacustrine Systems, Water quality, Aquatic habitat, Range Shifts, Soils, Diatoms; environmental quality",NA,NA,NA
SH,Nitrogen Deposition Effects on Diatom Communities in Lakes from Three National Parks in Washington State,235,none of these or not in the CRB,NA,NA,NA,NA,Freshwater: ponds and lakes,"0300 - Yakima, 0800 - Lower Columbia",NA,Ecology,"Lacustrine Systems, Water quality, Aquatic habitat, Range Shifts, Soils, Diatoms; environmental quality",NA,NA,NA
CMC,Modeling the effects of dispersal and patch size on predicted fisher (Pekania [Martes] pennanti) distribution in the US Rocky Mountains,236,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Montana",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0602 - Salmon, 0603 - Clearwater","Gridded or polygons, Point data collected specifically for this study, Point data NOT collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Forest Ecology",NA,NA,Loarie et al. 2009 looks helpful
SH,Modeling the effects of dispersal and patch size on predicted fisher (Pekania [Martes] pennanti) distribution in the US Rocky Mountains,236,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Montana",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0602 - Salmon, 0603 - Clearwater","Gridded or polygons, Point data collected specifically for this study, Point data NOT collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Forest Ecology",NA,NA,NA
PE,Numerical simulation of the impact of sediment supply and streamflow variations on channel grain sizes and Chinook salmon habitat in mountain drainage networks,237,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","44.9273211,-115.4322933",Freshwater: streams and rivers,0602 - Salmon,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study","Hydrology, Ecology","Streamflow/stream forecasting, River geomorphology and restoration, Non-anadromous fish, Aquatic habitat, Management, Wildfire",NA,NA,NA
SH,Numerical simulation of the impact of sediment supply and streamflow variations on channel grain sizes and Chinook salmon habitat in mountain drainage networks,237,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","44.9273211,-115.4322933",Freshwater: streams and rivers,0602 - Salmon,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study","Hydrology, Ecology","Streamflow/stream forecasting, River geomorphology and restoration, Non-anadromous fish, Aquatic habitat, Management, Wildfire",NA,NA,NA
AM,Variability Common to First Leaf Dates and Snowpack in the Western Conterminous United States,238,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert",All in CRB U.S.,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Snow, Forest Ecology, Phenology",NA,NA,NA
PE,Variability Common to First Leaf Dates and Snowpack in the Western Conterminous United States,238,Impacts,Climate change implications,100 km2 - 500 km2 (HUC 12 is 100 km2),Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert",All in CRB U.S.,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Snow, Forest Ecology, Phenology",NA,NA,NA
DH,Will Future Climate Favor More Erratic Wildfires in the Western United States?,239,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Not Washington,Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0401 - Snake headwaters, 0402 - Upper Snake, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette",Gridded or polygons,Meteorology and Climatology,"Temperature, Precipitation, Range Shifts, WildfireWildfire, Management, Carbon Emissions",NA,NA,NA
PE,Will Future Climate Favor More Erratic Wildfires in the Western United States?,239,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Not Washington State,Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0401 - Snake headwaters, 0402 - Upper Snake, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette",Gridded or polygons,Meteorology and Climatology,"Temperature, Precipitation, Range Shifts, WildfireWildfire, Management, Carbon Emissions",NA,NA,"In this study, we used the temperature and humidity
data from these RCM simulations at 0000 UTC for each
day to assess the climatological distributions of the high elevation
variant of the HI at each grid point over the
western United States for which the elevation is above
1000 m. ###  ""..we further focus on the potential
changes in lower-atmospheric conditions resulting
from global climate change that could affect wildfire
growth in the high-elevation regions over the western
United States."""
AM,Increasing synchrony of high temperature and low flow in western North American streams: double trouble for coldwater biota?,240,Impacts,Observed impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,Freshwater: streams and rivers,"0102 - Pend Oreille, 0603 - Clearwater, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette","Gridded, Points in an observation network (e.g. SNOTEL)","Hydrology, Biology","Temperature, Streamflow/stream forecasting, Water quality, Water quantity, Aquatic Habitat",NA,NA,NA
PE,Increasing synchrony of high temperature and low flow in western North American streams: double trouble for coldwater biota?,240,Impacts,Observed impacts,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Western United States,Freshwater: streams and rivers,"0102 - Pend Oreille, 0603 - Clearwater, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette","Gridded, Points in an observation network (e.g. SNOTEL)","Hydrology, Biology","Temperature, Streamflow/stream forecasting, Water quality, Water quantity, Aquatic Habitat",NA,NA,"In mountainous areas, such as western North America, recent shifts toward an earlier spring peak flow and decreases in low flow during summer/fall have been reported."
MF,Aquatic insect assemblages associated with subalpine stream segment types in relict glaciated headwaters,241,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","47.4666484,-121.5966868",Freshwater: ponds and lakes,0800 - Lower Columbia,Point data collected specifically for this study,"Biology, Ecology","Temperature, Streamflow/stream forecasting, Aquatic habitat, Water quality",NA,NA,NA
PE,Aquatic insect assemblages associated with subalpine stream segment types in relict glaciated headwaters,241,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","47.4666484,-121.5966868",Freshwater: ponds and lakes,0800 - Lower Columbia,Point data collected specifically for this study,"Biology, Ecology","Temperature, Streamflow/stream forecasting, Aquatic habitat, Water quality",NA,NA,Changes in streamflow and temperature associated with climate change are expected to reduce biotic variation among headwater habitats.
CMC,"Spatial variability of the response to climate change in regional groundwater systems - Examples from simulations in the Deschutes Basin, Oregon",242,Impacts,Projected impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.618651, -121.269384",N/A (not biome specific or all biomes - see codebook),0703 - Deschutes,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Groundwater, Water quantity, Streamflow/stream forecasting",NA,NA,groundwater and climate change in mountain landscapes
PE,"Spatial variability of the response to climate change in regional groundwater systems - Examples from simulations in the Deschutes Basin, Oregon",242,Impacts,Projected impacts,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2; 1 degree by 1 degree is also in this category),1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.618651, -121.269384",N/A (not biome specific or all biomes - see codebook),0703 - Deschutes,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Hydrology,"Temperature, Precipitation, Snow, Groundwater, Water quantity, Streamflow/stream forecasting",NA,NA,NA
AM,Pest outbreak distribution and forest management impacts in a changing climate in British Columbia,243,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,All in CRB Canada,"Gridded, Points in an observation network (e.g. SNOTEL)",Forestry,"Temperature, Precipitation, Pests and disease, Timber production/Silviculture, Forest Ecology, Policy, Management, Economics",NA,NA,NA
PE,Pest outbreak distribution and forest management impacts in a changing climate in British Columbia,243,Impacts,Projected impacts,>1km2 - 10km2 (city of Moscow is 2.6 km2),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,Forest: temperate,All in CRB Canada,"Gridded, Points in an observation network (e.g. SNOTEL)",Forestry,"Temperature, Precipitation, Pests and disease, Timber production/Silviculture, Forest Ecology, Policy, Management, Economics",NA,NA,NA
AM,Effects of Widespread Drought-Induced Aspen Mortality on Understory Plants,244,None of these or not in the CRB,NA,NA,NA,NA,Forest: temperate,NA,NA,NA,NA,southwestern Colorado,NA,NA
DH,A Stochastic Conceptual Modeling Approach for Examining the Effects of Climate Change on Streamflows in Mountain Basins,245,Impacts,Projected impacts,Point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","46.5190971,-116.3006258",N/A (not biome specific or all biomes - see codebook),0603 - Clearwater,Points in an observation network (e.g. SNOTEL),"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Management",NA,NA,NA
PE,A Stochastic Conceptual Modeling Approach for Examining the Effects of Climate Change on Streamflows in Mountain Basins,245,Impacts,Projected impacts,>10km2 - 100km2 (smaller than HUC 12),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","46.5191008,-116.3028091",N/A (not biome specific or all biomes - see codebook),0603 - Clearwater,Points in an observation network (e.g. SNOTEL),"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Management",NA,NA,"We propose a new scenario-based approach for testing
the effects of climate change on mountain streamflow."
AM,Sensitivity of the snowcover energetics in a mountain basin to variations in climate,246,Impacts,Climate change implications,Point or plot scale,900m2 - 1km2,"43.0685889,-116.7725145",N/A (not biome specific or all biomes - see codebook),0501 - Middle Snake - Boise,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting",NA,NA,NA
PE,Sensitivity of the snowcover energetics in a mountain basin to variations in climate,246,Impacts,Climate change implications,900m2 - 1km2,900m2 - 1km2,"43.2381825,-116.8535293",N/A (not biome specific or all biomes - see codebook),0501 - Middle Snake - Boise,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting",NA,NA,NA
DH,"The ecology of mixed severity fire regimes in Washington, Oregon, and Northern California",247,None of these or not in the CRB,NA,1-900 m2 (1-30m; Landsat size or smaller),Western US and/or Western US plus Canada,Western United States,NA,NA,"Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Water quantity, Wildfire, Forest Ecology, Soils, Management",Spatial resolution is hard to find in this case. Information about the data wasn't readily accessible.,NA,NA
MF,"The ecology of mixed severity fire regimes in Washington, Oregon, and Northern California",247,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,Forestry,"Temperature, Precipitation, Water quantity, Wildfire, Forest Ecology, Soils, Management","Not about climate change, more about land use history",NA,NA
MF,"Biogeochemical responses of two alpine lakes to climate change and atmospheric deposition, Jasper and Banff National parks, Canadian Rocky Mountains",248,None of these or not in the CRB,NA,NA,"100 km2 - 1,500 km2",NA,NA,NA,NA,NA,NA,Both study sites are in Alberta,NA,NA
PE,"Biogeochemical responses of two alpine lakes to climate change and atmospheric deposition, Jasper and Banff National parks, Canadian Rocky Mountains",248,None of these or not in the CRB,NA,900m2 - 1km2,"100 km2 - 1,500 km2","52.7929472,-118.984793",NA,NA,NA,NA,NA,NA,NA,NA
AM,"Climatology of winter transition days for the contiguous USA, 1951-2007",249,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scale is contiguous US - larger than our scope, I believe.",NA,NA
CMC,"Climatology of winter transition days for the contiguous USA, 1951–2007
",249,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,US scale,NA,NA
AM,"Implications of climate-driven variability and trends for the hydrologic assessment of the Reynolds Creek Experimental Watershed, Idaho",251,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","43.164088,-116.7549127",Forest: temperate,0501 - Middle Snake - Boise,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Forest Ecology",NA,NA,NA
PE,"Implications of climate-driven variability and trends for the hydrologic assessment of the Reynolds Creek Experimental Watershed, Idaho",251,Impacts,Climate change implications,Point or plot scale,"100 km2 - 1,500 km2","43.164088,-116.7549127",Forest: temperate,0501 - Middle Snake - Boise,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Forest Ecology",NA,NA,NA
DH,"Spatial-temporal analysis of species range expansion: the case of the mountain pine beetle, Dendroctonus ponderosae",252,Impacts,Climate change implications,1-900 m2 (1-30m; Landsat size or smaller),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","51.4499981,-116.3008429",Forest: temperate,"Kooteney (Canada), Columbia (Canada)","Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Species Invasion, Pests and disease, Range Shifts, Forest Ecology, Management",NA,NA,NA
PE,"Spatial-temporal analysis of species range expansion: the case of the mountain pine beetle, Dendroctonus ponderosae",252,Impacts,Climate change implications,Point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","51.4499981,-116.3008429",Forest: temperate,"Kooteney (Canada), Columbia (Canada)","Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Species Invasion, Pests and disease, Range Shifts, Forest Ecology, Management",NA,NA,NA
AM,Freshwater Ecosystems and Resilience of Pacific Salmon: Habitat Management Based on Natural Variability,253,Adaptation,Climate change implications,N/A,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Pacific Salmon Range,Freshwater: streams and rivers,"0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette, Columbia (Canada), Okanagan (Canada)",Policy data,Policy or management,"Temperature, Streamflow/stream forecasting, Water quality, Water quantity, Salmon, Aquatic habitat, Policy, Management, Restoration; Resilience","Not really spatially explicit, so a little tough in our form",NA,NA
PE,Freshwater Ecosystems and Resilience of Pacific Salmon: Habitat Management Based on Natural Variability,253,Adaptation,Climate change implications,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (460,000 km2)","Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Freshwater: streams and rivers,"0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette, Columbia (Canada), Okanagan (Canada)",Policy data,Policy or management,"Temperature, Streamflow/stream forecasting, Water quality, Water quantity, Salmon, Aquatic habitat, Policy, Management, Restoration; Resilience",NA,NA,NA
MF,"Impact of climate change on north cascade alpine glaciers, and alpine runoff",254,Impacts,Observed impacts,Point or plot scale,"100 km2 - 1,500 km2",NA,Alpine/tundra,"0200 - Upper Columbia, 0300 - Yakima",Points in an observation network (e.g. SNOTEL),Hydrology,"Glaciers, Streamflow/stream forecasting",NA,NA,NA
PE,"Impact of climate change on north cascade alpine glaciers, and alpine runoff",254,Impacts,Observed impacts,900m2 - 1km2,"100 km2 - 1,500 km2","48.4498467,-121.5996236",Alpine tundra,"0200 - Upper Columbia, 0300 - Yakima",Points in an observation network (e.g. SNOTEL),Hydrology,"Glaciers, Streamflow/stream forecasting",NA,NA,NA
CMC,Integrating climate change into forest management in South-Central British Columbia: An assessment of landscape vulnerability and development of a climate-smart framework,255,Adaptation,Projected impacts,Point or plot scale,500 km2 - 1500 km2 (HUC 10 is 587 km2),British Columbia,Forest: temperate,Okanagan (Canada),"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Policy data",Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Terrestrial wildlife, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Community resilience (human), Soils, Policy, Management, Carbon Emissions",Framework,NA,NA
PE,Integrating climate change into forest management in South-Central British Columbia: An assessment of landscape vulnerability and development of a climate-smart framework,255,Adaptation,Projected impacts,500 km2 - 1500 km2 (HUC 10 is 587 km2),500 km2 - 1500 km2 (HUC 10 is 587 km2),"49.8996077,-119.5952048",Forest: temperate,Okanagan (Canada),"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Policy data",Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Groundwater, Water quality, Water quantity, Terrestrial wildlife, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Community resilience (human), Soils, Policy, Management, Carbon Emissions",NA,NA,NA
AM,A tree and climate assessment tool for modelling ecosystem response to climate change,256,Impacts,"Climate change implications, Projected impacts",Point or plot scale,"100 km2 - 1,500 km2","50.2067, -119.4800",Forest: temperate,Okanagan (Canada),Points in an observation network (e.g. SNOTEL),Ecology,"Temperature, Timber production/Silviculture, Forest Ecology, Management, Range Shifts",NA,NA,NA
PE,A tree and climate assessment tool for modelling ecosystem response to climate change,256,Impacts,"Climate change implications, Projected impacts",NA,"100 km2 - 1,500 km2","50.1376371,-119.5134295",Forest: temperate,Okanagan (Canada),Points in an observation network (e.g. SNOTEL),Ecology,"Temperature, Timber production/Silviculture, Forest Ecology, Management, Range Shifts",NA,NA,NA
AM,Analysis of the impact of snow on daily weather variability in mountainous regions using MM5,257,None of these or not in the CRB,NA,NA,NA,NA,N/A (not biome specific or all biomes - see codebook),NA,NA,NA,NA,Sierra Nevada,NA,NA
PE,Analysis of the impact of snow on daily weather variability in mountainous regions using MM5,257,None of these or not in the CRB,NA,NA,NA,Western United States,N/A (not biome specific or all biomes - see codebook),NA,NA,NA,NA,NA,NA,NA
DH,Influence of fire regimes on lodgepole pine stand age and density across the Yellowstone National Park (USA) landscape,258,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.4199695,-110.669788",Forest: temperate,0401 - Snake headwaters,"Point data collected specifically for this study, Point data NOT collected specifically for this study, Policy data",Forestry,"Temperature, Precipitation, Wildfire, Forest Ecology, Soils, Management",NA,NA,NA
PE,Influence of fire regimes on lodgepole pine stand age and density across the Yellowstone National Park (USA) landscape,258,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.4279828,-110.597209",Forest: temperate,0401 - Snake headwaters,"Point data collected specifically for this study, Point data NOT collected specifically for this study, Policy data",Forestry,"Temperature, Precipitation, Wildfire, Forest Ecology, Soils, Management","Named sub alpine environment, but this is no longer an option",NA,NA
AM,"Atmospheric, climatic, and ecological controls on extreme wildfire years in the northwestern United States",259,Impacts,Climate change implications,Not clear,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","Oregon, Idaho, Wyoming",Forest: temperate,All in CRB U.S.,Gridded or polygons,Ecology,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Management, Drought, PDO, Climate variability,",NA,NA,NA
