reviewer,title,paper_id,inclusion_IAM,projected,observed,biome,extent,huc6,location,discipline,topic,concerns,notes1,notes2,new_data
sh,"relating climatic attributes and water resources allocation: a study using surface water supply and soil moisture indices in the snake river basin, idaho.",659,adaptation,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)",na/not appropriate for point data,"hydrology, policy or management","temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, groundwater, water quantity, community resilience (human), soils, management",this is about how people have used water differently--so adaptation?,NA,NA,no
pe,"climate change predicted to shift wolverine distributions, connectivity, and dispersal corridors.",660,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,biology,"temperature, precipitation, snow, terrestrial wildlife, species range shifts",NA,NA,NA,no
am,"climate change predicted to shift wolverine distributions, connectivity, and dispersal corridors.",660,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,biology,"temperature, precipitation, snow, terrestrial wildlife, species range shifts",NA,NA,NA,no
am,system dynamics to sustainable water resources management in the eastern snake plain aquifer under water supply uncertainty.,662,adaptation,yes,no,"grassland: temperate, desert: semi-arid desert","25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0402 - upper snake,na/not appropriate for point data,"hydrology, policy or management","temperature, precipitation, snow, streamflow/stream forecasting, groundwater, policy, management",NA,NA,NA,no
pe,system dynamics to sustainable water resources management in the eastern snake plain aquifer under water supply uncertainty.,662,adaptation,yes,no,"grassland: temperate, desert: semi-arid desert","25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0402 - upper snake,na/not appropriate for point data,"hydrology, policy or management","temperature, precipitation, snow, streamflow/stream forecasting, groundwater, policy, management",NA,NA,NA,no
cc,impacts of climate change on hydrology and water resources in the boise and spokane river basins.,663,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0103 - spokane (mica cr. exp. watershed), 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","spokane basin; 47.646812, -117.130942; boise basin; 43.846573, -116.011746",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, soils, management",NA,NA,NA,no
pe,impacts of climate change on hydrology and water resources in the boise and spokane river basins,663,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0103 - spokane (mica cr. exp. watershed), 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","spokane basin; 47.646812, -117.130942; boise basin; 43.846573, -116.011746",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, soils, management",NA,NA,NA,no
pe,"quantifying the contribution of glacier runoff to streamflow in the upper columbia river basin, canada.",664,impacts,no,no,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",columbia (canada),"52.4221989,-118.8502052",hydrology,"temperature, snow, glaciers, streamflow/stream forecasting, water quantity, management",NA,NA,NA,no
pe,"quantifying the contribution of glacier runoff to streamflow in the upper columbia river basin, canada.",664,impacts,no,no,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",columbia (canada),"52.4221989,-118.8502052",hydrology,"temperature, snow, glaciers, streamflow/stream forecasting, water quantity, management",NA,NA,NA,no
sh,"quantifying the contribution of glacier runoff to streamflow in the upper columbia river basin, canada.",664,impacts,no,no,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",columbia (canada),"52.4221989,-118.8502052",hydrology,"temperature, snow, glaciers, streamflow/stream forecasting, water quantity, management",NA,NA,NA,no
pe,"effects of ecohydrological variables on current and future ranges, local suitability patterns, and model accuracy in big sagebrush.",665,impacts,yes,no,"grassland: temperate, desert: semi-arid desert",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"hydrology, ecology","temperature, precipitation, groundwater, species range shifts, soils",NA,NA,NA,no
am,"effects of ecohydrological variables on current and future ranges, local suitability patterns, and model accuracy in big sagebrush.",665,impacts,yes,no,"grassland: temperate, desert: semi-arid desert",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"hydrology, ecology","temperature, precipitation, groundwater, species range shifts, soils",NA,this is an interesting example of an interdisciplinary approach; integrates ecohydrology models into species distribution models (which normally only use climate).,NA,no
pe,enso anomalies over the western united states: present and future patterns in regional climate simulations,666,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), water quantity",NA,NA,NA,no
mf,enso anomalies over the western united states: present and future patterns in regional climate simulations.,666,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), water quantity",NA,NA,NA,no
pe,the adaptation for conservation targets (act) framework: a tool for incorporating climate change into natural resource management.,667,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0401 - snake headwaters (yellowstone np and tetons np),this study includes a case study map with more than 5 study locations over large extent,policy or management,"streamflow/stream forecasting, water quality, water quantity, aquatic habitat, community resilience (human), attitudes and beliefs, policy, management",NA,NA,NA,no
mf,the adaptation for conservation targets (act) framework: a tool for incorporating climate change into natural resource management.,667,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0401 - snake headwaters (yellowstone np and tetons np),this study includes a case study map with more than 5 study locations over large extent,policy or management,"streamflow/stream forecasting, water quality, water quantity, aquatic habitat, community resilience (human), attitudes and beliefs, policy, management",NA,NA,NA,no
pe,climate and weather influences on spatial temporal patterns of mountain pine beetle populations in washington and oregon.,668,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","all washington, all oregon",na/not appropriate for point data,forestry,"temperature, precipitation, pests and disease, entomology, forest ecology, wildfire",NA,NA,NA,no
cc,climate and weather influences on spatial temporal patterns of mountain pine beetle populations in washington and oregon.,668,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","all washington, all oregon",na/not appropriate for point data,forestry,"temperature, precipitation, pests and disease, entomology, forest ecology, wildfire",NA,climate change and mpb,NA,no
mf,"climate and glacier mass balance trends from ad 1780 to present in the columbia mountains, british columbia, canada.",669,impacts,no,yes,"alpine/tundra, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",columbia (canada),"glacier national park, 48.6602627,-114.1260342; mount revelstoke national park, 51.0835523,-118.0022317",meteorology and climatology,"temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo), forest ecology, dendrochronology",NA,NA,NA,yes
pe,"climate and glacier mass balance trends from ad 1780 to present in the columbia mountains, british columbia, canada.",669,impacts,no,yes,"alpine/tundra, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",columbia (canada),"glacier national park, 48.6602627,-114.1260342; mount revelstoke national park, 51.0835523,-118.0022317",meteorology and climatology,"temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo), forest ecology, dendrochronology",NA,NA,NA,yes
pe,coupling snowpack and groundwater dynamics to interpret historical streamflow trends in the western united states.,670,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, soils",NA,NA,NA,no
sh,coupling snowpack and groundwater dynamics to interpret historical streamflow trends in the western united states.,670,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, soils",NA,NA,NA,no
pe,a system dynamics model for conjunctive management of water resources in the snake river basin.,671,impacts,yes,no,"grassland: temperate, forest: temperate, desert: semi-arid desert","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0502 - middle snake - powder",na/not appropriate for point data,policy or management,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, soils, management",NA,NA,NA,no
am,a system dynamics model for conjunctive management of water resources in the snake river basin.,671,impacts,yes,no,"grassland: temperate, forest: temperate, desert: semi-arid desert","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0502 - middle snake - powder",na/not appropriate for point data,policy or management,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, soils, management",a little questionable to call this mountainous.,NA,NA,no
pe,higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities,672,impacts,no,no,freshwater: ponds and lakes,1-100 km2 (huc 12 is 100 km2),kooteney (canada),na/not appropriate for point data,biology,"temperature, lacustrine systems, non-anadromous fish, aquatic habitat, species invasion, management",NA,NA,NA,yes
mf,higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities.,672,impacts,no,no,freshwater: ponds and lakes,1-100 km2 (huc 12 is 100 km2),kooteney (canada),na/not appropriate for point data,biology,"temperature, lacustrine systems, non-anadromous fish, aquatic habitat, species invasion, management",NA,NA,NA,yes
pe,interactive effects of water diversion and climate change for juvenile chinook salmon in the lemhi river basin (u.s.a.).,673,impacts,yes,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0602 - salmon (includes bitterroot mt.s),"lemhi river; 44.7359687,-113.5196345",biology,"temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, forest ecology, management",NA,NA,NA,no
mf,interactive effects of water diversion and climate change for juvenile chinook salmon in the lemhi river basin (u.s.a.).,673,impacts,yes,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0602 - salmon (includes bitterroot mt.s),"lemhi river; 44.7359687,-113.5196345",biology,"temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, forest ecology, management",NA,NA,NA,no
cc,woodland dynamics at the northern range periphery: a challenge for protected area management in a changing world.,674,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),"0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","city of rocks national reserve (ciro); 42.095748, -113.723692",ecology,"species invasion, species range shifts, wildfire, management",NA,NA,NA,no
pe,woodland dynamics at the northern range periphery: a challenge for protected area management in a changing world.,674,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),"0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","city of rocks national reserve (ciro); 42.095748, -113.723692",ecology,"species invasion, species range shifts, wildfire, management",NA,NA,NA,no
mf,climate-induced shift in hydrological regime alters basal resource dynamics in a wilderness river ecosystem.,675,impacts,yes,no,freshwater: streams and rivers,"100 km2 - 1,500 km2",0602 - salmon (includes bitterroot mt.s),"big creek; 45.1147459,-114.8777882","hydrology, ecology","temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, aquatic habitat",NA,NA,NA,yes
am,climate-induced shift in hydrological regime alters basal resource dynamics in a wilderness river ecosystem.,675,impacts,yes,no,freshwater: streams and rivers,"100 km2 - 1,500 km2",0602 - salmon (includes bitterroot mt.s),"big creek; 45.1147459,-114.8777882","hydrology, ecology","temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, aquatic habitat",NA,NA,NA,yes
pe,climate change impacts on maritime mountain snowpack in the oregon cascades.,676,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0900 - willamette (hj andrews experimental forest),"mackenzie river basin, or",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, management",NA,NA,NA,yes
sh,climate change impacts on maritime mountain snowpack in the oregon cascades.,676,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0900 - willamette (hj andrews experimental forest),"mackenzie river basin, or",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, management",NA,NA,NA,yes
pe,an innovative aerial assessment of greater yellowstone ecosystem mountain pine beetle-caused whitebark pine mortality.,677,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,ecology,"temperature, pests and disease, wildfire, forest ecology, management",NA,NA,NA,yes
am,an innovative aerial assessment of greater yellowstone ecosystem mountain pine beetle-caused whitebark pine mortality.,677,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,ecology,"temperature, pests and disease, wildfire, forest ecology, management",NA,NA,NA,yes
mf,snowpack regimes of the western united states.,678,impacts,no,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,hydrology,"temperature, precipitation, snow, water quantity",NA,NA,NA,no
pe,snowpack regimes of the western united states,678,impacts,no,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,hydrology,"temperature, precipitation, snow, water quantity",NA,NA,NA,no
pe,regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous western united states.,680,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation,snow, mathematics, wildfire, policy, management, carbon emissions, natural disasters",NA,NA,NA,no
cc,regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous western united states.,680,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation,snow, mathematics, wildfire, policy, management, carbon emissions, natural disasters",NA,NA,NA,no
mf,drought-triggered western spruce budworm outbreaks in the interior pacific northwest: a multi-century dendrochronological record.,683,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, water quantity, pests and disease, forest ecology, dendrochronology",NA,NA,NA,yes
am,drought-triggered western spruce budworm outbreaks in the interior pacific northwest: a multi-century dendrochronological record.,683,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0701 - middle columbia, 0702 - john day",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, water quantity, pests and disease, forest ecology, dendrochronology",climate change connection is a little weak but there.,NA,NA,yes
pe,a simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,686,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, water quantity, forest ecology, management",NA,NA,NA,no
mf,a simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,686,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, water quantity, forest ecology, management",NA,NA,NA,no
pe,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks,687,impacts,no,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, pests and disease, wildfire, forest ecology, policy",NA,NA,NA,no
cc,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks.,687,impacts,no,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, pests and disease, wildfire, forest ecology, policy",NA,NA,NA,no
pe,which tree species and biome types are most vulnerable to climate change in the us northern rocky mountains?,688,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0401 - snake headwaters (yellowstone np and tetons np), 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology management",NA,NA,NA,no
sh,which tree species and biome types are most vulnerable to climate change in the us northern rocky mountains?,688,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate, desert: semi-arid desert","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0401 - snake headwaters (yellowstone np and tetons np), 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,ecology,"temperature, precipitation, species range shifts, forest ecology management",NA,NA,NA,no
pe,climate contributors to forest mosaics: ecological persistence following wildfire.,689,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0200 - upper columbia",na/not appropriate for point data,ecology,"temperature, precipitation, wildfire, forest ecology, management",NA,NA,NA,no
am,climate contributors to forest mosaics: ecological persistence following wildfire.,689,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0200 - upper columbia","glacier national park; 48.6587828,-114.4076579; north cascades national park; 48.7169466,-121.4265826",ecology,"temperature, precipitation, wildfire, forest ecology, management",not sure how to answer spatial extent for these case studies.,NA,NA,no
mf,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,impacts,yes,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),okanagan (canada),"kamloops bc; 50.7418883,-122.5399473",ecology,"temperature, precipitation, forest ecology, dendrochronology, carbon cycle, nutrient cycles, policy",NA,NA,NA,yes
am,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",692,impacts,yes,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),okanagan (canada),"kamloops bc; 50.7418883,-122.5399473",ecology,"temperature, precipitation, forest ecology, dendrochronology, carbon cycle, nutrient cycles, policy",NA,NA,NA,yes
pe,influence of winter season climate variability on snow-precipitation ratio in the western united states.,695,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity",NA,NA,NA,no
am,influence of winter season climate variability on snow-precipitation ratio in the western united states.,695,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity",NA,NA,NA,no
pe,how will climate change affect wildland fire severity in the western us?,696,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),this study includes a case study map with more than 5 study locations over large extent,"meteorology and climatology, forestry","temperature, precipitation, snow, water quantity, wildfire, forest ecology, soils, policy, management",NA,NA,NA,no
mf,how will climate change affect wildland fire severity in the western us?,696,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),this study includes a case study map with more than 5 study locations over large extent,"meteorology and climatology, forestry","temperature, precipitation, snow, water quantity, wildfire, forest ecology, soils, policy, management",NA,NA,NA,no
pe,area burned in alpine treeline ecotones reflects region-wide trends.,697,impacts,no,yes,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, snow, terrestrial wildlife, wildfire, soils, management",NA,NA,NA,no
mf,area burned in alpine treeline ecotones reflects region-wide trends.,697,impacts,no,yes,"alpine/tundra, forest: temperate",western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, snow, terrestrial wildlife, wildfire, soils, management",NA,NA,NA,no
cc,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"glacier and mount revelstoke national parks; 51.262696, -117.131389",forestry,"temperature, precipitation, snow, glaciers, dendrochronology, mathematics, species range shifts, forest ecology, management",NA,NA,NA,yes
pe,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,698,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"glacier and mount revelstoke national parks; 51.262696, -117.131389",forestry,"temperature, precipitation, snow, glaciers, dendrochronology, mathematics, species range shifts, forest ecology, management",NA,NA,NA,yes
pe,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,impacts,yes,no,forest: temperate,western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)","43.7282764,-110.8595467; 50.2945674,-117.3881363; 52.1816789,-118.210627; 43.7930706,-110.9581532",forestry,"snow, water quantity, pests and disease, species range shifts, forest ecology, management",NA,NA,NA,no
sh,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",699,impacts,yes,no,forest: temperate,western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)","43.7282764,-110.8595467; 50.2945674,-117.3881363; 52.1816789,-118.210627; 43.7930706,-110.9581532",forestry,"snow, water quantity, pests and disease, species range shifts, forest ecology, management",NA,NA,NA,no
pe,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,impacts,no,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),0200 - upper columbia,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, snow, water quantity, timber production/silviculture, forest ecology, soils",NA,NA,NA,yes
mf,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,701,impacts,no,no,forest: temperate,1-100 km2 (huc 12 is 100 km2),0200 - upper columbia,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, snow, water quantity, timber production/silviculture, forest ecology, soils",NA,NA,NA,yes
pe,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,702,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0401 - snake headwaters (yellowstone np and tetons np), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,policy or management,"terrestrial wildlife, forest ecology, community resilience (human), attitudes and beliefs, management",NA,NA,NA,yes
mf,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources.,702,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0401 - snake headwaters (yellowstone np and tetons np), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,policy or management,"terrestrial wildlife, forest ecology, community resilience (human), attitudes and beliefs, management",NA,NA,NA,yes
sh,montane meadows as indicators of environmental change.,705,impacts,no,yes,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"44.1588059,-112.0295603; 44.9380613,-111.1646504",ecology,"temperature, precipitation, water quantity, terrestrial wildlife, species range shifts, entomology, management",NA,NA,NA,yes
pe,montane meadows as indicators of environmental change.,705,impacts,no,yes,alpine/tundra,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"44.1588059,-112.0295603; 44.9380613,-111.1646504",ecology,"temperature, precipitation, water quantity, terrestrial wildlife, species range shifts, entomology, management",NA,NA,"because of their sensitivity to environmental
conditions and specialized flora and fauna, mesic montane meadows may
be important habitats to monitor with respect to degradation or loss of species in response to environmental and climatic stressors.",yes
pe,taking the pulse of mountains: ecosystem responses to climatic variability.,707,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0200 - upper columbia, kooteney (canada)","north cascades national park; 48.7718174,-121.2984648; glacier national park; 48.6587828,-114.4076579",ecology,"temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo), streamflow/stream forecasting, wildfire, forest ecology, dendrochronology, management",NA,NA,NA,no
am,taking the pulse of mountains: ecosystem responses to climatic variability.,707,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0200 - upper columbia, kooteney (canada)","north cascades national park; 48.7718174,-121.2984648; glacier national park; 48.6587828,-114.4076579",ecology,"temperature, precipitation, snow, glaciers, climate oscilations (enso, pdo), streamflow/stream forecasting, wildfire, forest ecology, dendrochronology, management",NA,big summary/synthesis of climate change in mountainous environments.,NA,no
pe,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,impacts,no,yes,"grassland: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"american falls idaho; 42.7845339,-113.4170303; idaho falls; 43.4928072,-112.1037468",ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), species range shifts, wildfire, soils, management",NA,NA,NA,no
