alternative.id,container.title,created,DOI,funder,publisher,reference.count,score,source,subject,title,subtitle,type,URL,author,issue,volume
,American Journal of Climate Change,2014-03-21,10.4236/ajcc.2014.31010,NULL,"Scientific Research Publishing, Inc,",19,29.260313,Crossref,,Impact on Water Resources in a Mountainous Basin under the Climate Change Transient Scenario (UKTR),NA,journal-article,http://dx.doi.org/10.4236/ajcc.2014.31010,E. A. Baltas,01,03
kmae100037,Knowledge and Management of Aquatic Ecosystems,2011-02-02,10.1051/kmae/2010034,NULL,EDP Sciences,23,29.282124,Crossref,"Ecology,Aquatic Science,Management, Monitoring, Policy and Law,Water Science and Technology,Nature and Landscape Conservation","Non-indigenous benthic fishes as new hosts forBucephalus polymorphusBaer, 1827 (Digenea: Bucephalidae) in the Vistula River basin, Poland",NA,journal-article,http://dx.doi.org/10.1051/kmae/2010034,Y. Kvach; K. Mierzejewska,400,NA
,The Contemporary Pacific,2015-06-07,10.1353/cp.2015.0014,NULL,Johns Hopkins University Press,0,29.313019,Crossref,"Geography, Planning and Development,Sociology and Political Science","Vulnerable Islands: Climate Change, Tectonic Change, and Changing Livelihoods in the Western Pacific",NA,journal-article,http://dx.doi.org/10.1353/cp.2015.0014,John Connell,1,27
120887525613006N,Physical Geography,2008-01-15,10.2747/0272-3646.24.3.222,NULL,Informa UK Limited,70,29.354174,Crossref,"Earth and Planetary Sciences (miscellaneous),Atmospheric Science,Earth and Planetary Sciences(all),Environmental Science(all)","Basin Hydrologic Response to Changes in Climate and Land Use: the Conestoga River Basin, Pennsylvania",NA,journal-article,http://dx.doi.org/10.2747/0272-3646.24.3.222,Heejun Chang,3,24
,Ecological Monographs,2006-04-26,10.2307/1942614,NULL,Wiley-Blackwell,0,29.369656,Crossref,"Ecology, Evolution, Behavior and Systematics","Alpine and High Subalpine Plant Communities of the North Cascades Range, Washington and British Columbia",NA,journal-article,http://dx.doi.org/10.2307/1942614,George W. Douglas; L. C. Bliss,2,47
10.1175/2011JHM1371.1,Journal of Hydrometeorology,2011-11-22,10.1175/2011jhm1371.1,NULL,American Meteorological Society,62,29.380867,Crossref,Atmospheric Science,Assessing the Performance of Multiple Regional Climate Model Simulations for Seasonal Mountain Snow in the Upper Colorado River Basin,NA,journal-article,http://dx.doi.org/10.1175/2011jhm1371.1,Nadine Salzmann; Linda O. Mearns,2,13
800,Climatic Change,2013-06-05,10.1007/s10584-013-0800-x,NULL,Springer Nature,42,29.415817,Crossref,"Atmospheric Science,Global and Planetary Change",Thresholds of hydrologic flow regime of a river and investigation of climate change impact—the case of the Lower Brahmaputra river Basin,NA,journal-article,http://dx.doi.org/10.1007/s10584-013-0800-x,Animesh K. Gain; Heiko Apel; Fabrice G. Renaud; Carlo Giupponi,1-2,120
S0921818116300145,Global and Planetary Change,2016-01-21,10.1016/j.gloplacha.2016.01.003,NULL,Elsevier BV,93,29.415817,Crossref,"Global and Planetary Change,Oceanography",Hydrologic sensitivity of Indian sub-continental river basins to climate change,NA,journal-article,http://dx.doi.org/10.1016/j.gloplacha.2016.01.003,Vimal Mishra; Rajtantra Lilhare,NA,139
,Economic Geology,2009-04-03,10.2113/gsecongeo.17.5.350,"list(name = c(""ITRA-Water"", ""Varahamihir Ministry of Earth Science Fellowship"", ""Ganga River Basin Management (GRBM)""))",GeoScienceWorld,0,29.486633,Crossref,,"The gold quartz veins of Bridge River District, British Columbia, and their relationship to similar ore deposits in the western Cordilleras",NA,journal-article,http://dx.doi.org/10.2113/gsecongeo.17.5.350,W. S. McCann,5,17
10.1139/e73-156,Canadian Journal of Earth Sciences,2011-04-23,10.1139/e73-156,NULL,Canadian Science Publishing,0,29.486633,Crossref,Earth and Planetary Sciences(all),"Sedimentation on the Western Delta-front of the Fraser River, British Columbia",NA,journal-article,http://dx.doi.org/10.1139/e73-156,J. L. Luternauer; J. W. Murray,11,10
,American Journal of Science,2010-09-01,10.2475/ajs.265.4.257,NULL,American Journal of Science (AJS),0,29.486633,Crossref,Earth and Planetary Sciences(all),Geochronometry of the Columbia River basalt and associated floras of eastern Washington and western Idaho,NA,journal-article,http://dx.doi.org/10.2475/ajs.265.4.257,J. Gray; L. R. Kittleman,4,265
,Earth Surface Processes and Landforms,2010-12-23,10.1002/esp.2115,NULL,Wiley-Blackwell,37,29.486633,Crossref,"Earth-Surface Processes,Earth and Planetary Sciences (miscellaneous),Geography, Planning and Development","Rate of floodplain reworking in response to increasing storm-induced floods, Squamish River, south-western British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1002/esp.2115,Gregory D. Bauch; Edward J. Hickin,7,36
10.1093/whq/38.1.75,Western Historical Quarterly,2016-01-15,10.1093/whq/38.1.75,NULL,Oxford University Press (OUP),0,29.486633,Crossref,History,When the River Ran Wild! Indian Traditions on the Mid-Columbia and the Warm Springs Reservation,NA,journal-article,http://dx.doi.org/10.1093/whq/38.1.75,Diane L. Krahe,1,38
,Bulletin of Canadian Petroleum Geology,2014-02-24,10.2113/gscpgbull.61.4.295,NULL,GeoScienceWorld,0,29.486633,Crossref,"Earth and Planetary Sciences (miscellaneous),Energy Engineering and Power Technology,Geology,Geochemistry and Petrology",Allostratigraphy of the Peace River Formation (Albian) in north-western Alberta and adjacent British Columbia,NA,journal-article,http://dx.doi.org/10.2113/gscpgbull.61.4.295,R. A. Buckley; A. G. Plint,4,61
1040618295000615,Quaternary International,2002-07-26,10.1016/1040-6182(95)00061-5,NULL,Elsevier BV,67,29.486633,Crossref,Earth-Surface Processes,"Laurentide, cordilleran, and montane glaciation in the western Peace River — Grande Prairie region, Alberta and British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1016/1040-6182(95)00061-5,Norm Catto; David G.E. Liverman; Peter T. Bobrowsky; Nat Rutter,NA,32
14J4TWAB07FP7RKK,Mineralogy and Petrology,2004-03-03,10.1007/s00710-003-0017-1,NULL,Springer Nature,0,29.486633,Crossref,"Geochemistry and Petrology,Geophysics","Physical evolution of Grande Ronde Basalt magmas, Columbia River Basalt Group, north-western USA",NA,journal-article,http://dx.doi.org/10.1007/s00710-003-0017-1,G. Caprarelli; S. P. Reidel,1-2,80
S1040618296900129,Quaternary International,2004-04-23,10.1016/s1040-6182(96)90012-9,NULL,Elsevier BV,0,29.486633,Crossref,Earth-Surface Processes,"Laurentide, cordilleran, and montane glaciation in the western Peace River ? Grande Prairie region, Alberta and British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1016/s1040-6182(96)90012-9,N CATTO; D LIVERMAN; P BOBROWSKY; N RUTTER,NA,32
539,Regional Environmental Change,2013-10-01,10.1007/s10113-013-0539-y,NULL,Springer Nature,20,29.490244,Crossref,Global and Planetary Change,Regional changes in nitrate loadings in the Upper Mississippi River Basin under predicted mid-century climate,NA,journal-article,http://dx.doi.org/10.1007/s10113-013-0539-y,Manoj K. Jha; Philip W. Gassman; Yiannis Panagopoulos,3,15
BFsrep33704,Scientific Reports,2016-09-20,10.1038/srep33704,NULL,Springer Nature,62,29.490244,Crossref,,Attribution of hydrological change in Heihe River Basin to climate and land use change in the past three decades,NA,journal-article,http://dx.doi.org/10.1038/srep33704,Kaisheng Luo; Fulu Tao; Juana P. Moiwo; Dengpan Xiao,1,6
,Hydrology and Earth System Sciences Discussions,2010-05-25,10.5194/hessd-7-3159-2010,NULL,Copernicus GmbH,0,29.490244,Crossref,"Earth-Surface Processes,Earth and Planetary Sciences (miscellaneous)",Water resources change in response to climate change in Changjiang River basin,NA,journal-article,http://dx.doi.org/10.5194/hessd-7-3159-2010,Y. Huang; W. F. Yang; L. Chen,3,7
S0959378011000616,Global Environmental Change,2011-05-12,10.1016/j.gloenvcha.2011.04.001,NULL,Elsevier BV,60,29.490244,Crossref,"Ecology,Geography, Planning and Development,Global and Planetary Change,Management, Monitoring, Policy and Law",How will combined changes in water demand and climate affect water availability in the Zambezi river basin?,NA,journal-article,http://dx.doi.org/10.1016/j.gloenvcha.2011.04.001,Lucas Beck; Thomas Bernauer,3,21
144,Climatic Change,2011-07-11,10.1007/s10584-011-0144-3,NULL,Springer Nature,52,29.490244,Crossref,"Atmospheric Science,Global and Planetary Change","Assessment of CMIP3 climate models and projected changes of precipitation and temperature in the Yangtze River Basin, China",NA,journal-article,http://dx.doi.org/10.1007/s10584-011-0144-3,Hui Tao; Marco Gemmer; Jiahu Jiang; Xijun Lai; Zengxin Zhang,3-4,111
S0959378016300036,Global Environmental Change,2016-01-24,10.1016/j.gloenvcha.2016.01.002,NULL,Elsevier BV,73,29.490244,Crossref,"Ecology,Geography, Planning and Development,Global and Planetary Change,Management, Monitoring, Policy and Law","The future nexus of the Brahmaputra River Basin: Climate, water, energy and food trajectories",NA,journal-article,http://dx.doi.org/10.1016/j.gloenvcha.2016.01.002,Y.C. Ethan Yang; Sungwook Wi; Patrick A. Ray; Casey M. Brown; Abedalrazq F. Khalil,NA,37
1008,Climatic Change,2013-11-16,10.1007/s10584-013-1008-9,NULL,Springer Nature,40,29.490244,Crossref,"Atmospheric Science,Global and Planetary Change",Bottom-up climate risk assessment of infrastructure investment in the Niger River Basin,NA,journal-article,http://dx.doi.org/10.1007/s10584-013-1008-9,Y. B. Ghile; M. Ü. Taner; C. Brown; J. G. Grijsen; Amal Talbi,1-2,122
576,Regional Environmental Change,2013-12-24,10.1007/s10113-013-0576-6,NULL,Springer Nature,48,29.490244,Crossref,Global and Planetary Change,Climate trends and impacts on crop production in the Koshi River basin of Nepal,NA,journal-article,http://dx.doi.org/10.1007/s10113-013-0576-6,Dinesh Bhatt; Shreedhar Maskey; Mukand S. Babel; Stefan Uhlenbrook; Krishna C. Prasad,4,14
485,Regional Environmental Change,2013-05-28,10.1007/s10113-013-0485-8,NULL,Springer Nature,74,29.490244,Crossref,Global and Planetary Change,Climate risks and adaptation strategies in the Lower Mekong River basin,NA,journal-article,http://dx.doi.org/10.1007/s10113-013-0485-8,Ram C. Bastakoti; Joyeeta Gupta; Mukand S. Babel; Meine P. van Dijk,1,14
,British Journal of Environment and Climate Change,2014-11-24,10.9734/bjecc/2014/13457,NULL,Sciencedomain International,0,29.490244,Crossref,,"Stream Flow Response to Skilled and Non-linear Bias Corrected GCM Precipitation Change in the Wami River Sub-basin, Tanzania",NA,journal-article,http://dx.doi.org/10.9734/bjecc/2014/13457,Frank Wambura,4,4
1056,Climatic Change,2014-01-20,10.1007/s10584-014-1056-9,NULL,Springer Nature,37,29.490244,Crossref,"Atmospheric Science,Global and Planetary Change",Assessing future changes in seasonal climatic extremes in the Ganges river basin using an ensemble of regional climate models,NA,journal-article,http://dx.doi.org/10.1007/s10584-014-1056-9,Neha Mittal; Ashok Mishra; Rajendra Singh; Pankaj Kumar,2,123
,Journal of Earth Science & Climatic Change,2015-03-06,10.4172/2157-7617.1000254,NULL,OMICS Publishing Group,0,29.490244,Crossref,,Generation of High–Resolution Gridded Climate Fields for the Upper Indus River Basin by Downscaling Cmip5 Outputs,NA,journal-article,http://dx.doi.org/10.4172/2157-7617.1000254,Burhan A Waheed I,02,06
10.1080/15715124.2015.1095199,International Journal of River Basin Management,2015-11-23,10.1080/15715124.2015.1095199,NULL,Informa UK Limited,28,29.509907,Crossref,Water Science and Technology,"Land use/cover change at Infraz watershed by using GIS and remote sensing techniques, northwestern Ethiopia",NA,journal-article,http://dx.doi.org/10.1080/15715124.2015.1095199,Amare Sewnet,2,14
1157,Climatic Change,2005-05-03,10.1007/s10584-005-1157-6,NULL,Springer Nature,46,29.533983,Crossref,"Atmospheric Science,Global and Planetary Change","A comparison of statistical downscaling and climate change factor methods: impacts on low flows in the River Thames, United Kingdom",NA,journal-article,http://dx.doi.org/10.1007/s10584-005-1157-6,Jacqueline Diaz-Nieto; Robert L. Wilby,2-3,69
10.1080/15715124.2007.9635302,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2007.9635302,NULL,Informa UK Limited,28,29.542923,Crossref,Water Science and Technology,"Climate trends of temperature, precipitation and river discharge in the Volta Basin of West Africa",NA,journal-article,http://dx.doi.org/10.1080/15715124.2007.9635302,Rebekka Neumann; Gerlinde Jung; Patrick Laux; Harald Kunstmann,1,5
10.1080/15715124.2015.1068178,International Journal of River Basin Management,2015-07-30,10.1080/15715124.2015.1068178,NULL,Informa UK Limited,22,29.542923,Crossref,Water Science and Technology,"Assessment of future water availability under the changing climate: case study of Klang River Basin, Malaysia",NA,journal-article,http://dx.doi.org/10.1080/15715124.2015.1068178,Yee Cai Goh; Zurina Zainol; Mohd Zaki Mat Amin,1,14
,Permafrost and Periglacial Processes,2007-12-03,10.1002/ppp.602,NULL,Wiley-Blackwell,20,29.555508,Crossref,Earth-Surface Processes,"Effect of climate change on runoff in a basin with mountain permafrost, northwest China",NA,journal-article,http://dx.doi.org/10.1002/ppp.602,Jingshi Liu; Siyuan Wang; Yuying Huang,4,18
,Columbia Law Review,2006-04-25,10.2307/1111746,NULL,JSTOR,0,29.590242,Crossref,Law,Insurance. Change of Beneficiary. Consideration,NA,journal-article,http://dx.doi.org/10.2307/1111746,NaN,7,20
366,Climatic Change,2012-03-28,10.1007/s10584-011-0366-4,NULL,Springer Nature,37,29.59414,Crossref,"Atmospheric Science,Global and Planetary Change",A method to study the impact of climate change on variability of river flow: an example from the Guadalupe River in Texas,NA,journal-article,http://dx.doi.org/10.1007/s10584-011-0366-4,Yongsheng Xu; Zong-Liang Yang,3-4,113
nclimate2618,Nature Climate Change,2015-05-20,10.1038/nclimate2618,NULL,Springer Nature,4,29.595695,Crossref,,Tidal river management in Bangladesh,NA,journal-article,http://dx.doi.org/10.1038/nclimate2618,Faisal Hossain; Zahirul Haque Khan; C. K. Shum,6,5
nclimate2421,Nature Climate Change,2014-10-28,10.1038/nclimate2421,NULL,Springer Nature,12,29.595695,Crossref,,Physical and political impacts: Complex river boundaries at risk,NA,journal-article,http://dx.doi.org/10.1038/nclimate2421,Shlomi Dinar,11,4
,Columbia Law Review,2006-04-26,10.2307/1117415,NULL,JSTOR,0,29.599207,Crossref,Law,Controversies between States. Water Rights,NA,journal-article,http://dx.doi.org/10.2307/1117415,NaN,3,44
10.1080/15715124.2016.1170692,International Journal of River Basin Management,2016-06-13,10.1080/15715124.2016.1170692,NULL,Informa UK Limited,32,29.633202,Crossref,Water Science and Technology,Organizing cross-sectoral collaboration in river basin management: case studies from the Rhine and the Zhujiang (Pearl River) basins,NA,journal-article,http://dx.doi.org/10.1080/15715124.2016.1170692,André Silveira; Sandra Junier; Frank Hüesker; Fan Qunfang; Andreas Rondorf,3,14
,Columbia Law Review,2006-04-26,10.2307/1123688,"list(name = ""ESRC International Research Training Network on River Basin Governance"", award = ""RES-810-21-0071"")",JSTOR,0,29.641693,Crossref,Law,Two Views of the River: A Critique of the Liberal Defense of Affirmative Action,NA,journal-article,http://dx.doi.org/10.2307/1123688,Charles R. Lawrence III,4,101
,Columbia Law Review,2006-04-26,10.2307/1115217,NULL,JSTOR,0,29.641693,Crossref,Law,International Adjudications: Modern Series. Saint Croix River Arbitration: Jay Treaty (1794) Art. V. v. 1,NA,journal-article,http://dx.doi.org/10.2307/1115217,NaN,6,32
10.1139/e80-067,Canadian Journal of Earth Sciences,2011-04-23,10.1139/e80-067,NULL,Canadian Science Publishing,0,29.641693,Crossref,Earth and Planetary Sciences(all),"Structural and stratigraphic setting of the Downie slide, Columbia River valley, British Columbia",NA,journal-article,http://dx.doi.org/10.1139/e80-067,Richard L. Brown; John F. Psutka,6,17
10.1139/e81-108,Canadian Journal of Earth Sciences,2011-04-23,10.1139/e81-108,NULL,Canadian Science Publishing,0,29.641693,Crossref,Earth and Planetary Sciences(all),"Columbia River fault zone: southeastern margin of the Shuswap and Monashee complexes, southern British Columbia",NA,journal-article,http://dx.doi.org/10.1139/e81-108,Peter B. Read; Richard L. Brown,7,18
10.1139/e92-059,Canadian Journal of Earth Sciences,2011-04-23,10.1139/e92-059,NULL,Canadian Science Publishing,0,29.641693,Crossref,Earth and Planetary Sciences(all),"Glacial Lake Invermere, upper Columbia River valley, British Columbia: a paleogeographic reconstruction",NA,journal-article,http://dx.doi.org/10.1139/e92-059,Oswald Sawicki; Derald G. Smith,4,29
