"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T27RM2IQ","journalArticle","1992","MoralesBaquero R.; Carrillo P.; CruzPizarro L.; SanchezCastillo P.","Southernmost high mountain lakes in Europe [Sierra Nevada] as reference sites for pollution and climate change monitoring","Limnetica","","02138409","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=FBA-035668&site=ehost-live&scope=site","","1992-01-01","2017-02-21 22:50:27","2017-02-21 22:50:27","","","","","8","","Limnetica","","","","","","","","","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","Algae; Ecology; general; General limnology; hydrobiology; Invertebrates; lakes; physicochemical; Pollution; sewage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T765AHUG","journalArticle","2014","Bennett, Elena","Social media as a tool for improving research and teaching","Frontiers in Ecology and the Environment","","1540-9295","10.1890/1540-9295-12.5.259","http://doi.wiley.com/10.1890/1540-9295-12.5.259","","2014-06","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","259-259","","5","12","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TA8XBRQ4","journalArticle","2013","Panuccio, M; Agostini, N","Visible Migration of Short-Toed Snake-Eagles: Interplay of Weather and Topographical Features","Journal of Raptor Research","","08921016","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=981107&site=ehost-live&scope=site","Migratory behavior of raptors is affected by several factors, including weather, geography, and topographical features. Here we provide information on how these factors may affect the behavior and detectability of the Short-toed Snake-Eagle ( Circaetus gallicus ). We observed passage of Short-toed Snake-Eagles at two watchsites along mountain chains in northeastern Greece (Mount Olympus) and northwestern Italy ( Arenzano) during the peak periods of migration in autumn 2009 and spring 2010. More Short-toed Snake-Eagles were observed in spring than in autumn; this difference was more evident at Arenzano. Temperatures influenced the number of migrants observed. In particular, the number of individuals observed decreased drastically when temperatures were higher than 24°C during post-reproductive movements. At both sites, daily patterns showed a lower proportion of raptors observed during midday and early afternoon in autumn than in spring. These results suggest that, during autumn, individuals may pass undetected by flying at higher altitudes during midday and in early afternoon at both sites. The lack of difference in number of eagles observed during westerly (lateral) winds compared to other wind directions at Mount Olympus suggests that these birds may be able to compensate for drift effect toward the Aegean Sea. Wind strength and lateral northerly wind negatively affected the number of migrants observed at Arenzano during spring movements","2013-01-01","2017-02-21 22:50:27","2017-02-21 22:50:27","","60-68","","1","47","","Journal of Raptor Research","","","","","","","","Language: English.","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","arenzano; autumn migration; Behaviour / Psychology; Birds; Climatology / climate change; daily patterns; detectabilities; Ecology; Landscapes / Landscape ecology; migration behaviour; mount olympus; temperature effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TD6Q42QX","journalArticle","2005","Collins, Alan; Rosenberger, Randy; Fletcher, Jerald","The economic value of stream restoration: ECONOMIC VALUE OF STREAM RESTORATION","Water Resources Research","","00431397","10.1029/2004WR003353","http://doi.wiley.com/10.1029/2004WR003353","","2005-02","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","n/a-n/a","","2","41","","","The economic value of stream restoration","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFCUUM5C","journalArticle","1995","Blomquist, Glenn C.; Whitehead, John C.","Existence value, contingent valuation, and natural resources damages assessment","Growth and Change","","","","http://onlinelibrary.wiley.com/doi/10.1111/j.1468-2257.1995.tb00185.x/abstract","","1995","2016-06-09 20:53:45","2016-06-09 20:53:45","2016-06-09 20:53:45","573–589","","4","26","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\TSH3D8Z9\abstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFI9DD6I","report","2014","","Monitoring Water Quality in the Lower Coeur d'Alene River, Idaho.","","","","","","","2014-11","2016-09-27 15:06:32","2016-09-27 15:08:17","","","","","","","","","","","","","Couer d'Alene Tribe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TI5Z7RMZ","journalArticle","2004","Stewart, Iris T.; Cayan, Daniel R.; Dettinger, Michael D.","Changes in snowmelt runoff timing in western North America under abusiness as usual'climate change scenario","Climatic Change","","","","http://link.springer.com/article/10.1023/B:CLIM.0000013702.22656.e8","","2004","2016-04-27 16:32:00","2016-04-27 16:32:00","2016-04-27 16:32:00","217–232","","1-3","62","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\XIK2CMTH\BCLIM.0000013702.22656.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTCPN8E8","journalArticle","2008","Slegers, M. F. W.","“If only it would rain”: Farmers’ perceptions of rainfall and drought in semi-arid central Tanzania","Journal of Arid Environments","","0140-1963","10.1016/j.jaridenv.2008.06.011","","Farmers in semi-arid East Africa prioritize drought as their major productivity-reducing problem, while scientists identify soil degradation as a major threat. The question that needs to be addressed is how farmers perceive drought. Insight into farmers’ perceptions of drought could be the missing link towards increased and sustainable production. During the period from 2004 to 2006, a study was conducted in Goima Ward, Tanzania. The study included questionnaires with mainly open-ended questions ( N=120), in-depth interviews, group discussions, field visits, picture assignment and 1-day seminar with farmers, extension workers, government officials, and scientists. Farmers saw drought in a broader perspective than that of deficient rainfall. Drought indicators were area-specific. Farmers recognized differences in drought vulnerability between soil types, location and state of land, land management practices and farmer types. Farmers perceived an increased drought risk. Farmers’ perceptions can be related to the scientific concept of agricultural drought. Since the amount of rainfall cannot be influenced, the efficiency of the rains can be a focal point for addressing farmers’ concerns about drought. Any viable strategy to reduce farmers’ vulnerability to drought and to improve productivity should be integrated into farmers’ existing strategies to adapt to and cope with ecological insecurity.","2008","2016-03-17 18:07:07","2016-03-17 18:07:07","","2106–2123","","11","72","","","“If only it would rain”","","","","","","","eng","","","","","Primo","","","","","","","Agricultural Drought; Belief; Environmental Perception; Knowledge; Risk; Vulnerability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTFXAZEA","journalArticle","2012","Kar, Bandana; Hodgson, Michael E.","A process oriented areal interpolation technique: a coastal county example","Cartography and Geographic Information Science","","","","http://www.tandfonline.com/doi/abs/10.1559/152304063913","","2012","2016-06-09 20:35:54","2016-06-09 20:35:54","2016-06-09 20:35:54","3–16","","1","39","","","A process oriented areal interpolation technique","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\W347Z6BH\152304063913.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUGQPUPG","journalArticle","2009","Reed, Mark S.; Graves, Anil; Dandy, Norman; Posthumus, Helena; Hubacek, Klaus; Morris, Joe; Prell, Christina; Quinn, Claire H.; Stringer, Lindsay C.","Who's in and why? A typology of stakeholder analysis methods for natural resource management","Journal of Environmental Management","","03014797","10.1016/j.jenvman.2009.01.001","http://linkinghub.elsevier.com/retrieve/pii/S0301479709000024","","2009-04","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","1933-1949","","5","90","","","Who's in and why?","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVRAS93U","webpage","","Profita, Cassandra","Judge Rejects Feds' Latest Plan To Help Salmon Survive Columbia River Dams","","","","","http://www.opb.org/news/article/judge-rejects-latest-federal-plan-for-columbia-river-dams/","In a ruling Wednesday, Federal District Court Judge Michael Simon rejected the government's latest plan for protecting salmon in the Columbia River Basin, saying the system of fish-blocking dams “cries out for a new approach.”","","2016-09-30 04:05:41","2016-09-30 04:05:41","2016-09-30 04:05:41","","","","","","","","","","","","","","","","","","","","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\R5V6TNK6\judge-rejects-latest-federal-plan-for-columbia-river-dams.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZJ5IKE9","report","2002","Adamus, Paul; Webster, James; Shippentower, Cheryl; O'Daniel, Scott; Williams, Donald Eagle; Minthorn, Scott","Umatilla River Floodplain and Wetlands: A Quantitative Characterization, Classification, and Restoration Concept","","","","","","","2002","2016-10-23 18:25:49","2016-10-23 18:28:35","","","","","","","","","","","","","Confederated Tribes of the Umatilla Indian Reservation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2CC9RA7","journalArticle","2001","Steele, Jennifer; Bourke, Lisa; Luloff, A. E.; Liao, Pei-Shan; Theodori, Gene L.; Krannich, Richard S.","The drop-off/pick-up method for household survey research","Community Development","","","","http://www.tandfonline.com/doi/abs/10.1080/15575330109489680","","2001","2016-10-15 13:54:26","2016-10-15 13:54:26","2016-10-15 13:54:26","238–250","","2","32","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\FKQ54VFJ\15575330109489680.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2ERUZBV","journalArticle","2015","Lee, Se-Yeun; Ryan, Maureen E.; Hamlet, Alan F.; Palen, Wendy J.; Lawler, Joshua J.; Halabisky, Meghan","Projecting the hydrologic impacts of climate change on montane wetlands","Plos one","","","","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136385","","2015","2016-10-07 18:54:07","2016-10-07 18:54:07","2016-10-07 18:54:07","e0136385","","9","10","","","","","","","","","","","","","","","Google Scholar","","","","","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U44TTEK2","journalArticle","2006","Duckham, Matt; Lingham, Jenny; Mason, Keith; Worboys, Michael","Qualitative reasoning about consistency in geographic information","Information Sciences","","","","http://www.sciencedirect.com/science/article/pii/S0020025505002100","","2006","2016-06-09 20:52:47","2016-06-09 20:52:47","2016-06-09 20:52:47","601–627","","6","176","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\MFTEQ65C\S0020025505002100.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7297BVM","journalArticle","2010","Forister, Matthew L; McCall, Andrew C; Sanders, Nathan J; Fordyce, James A; Thorne, James H; O'Brien, Joshua; Waetjen, David P; Shapiro, Arthur M","Compounded effects of climate change and habitat alteration shift patterns of butterfly diversity","National Academy of Sciences of the United States of America. Proceedings","","00278424","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=20133854&site=ehost-live&scope=site","Climate change and habitat destruction have been linked to global declines in vertebrate biodiversity, including mammals, amphibians, birds, and fishes. However, invertebrates make up the vast majority of global species richness, and the combined effects of climate change and land use on invertebrates remain poorly understood. Here we present 35 years of data on 159 species of butterflies from 10 sites along an elevational gradient spanning 0-2,775 m in a biodiversity hotspot, the Sierra Nevada Mountains of Northern California. Species richness has declined at half of the sites, with the most severe reductions at the lowest elevations, where habitat destruction is greatest. At higher elevations, we observed clear upward shifts in the elevational ranges of species, consistent with the influence of global warming. Taken together, these long-term data reveal the interacting negative effects of human-induced changes on both the climate and habitat available to butterfly species in California. Furthermore, the decline of ruderal, disturbance-associated species indicates that the traditional focus of conservation efforts on more specialized and less dispersive species should be broadened to include entire faunas when estimating and predicting the effects of pervasive stressors","2010-01-01","2017-02-21 22:50:26","2017-02-21 22:50:26","","2088-2092","","5","107","","National Academy of Sciences of the United States of America. Proceedings","","","","","","","","Language: English.","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UAIBSA8P","journalArticle","2001","Randhir, Timothy O.; O’Connor, Robert; Penner, Paul R.; Goodwin, David W.","A watershed-based land prioritization model for water supply protection","Forest Ecology and Management","","","","http://www.sciencedirect.com/science/article/pii/S0378112700005041","","2001","2016-06-09 20:38:04","2016-06-09 20:38:04","2016-06-09 20:38:04","47–56","","1","143","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\M3ZFSD5K\S0378112700005041.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFA37H59","journalArticle","2007","Nielsen-Pincus, Max; Morse, Wayde Cameron; Force, Jo Ellen; Wulfhorst, J. D.","Bridges and barriers to developing and conducting interdisciplinary graduate-student team research","","","","","http://pdxscholar.library.pdx.edu/esm_fac/50/","","2007","2016-03-09 22:21:27","2016-03-09 22:21:27","2016-03-09 22:21:27","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\CM6HMJSU\50.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGT3XFAE","journalArticle","2014","Brown, Greg; Donovan, Shannon","Measuring change in place values for environmental and natural resource planning using Public Participation GIS (PPGIS): results and challenges for longitudinal research","Society & Natural Resources","","","","http://www.tandfonline.com/doi/abs/10.1080/08941920.2013.840023","","2014","2016-06-09 20:50:55","2016-06-09 20:50:55","2016-06-09 20:50:55","36–54","","1","27","","","Measuring change in place values for environmental and natural resource planning using Public Participation GIS (PPGIS)","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\W5TEIS9M\08941920.2013.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHMGR23M","journalArticle","2013","Szemis, J. M.; Dandy, G. C.; Maier, H. R.","A multiobjective ant colony optimization approach for scheduling environmental flow management alternatives with application to the River Murray, Australia: MULTIOBJECTIVE APPROACH FOR ENVIRONMENTAL FLOW MANAGEMENT","Water Resources Research","","00431397","10.1002/wrcr.20518","http://doi.wiley.com/10.1002/wrcr.20518","","2013-10","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","6393-6411","","10","49","","","A multiobjective ant colony optimization approach for scheduling environmental flow management alternatives with application to the River Murray, Australia","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPVH5JG4","journalArticle","2016","Bark, Rosalind H.; Robinson, Catherine J.; Flessa, Karl W.","Tracking cultural ecosystem services: water chasing the Colorado River restoration pulse flow","Ecological Economics","","09218009","10.1016/j.ecolecon.2016.03.009","http://linkinghub.elsevier.com/retrieve/pii/S0921800915304067","","2016-07","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","165-172","","","127","","","Tracking cultural ecosystem services","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UR6J5XSQ","journalArticle","2014","Mayer, Alex; Winkler, Richelle; Fry, Lauren","Classification of watersheds into integrated social and biophysical indicators with clustering analysis","Ecological Indicators","","","","http://www.sciencedirect.com/science/article/pii/S1470160X14001812","","2014","2016-02-28 22:00:36","2016-02-28 22:00:36","2016-02-28 22:00:36","340–349","","","45","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\4HE4DR5X\S1470160X14001812.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UU8DT6RD","journalArticle","2015","Benda, Lee; Miller, Daniel; Barquin, Jose; McCleary, Richard; Cai, TiJiu; Ji, Y.","Building Virtual Watersheds: A Global Opportunity to Strengthen Resource Management and Conservation","Environmental Management","","0364-152X, 1432-1009","10.1007/s00267-015-0634-6","http://link.springer.com/article/10.1007/s00267-015-0634-6","Modern land-use planning and conservation strategies at landscape to country scales worldwide require complete and accurate digital representations of river networks, encompassing all channels including the smallest headwaters. The digital river networks, integrated with widely available digital elevation models, also need to have analytical capabilities to support resource management and conservation, including attributing river segments with key stream and watershed data, characterizing topography to identify landforms, discretizing land uses at scales necessary to identify human-environment interactions, and connecting channels downstream and upstream, and to terrestrial environments. We investigate the completeness and analytical capabilities of national to regional scale digital river networks that are available in five countries: Canada, China, Russia, Spain, and United States using actual resource management and conservation projects involving 12 university, agency, and NGO organizations. In addition, we review one pan-European and one global digital river network. Based on our analysis, we conclude that the majority of the regional, national, and global scale digital river networks in our sample lack in network completeness, analytical capabilities or both. To address this limitation, we outline a general framework to build as complete as possible digital river networks and to integrate them with available digital elevation models to create robust analytical capabilities (e.g., virtual watersheds). We believe this presents a global opportunity for in-country agencies, or international players, to support creation of virtual watersheds to increase environmental problem solving, broaden access to the watershed sciences, and strengthen resource management and conservation in countries worldwide.","2015-12-08","2016-06-09 22:29:23","2016-06-09 22:29:23","2016-06-09 22:29:23","722-739","","3","57","","Environmental Management","Building Virtual Watersheds","","","","","","","en","","","","","link.springer.com","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\IQF447PJ\s00267-015-0634-6.html","","","Atmospheric Protection/Air Quality Control/Air Pollution; Conservation; Ecology; Environmental Management; Forestry Management; Landscape analysis; Modeling; Nature Conservation; Resource management; Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution; Watersheds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UV9984DU","journalArticle","2014","Park, Youn Shik; Engel, Bernie A.; Harbor, Jon","A Web-Based Model to Estimate the Impact of Best Management Practices","Water","","","","http://search.proquest.com/openview/a34a0106202d3bc85cdf6e6f1446dcad/1?pq-origsite=gscholar","","2014","2016-06-09 20:39:16","2016-06-09 20:39:16","2016-06-09 20:39:16","455","","3","6","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\53WJ6MJN\1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXQHNEWP","journalArticle","2013","Jax, Kurt; Barton, David N.; Chan, Kai M.A.; de Groot, Rudolf; Doyle, Ulrike; Eser, Uta; Görg, Christoph; Gómez-Baggethun, Erik; Griewald, Yuliana; Haber, Wolfgang; Haines-Young, Roy; Heink, Ulrich; Jahn, Thomas; Joosten, Hans; Kerschbaumer, Lilin; Korn, Horst; Luck, Gary W.; Matzdorf, Bettina; Muraca, Barbara; Neßhöver, Carsten; Norton, Bryan; Ott, Konrad; Potschin, Marion; Rauschmayer, Felix; von Haaren, Christina; Wichmann, Sabine","Ecosystem services and ethics","Ecological Economics","","09218009","10.1016/j.ecolecon.2013.06.008","http://linkinghub.elsevier.com/retrieve/pii/S0921800913002073","","2013-09","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","260-268","","","93","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V27GTJIC","conferencePaper","2000","Westervelt, James D.; Farnsworth, Richard","Designing a Management-Oriented Watershed Simulation Environment","Watershed Management and Operations Management 2000","","","","http://ascelibrary.org/doi/abs/10.1061/40499(2000)53","","2000","2016-06-09 20:34:01","2016-06-09 20:34:01","2016-06-09 20:34:01","1–14","","","","","","","","","","","ASCE","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\JZJ83QPC\40499(2000)53.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2B59537","journalArticle","2015","Robinson, Catherine J.; Bark, Rosalind H.; Garrick, Dustin; Pollino, Carmel A.","Sustaining local values through river basin governance: community-based initiatives in Australia's Murray–Darling basin","Journal of Environmental Planning and Management","","0964-0568, 1360-0559","10.1080/09640568.2014.976699","http://www.tandfonline.com/doi/full/10.1080/09640568.2014.976699","","2015-12-02","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","2212-2227","","12","58","","","Sustaining local values through river basin governance","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEWPSX36","journalArticle","2010","Brahney, J; Routledge, R; Bos, D G; Pellatt, M G","Changes to the productivity and trophic structure of a sockeye salmon rearing lake in British Columbia","North American Journal of Fisheries Management","","02755947","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=812611&site=ehost-live&scope=site","<p class=""last""> In the 1990s, the returns of sockeye salmon <i>Oncorhynchus nerka</i> to Long Lake in Smith Inlet, British Columbia, declined substantially. In 1997 the commercial fishery was closed, and it will not be reopened until the population shows signs of sustained recovery. We examined paleolimnological and geochemical variables from a sediment core extracted from Long Lake in 2002. The nitrogen isotope concentration (δ<sup><font size=""2"">15</font></sup>N), which is associated with salmon production, declined to unprecedented levels in the 20th century. Sodium and other alkali elements have also decreased at a generally accelerating pace since the mid-19th century, and there are indications that the headwater glacier has receded apace. Accompanying these trends were notable changes in proxies for lake ecology, including the size and abundance of planktonic invertebrates. The timing and behavior of these unprecedented changes in the sedimentary record point to potential impacts from both commercial fishing and climate change.</p>","2010-01-01","2017-02-21 22:50:26","2017-02-21 22:50:26","","433-444","","2","30","","North American Journal of Fisheries Management","","","","","","","","Language: English.","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","climate change; commercial fishing; Ecology; fish; geochemical variabilities; lake ecology; Limnology; long lake; paleolimnology; rivers / lakes; salmon production; sediment cores; Sediment / Soils / Soil quality; sockeye salmon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIU89RVI","journalArticle","2011","Perch, Leisa; Labbate, Gabriel","Dimensions of Inclusive Development","IDEAS Working Paper Series from RePEc","","","","","Growth, Equity and Sustainability: A Declaration of Interdependence Over one billion of us live without many of the basics that the other six billion take as given. Although 28 countries have moved from low-income status to middle-income status, with Ghana and Zambia among the newest Middle Income Countries, an estimated 800 million people still live in low-income countries. Of these, half live in just five countries, three of which are in sub-Saharan Africa. In these least-developed countries (LDCs), conflict, disaster and broader human insecurity impose structural limits on efforts to move from crisis to risk reduction and from growth to sustained development. So although many millions have been lifted out of poverty in the last ten years, it is also true that more people live in chronic hunger than ever before. Significant and sustained progress will require faster and better efforts. The message of this Poverty in Focus is that, ?For Growth to be inclusive, it must be sustained and sustainable and that, for it to be sustained and sustainable, it must also be equitable.? As a contribution to the dialogue around Rio+20 and to the ongoing discussions around a post-2015 MDG Agenda, this Poverty in Focus links future development to sustainability and particularly to social sustainability. Looking beyond the critical issues of ?carbon footprints?, ?low-carbon development?,? green economy? and the economics behind saving the planet, it draws attention back to the continuing challenge of ensuring that growth and development deliver for the poor and vulnerable. In its many forms?energy poverty, lack of access to water and sanitation, malnutrition or insecure access to food, and lack of access to education and health?the scale and scope of global deprivation call current development policy and practice into question. Growth, gender, poverty and the environment can no longer be treated as loosely connected components of development. Recognizing their interdependence is at the core of improved and sustained development for all. For one thing, the continuing decline of the quantity and quality of natural resources and of ecosystem functions is likely to exacerbate the likelihood of conflict over resources, particularly water. According to UNDP?s Bureau for Crisis Prevention and Recovery, 35 countries had entered what could be designated a ?post-conflict phase? by 2008. The cost of conflict has been enormous, matching or surpassing, according to some estimates, the value of ODA received in the last 20 to 30 years in the same countries. Addressing topics such as the evolving debate on environmental and social justice and improved accounting frameworks to ?include? environmental assets and services in considerations of growth, the enclosed articles can help us go beyond lip-service to the notion of sustainability. They focus on the ?software? components of development, highlighting the need for equal attention to process and to results. Suggesting that inclusive and sustainable development will need to leverage ?social technologies? such as political innovations, true engagement and honest evaluation, they make a clear case for a strong, representative state and the complementary roles of civil society and the private sector in defining and achieving sustained and sustainable development. They underscore the role of formal and informal mechanisms in the negotiation and reconciliation of conflicting and competing interests. In view of the high expectations placed on the next year?s Rio+20 meeting, let us remind ourselves that ?social sustainability? will be built on the foundations of productive and social inclusion. Too often, the focus has fallen largely on productive inclusion, with limited effort to address the structural factors that cause and sustain exclusion and marginalization, be they related to gender, political processes, property rights for the poor, and so on. Moreover, a focus on ?sustained? development as well as sustainable development acknowledges that, for many countries, existing development gains are fragile and easily reversed. The acute challenges faced by countries in the Horn of Africa due to persistent drought, displacement, conflict and poverty are a case in point. A socially sustainable approach, say these authors, is one in which policy efforts do not shy away from the many interdependent multiple dynamics, processes and situations that affect vulnerability and predispose the poor and the vulnerable to harm from shocks and change. Growth, equity and sustainability are mutually compatible, if efforts have enough time and resources, are responsive to underlying structural causes and encourage the vigorous participation of the poor, allowing them to define their futures. What follows illuminates the complexity of inclusiveness as a development outcome and highlights bold action in and by the South. We hope that these articles serve as a source of further innovation and inspire more cooperation and the spread of knowledge within the South. Ours is an age of political convulsions, global economic shifts, inexorable climatic change and stubborn poverty. Informed and catalytic strategies are needed now more than ever before. by Olav Kjorven, Assistant Administrator and Director of the Bureau for Policy Development, UNDP","2011","2016-04-07 04:29:40","2016-04-07 04:29:40","","","","","","","","","","","","","","","eng","","","","","Primo","","","","","","","Ideas.Repec.Org/P/Ipc/Ifocus/23.Html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
